Time_s,plane_moving_state,TAS_mps,alt_agl_m,MLG_NR,FLG_NR,lat,lon,alt_msl,phi,theta,psi,p,q,r,V_b_tas_0,V_b_tas_1,V_b_tas_2,pos_ned_0,pos_ned_1,pos_ned_2,p_dot,q_dot,r_dot,Accel_b_0,Accel_b_1,Accel_b_2,ArduPlane_Mode,delta_e,delta_aL,delta_aR,delta_r,delta_f,delta_a,pwm_ailL,pwm_ailR,pwm_elev,pwm_rud,pwm_flap,pwm_nlg,pwm_mot0,total_rotor_force
143.28587,1,0.00001,-0.00000,449.47818,188.17184,0.00000,0.00000,0.00000,0.00000,0.00000,-1.30900,0.00000,0.00000,0.00000,-0.00001,-0.00000,0.00000,-0.00001,0.00003,0.00000,0.00000,0.00000,0.00000,-0.00981,0.00000,0.00000,5,0.08203,-0.00262,0.00262,0.00087,0.34907,0.00262,1503.0,1503.0,1594.0,1501.0,1500.0,0.0,1100.0,0.00000
143.38742,1,0.00001,-0.00000,449.47818,188.17184,0.00000,0.00000,0.00000,0.00000,0.00000,-1.30900,0.00000,0.00000,0.00000,-0.00001,-0.00000,0.00000,-0.00001,0.00003,0.00000,0.00000,0.00000,0.00000,-0.00981,0.00000,0.00000,5,0.08203,-0.00262,0.00262,0.00087,0.34907,0.00262,1503.0,1503.0,1594.0,1501.0,1500.0,0.0,1100.0,0.00000
143.48897,1,0.00001,-0.00000,449.47818,188.17184,0.00000,0.00000,0.00000,0.00000,0.00000,-1.30900,0.00000,0.00000,0.00000,-0.00001,-0.00000,0.00000,-0.00001,0.00003,0.00000,0.00000,0.00000,0.00000,-0.00981,0.00000,0.00000,5,0.08203,-0.00349,0.00349,0.00175,0.34907,0.00349,1504.0,1504.0,1594.0,1502.0,1500.0,0.0,1100.0,0.00000
143.59052,1,0.00001,-0.00000,449.47818,188.17184,0.00000,0.00000,0.00000,0.00000,0.00000,-1.30900,0.00000,0.00000,0.00000,-0.00001,-0.00000,0.00000,-0.00001,0.00003,0.00000,0.00000,0.00000,0.00000,-0.00981,0.00000,0.00000,5,0.08203,-0.00262,0.00262,0.00087,0.34907,0.00262,1503.0,1503.0,1594.0,1501.0,1500.0,0.0,1100.0,0.00000
143.69206,1,0.00001,-0.00000,449.47818,188.17184,0.00000,0.00000,0.00000,0.00000,0.00000,-1.30900,0.00000,0.00000,0.00000,-0.00001,-0.00000,0.00000,-0.00001,0.00004,0.00000,0.00000,0.00000,0.00000,-0.00981,0.00000,0.00000,5,0.08203,-0.00349,0.00349,0.00175,0.34907,0.00349,1504.0,1504.0,1594.0,1502.0,1500.0,0.0,1100.0,0.00000
143.79361,1,0.00001,-0.00000,449.47818,188.17184,0.00000,0.00000,0.00000,0.00000,0.00000,-1.30900,0.00000,0.00000,0.00000,-0.00001,-0.00000,0.00000,-0.00001,0.00004,0.00000,0.00000,0.00000,0.00000,-0.00981,0.00000,0.00000,5,0.08203,-0.00262,0.00262,0.00087,0.34907,0.00262,1503.0,1503.0,1594.0,1501.0,1500.0,0.0,1100.0,0.00000
143.89516,1,0.00001,-0.00000,449.47818,188.17184,0.00000,0.00000,0.00000,0.00000,0.00000,-1.30900,0.00000,0.00000,0.00000,-0.00001,-0.00000,0.00000,-0.00001,0.00004,0.00000,0.00000,0.00000,0.00000,-0.00981,0.00000,0.00000,5,0.08203,-0.00349,0.00349,0.00087,0.34907,0.00349,1504.0,1504.0,1594.0,1501.0,1500.0,0.0,1100.0,0.00000
143.99670,1,0.00001,-0.00000,449.47818,188.17184,0.00000,0.00000,0.00000,0.00000,0.00000,-1.30900,0.00000,0.00000,0.00000,-0.00001,-0.00000,0.00000,-0.00001,0.00004,0.00000,0.00000,0.00000,0.00000,-0.00981,0.00000,0.00000,5,0.08290,-0.00349,0.00349,0.00175,0.34907,0.00349,1504.0,1504.0,1595.0,1502.0,1500.0,0.0,1100.0,0.00000
144.09825,1,0.00001,-0.00000,449.47818,188.17184,0.00000,0.00000,0.00000,0.00000,0.00000,-1.30900,0.00000,0.00000,0.00000,-0.00001,-0.00000,0.00000,-0.00001,0.00004,0.00000,0.00000,0.00000,0.00000,-0.00981,0.00000,0.00000,5,0.08290,-0.00349,0.00349,0.00175,0.34907,0.00349,1504.0,1504.0,1595.0,1502.0,1500.0,0.0,1100.0,0.00000
144.19980,1,0.00001,-0.00000,449.47818,188.17184,0.00000,0.00000,0.00000,0.00000,0.00000,-1.30900,0.00000,0.00000,0.00000,-0.00001,-0.00000,0.00000,-0.00001,0.00004,0.00000,0.00000,0.00000,0.00000,-0.00981,0.00000,0.00000,5,0.08290,-0.00349,0.00349,0.00175,0.34907,0.00349,1504.0,1504.0,1595.0,1502.0,1500.0,0.0,1100.0,0.00000
144.30135,1,0.00001,-0.00000,449.47818,188.17184,0.00000,0.00000,0.00000,0.00000,0.00000,-1.30900,0.00000,0.00000,0.00000,-0.00001,-0.00000,0.00000,-0.00001,0.00004,0.00000,0.00000,0.00000,0.00000,-0.00981,0.00000,0.00000,5,0.08203,-0.00349,0.00349,0.00175,0.34907,0.00349,1504.0,1504.0,1594.0,1502.0,1500.0,0.0,1100.0,0.00000
144.40289,1,0.00001,-0.00000,449.47818,188.17184,0.00000,0.00000,0.00000,0.00000,0.00000,-1.30900,0.00000,0.00000,0.00000,-0.00001,-0.00000,0.00000,-0.00001,0.00004,0.00000,0.00000,0.00000,0.00000,-0.00981,0.00000,0.00000,5,0.08290,-0.00349,0.00349,0.00175,0.34907,0.00349,1504.0,1504.0,1595.0,1502.0,1500.0,0.0,1100.0,0.00000
144.50444,1,0.00001,-0.00000,449.47818,188.17184,0.00000,0.00000,0.00000,0.00000,0.00000,-1.30900,0.00000,0.00000,0.00000,-0.00001,-0.00000,0.00000,-0.00001,0.00004,0.00000,0.00000,0.00000,0.00000,-0.00981,0.00000,0.00000,5,0.08290,-0.00349,0.00349,0.00175,0.34907,0.00349,1504.0,1504.0,1595.0,1502.0,1500.0,0.0,1100.0,0.00000
144.60599,1,0.00001,-0.00000,449.47818,188.17184,0.00000,0.00000,0.00000,0.00000,0.00000,-1.30900,0.00000,0.00000,0.00000,-0.00001,-0.00000,0.00000,-0.00001,0.00004,0.00000,0.00000,0.00000,0.00000,-0.00981,0.00000,0.00000,5,0.08290,-0.00349,0.00349,0.00175,0.34907,0.00349,1504.0,1504.0,1595.0,1502.0,1500.0,0.0,1100.0,0.00000
144.70753,1,0.00001,-0.00000,449.47818,188.17184,0.00000,0.00000,0.00000,0.00000,0.00000,-1.30900,0.00000,0.00000,0.00000,-0.00001,-0.00000,0.00000,-0.00001,0.00004,0.00000,0.00000,0.00000,0.00000,-0.00981,0.00000,0.00000,5,0.08290,-0.00349,0.00349,0.00175,0.34907,0.00349,1504.0,1504.0,1595.0,1502.0,1500.0,0.0,1100.0,0.00000
144.80908,1,0.00001,-0.00000,449.47818,188.17184,0.00000,0.00000,0.00000,0.00000,0.00000,-1.30900,0.00000,0.00000,0.00000,-0.00001,-0.00000,0.00000,-0.00001,0.00004,0.00000,0.00000,0.00000,0.00000,-0.00981,0.00000,0.00000,5,0.08290,-0.00349,0.00349,0.00175,0.34907,0.00349,1504.0,1504.0,1595.0,1502.0,1500.0,0.0,1100.0,0.00000
144.91063,1,0.00001,-0.00000,449.47818,188.17184,0.00000,0.00000,0.00000,0.00000,0.00000,-1.30900,0.00000,0.00000,0.00000,-0.00001,-0.00000,0.00000,-0.00001,0.00004,0.00000,0.00000,0.00000,0.00000,-0.00981,0.00000,0.00000,5,0.08290,-0.00349,0.00349,0.00175,0.34907,0.00349,1504.0,1504.0,1595.0,1502.0,1500.0,0.0,1100.0,0.00000
145.01218,1,0.00001,-0.00000,449.47818,188.17184,0.00000,0.00000,0.00000,0.00000,0.00000,-1.30900,0.00000,0.00000,0.00000,-0.00001,-0.00000,0.00000,-0.00001,0.00005,0.00000,0.00000,0.00000,0.00000,-0.00981,0.00000,0.00000,5,0.08290,-0.00349,0.00349,0.00175,0.34907,0.00349,1504.0,1504.0,1595.0,1502.0,1500.0,0.0,1100.0,0.00000
145.11372,1,0.00001,-0.00000,449.47818,188.17184,0.00000,0.00000,0.00000,0.00000,0.00000,-1.30900,0.00000,0.00000,0.00000,-0.00001,-0.00000,0.00000,-0.00001,0.00005,0.00000,0.00000,0.00000,0.00000,-0.00981,0.00000,0.00000,5,0.08290,-0.00436,0.00436,0.00175,0.34907,0.00436,1505.0,1505.0,1595.0,1502.0,1500.0,0.0,1100.0,0.00000
145.21527,1,0.00001,-0.00000,449.47818,188.17184,0.00000,0.00000,0.00000,0.00000,0.00000,-1.30900,0.00000,0.00000,0.00000,-0.00001,-0.00000,0.00000,-0.00001,0.00005,0.00000,0.00000,0.00000,0.00000,-0.00981,0.00000,0.00000,5,0.08378,-0.00349,0.00349,0.00175,0.34907,0.00349,1504.0,1504.0,1596.0,1502.0,1500.0,0.0,1100.0,0.00000
145.31682,1,0.00001,-0.00000,449.47818,188.17184,0.00000,0.00000,0.00000,0.00000,0.00000,-1.30900,0.00000,0.00000,0.00000,-0.00001,-0.00000,0.00000,-0.00001,0.00005,0.00000,0.00000,0.00000,0.00000,-0.00981,0.00000,0.00000,5,0.08290,-0.00436,0.00436,0.00175,0.34907,0.00436,1505.0,1505.0,1595.0,1502.0,1500.0,0.0,1100.0,0.00000
145.41837,1,0.00001,-0.00000,449.47818,188.17184,0.00000,0.00000,0.00000,0.00000,0.00000,-1.30900,0.00000,0.00000,0.00000,-0.00001,-0.00000,0.00000,-0.00001,0.00005,0.00000,0.00000,0.00000,0.00000,-0.00981,0.00000,0.00000,5,0.08378,-0.00436,0.00436,0.00175,0.34907,0.00436,1505.0,1505.0,1596.0,1502.0,1500.0,0.0,1100.0,0.00000
145.51991,1,0.00001,-0.00000,449.47818,188.17184,0.00000,0.00000,0.00000,0.00000,0.00000,-1.30900,0.00000,0.00000,0.00000,-0.00001,-0.00000,0.00000,-0.00001,0.00005,0.00000,0.00000,0.00000,0.00000,-0.00981,0.00000,0.00000,5,0.08378,-0.00436,0.00436,0.00175,0.34907,0.00436,1505.0,1505.0,1596.0,1502.0,1500.0,0.0,1100.0,0.00000
145.62146,1,0.00001,-0.00000,449.47818,188.17184,0.00000,0.00000,0.00000,0.00000,0.00000,-1.30900,0.00000,0.00000,0.00000,-0.00001,-0.00000,0.00000,-0.00001,0.00005,0.00000,0.00000,0.00000,0.00000,-0.00981,0.00000,0.00000,5,0.08378,-0.00436,0.00436,0.00175,0.34907,0.00436,1505.0,1505.0,1596.0,1502.0,1500.0,0.0,1100.0,0.00000
145.72301,1,0.00001,-0.00000,449.47818,188.17184,0.00000,0.00000,0.00000,0.00000,0.00000,-1.30900,0.00000,0.00000,0.00000,-0.00001,-0.00000,0.00000,-0.00001,0.00005,0.00000,0.00000,0.00000,0.00000,-0.00981,0.00000,0.00000,5,0.08378,-0.00436,0.00436,0.00175,0.34907,0.00436,1505.0,1505.0,1596.0,1502.0,1500.0,0.0,1100.0,0.00000
145.82455,1,0.00001,-0.00000,449.47818,188.17184,0.00000,0.00000,0.00000,0.00000,0.00000,-1.30900,0.00000,0.00000,0.00000,-0.00001,-0.00000,0.00000,-0.00001,0.00005,0.00000,0.00000,0.00000,0.00000,-0.00981,0.00000,0.00000,5,0.08378,-0.00436,0.00436,0.00175,0.34907,0.00436,1505.0,1505.0,1596.0,1502.0,1500.0,0.0,1100.0,0.00000
145.92610,1,0.00001,-0.00000,449.47818,188.17184,0.00000,0.00000,0.00000,0.00000,0.00000,-1.30900,0.00000,0.00000,0.00000,-0.00001,-0.00000,0.00000,-0.00001,0.00005,0.00000,0.00000,0.00000,0.00000,-0.00981,0.00000,0.00000,5,0.08378,-0.00436,0.00436,0.00175,0.34907,0.00436,1505.0,1505.0,1596.0,1502.0,1500.0,0.0,1100.0,0.00000
146.02765,1,0.00001,-0.00000,449.47818,188.17184,0.00000,0.00000,0.00000,0.00000,0.00000,-1.30900,0.00000,0.00000,0.00000,-0.00001,-0.00000,0.00000,-0.00001,0.00005,0.00000,0.00000,0.00000,0.00000,-0.00981,0.00000,0.00000,5,0.08378,-0.00436,0.00436,0.00175,0.34907,0.00436,1505.0,1505.0,1596.0,1502.0,1500.0,0.0,1100.0,0.00000
146.12920,1,0.00001,-0.00000,449.47818,188.17184,0.00000,0.00000,0.00000,0.00000,0.00000,-1.30900,0.00000,0.00000,0.00000,-0.00001,-0.00000,0.00000,-0.00001,0.00005,0.00000,0.00000,0.00000,0.00000,-0.00981,0.00000,0.00000,5,0.08378,-0.00436,0.00436,0.00175,0.34907,0.00436,1505.0,1505.0,1596.0,1502.0,1500.0,0.0,1100.0,0.00000
146.23074,1,0.00001,-0.00000,449.47818,188.17184,0.00000,0.00000,0.00000,0.00000,0.00000,-1.30900,0.00000,0.00000,0.00000,-0.00001,-0.00000,0.00000,-0.00001,0.00005,0.00000,0.00000,0.00000,0.00000,-0.00981,0.00000,0.00000,5,0.08378,-0.00436,0.00436,0.00175,0.34907,0.00436,1505.0,1505.0,1596.0,1502.0,1500.0,0.0,1100.0,0.00000
146.33229,1,0.00001,-0.00000,449.47818,188.17184,0.00000,0.00000,0.00000,0.00000,0.00000,-1.30900,0.00000,0.00000,0.00000,-0.00001,-0.00000,0.00000,-0.00001,0.00006,0.00000,0.00000,0.00000,0.00000,-0.00981,0.00000,0.00000,5,0.08378,-0.00436,0.00436,0.00175,0.34907,0.00436,1505.0,1505.0,1596.0,1502.0,1500.0,0.0,1100.0,0.00000
146.43384,1,0.00001,-0.00000,449.47818,188.17184,0.00000,0.00000,0.00000,0.00000,0.00000,-1.30900,0.00000,0.00000,0.00000,-0.00001,-0.00000,0.00000,-0.00002,0.00006,0.00000,0.00000,0.00000,0.00000,-0.00981,0.00000,0.00000,5,0.08378,-0.00524,0.00524,0.00175,0.34907,0.00524,1506.0,1506.0,1596.0,1502.0,1500.0,0.0,1100.0,0.00000
146.53539,1,0.00001,-0.00000,449.47818,188.17184,0.00000,0.00000,0.00000,0.00000,0.00000,-1.30900,0.00000,0.00000,0.00000,-0.00001,-0.00000,0.00000,-0.00002,0.00006,0.00000,0.00000,0.00000,0.00000,-0.00981,0.00000,0.00000,5,0.08378,-0.00436,0.00436,0.00175,0.34907,0.00436,1505.0,1505.0,1596.0,1502.0,1500.0,0.0,1100.0,0.00000
146.63693,1,0.00001,-0.00000,449.47818,188.17184,0.00000,0.00000,0.00000,0.00000,0.00000,-1.30900,0.00000,0.00000,0.00000,-0.00001,-0.00000,0.00000,-0.00002,0.00006,0.00000,0.00000,0.00000,0.00000,-0.00981,0.00000,0.00000,5,0.08465,-0.00436,0.00436,0.00175,0.34907,0.00436,1505.0,1505.0,1597.0,1502.0,1500.0,0.0,1100.0,0.00000
146.73848,1,0.00001,-0.00000,449.47818,188.17184,0.00000,0.00000,0.00000,0.00000,0.00000,-1.30900,0.00000,0.00000,0.00000,-0.00001,-0.00000,0.00000,-0.00002,0.00006,0.00000,0.00000,0.00000,0.00000,-0.00981,0.00000,0.00000,5,0.08378,-0.00436,0.00436,0.00175,0.34907,0.00436,1505.0,1505.0,1596.0,1502.0,1500.0,0.0,1100.0,0.00000
146.84003,1,0.00001,-0.00000,449.47818,188.17184,0.00000,0.00000,0.00000,0.00000,0.00000,-1.30900,0.00000,0.00000,0.00000,-0.00001,-0.00000,0.00000,-0.00002,0.00006,0.00000,0.00000,0.00000,0.00000,-0.00981,0.00000,0.00000,5,0.08378,-0.00436,0.00436,0.00175,0.34907,0.00436,1505.0,1505.0,1596.0,1502.0,1500.0,0.0,1100.0,0.00000
146.94157,1,0.00001,-0.00000,449.47818,188.17184,0.00000,0.00000,0.00000,0.00000,0.00000,-1.30900,0.00000,0.00000,0.00000,-0.00001,-0.00000,0.00000,-0.00002,0.00006,0.00000,0.00000,0.00000,0.00000,-0.00981,0.00000,0.00000,5,0.08378,-0.00436,0.00436,0.00175,0.34907,0.00436,1505.0,1505.0,1596.0,1502.0,1500.0,0.0,1100.0,0.00000
147.04312,1,0.00001,-0.00000,449.47818,188.17184,0.00000,0.00000,0.00000,0.00000,0.00000,-1.30900,0.00000,0.00000,0.00000,-0.00001,-0.00000,0.00000,-0.00002,0.00006,0.00000,0.00000,0.00000,0.00000,-0.00981,0.00000,0.00000,5,0.08465,-0.00436,0.00436,0.00175,0.34907,0.00436,1505.0,1505.0,1597.0,1502.0,1500.0,0.0,1100.0,0.00000
147.14467,1,0.00001,-0.00000,449.47818,188.17184,0.00000,0.00000,0.00000,0.00000,0.00000,-1.30900,0.00000,0.00000,0.00000,-0.00001,-0.00000,0.00000,-0.00002,0.00006,0.00000,0.00000,0.00000,0.00000,-0.00981,0.00000,0.00000,5,0.08378,-0.00436,0.00436,0.00175,0.34907,0.00436,1505.0,1505.0,1596.0,1502.0,1500.0,0.0,1100.0,0.00000
147.24622,1,0.00001,-0.00000,449.47818,188.17184,0.00000,0.00000,0.00000,0.00000,0.00000,-1.30900,0.00000,0.00000,0.00000,-0.00001,-0.00000,0.00000,-0.00002,0.00006,0.00000,0.00000,0.00000,0.00000,-0.00981,0.00000,0.00000,5,0.08465,-0.00436,0.00436,0.00175,0.34907,0.00436,1505.0,1505.0,1597.0,1502.0,1500.0,0.0,1100.0,0.00000
147.34776,1,0.00001,-0.00000,449.47818,188.17184,0.00000,0.00000,0.00000,0.00000,0.00000,-1.30900,0.00000,0.00000,0.00000,-0.00001,-0.00000,0.00000,-0.00002,0.00006,0.00000,0.00000,0.00000,0.00000,-0.00981,0.00000,0.00000,5,0.08465,-0.00524,0.00524,0.00262,0.34907,0.00524,1506.0,1506.0,1597.0,1503.0,1500.0,0.0,1100.0,0.00000
147.44931,1,0.00001,-0.00000,449.47818,188.17184,0.00000,0.00000,0.00000,0.00000,0.00000,-1.30900,0.00000,0.00000,0.00000,-0.00001,-0.00000,0.00000,-0.00002,0.00006,0.00000,0.00000,0.00000,0.00000,-0.00981,0.00000,0.00000,5,0.08465,-0.00524,0.00524,0.00262,0.34907,0.00524,1506.0,1506.0,1597.0,1503.0,1500.0,0.0,1100.0,0.00000
147.55086,1,0.00001,-0.00000,449.47818,188.17184,0.00000,0.00000,0.00000,0.00000,0.00000,-1.30900,0.00000,0.00000,0.00000,-0.00001,-0.00000,0.00000,-0.00002,0.00007,0.00000,0.00000,0.00000,0.00000,-0.00981,0.00000,0.00000,5,0.08465,-0.00436,0.00436,0.00175,0.34907,0.00436,1505.0,1505.0,1597.0,1502.0,1500.0,0.0,1100.0,0.00000
147.65240,1,0.00001,-0.00000,449.47818,188.17184,0.00000,0.00000,0.00000,0.00000,0.00000,-1.30900,0.00000,0.00000,0.00000,-0.00001,-0.00000,0.00000,-0.00002,0.00007,0.00000,0.00000,0.00000,0.00000,-0.00981,0.00000,0.00000,5,0.08465,-0.00524,0.00524,0.00262,0.34907,0.00524,1506.0,1506.0,1597.0,1503.0,1500.0,0.0,1100.0,0.00000
147.75395,1,0.00001,-0.00000,449.47818,188.17184,0.00000,0.00000,0.00000,0.00000,0.00000,-1.30900,0.00000,0.00000,0.00000,-0.00001,-0.00000,0.00000,-0.00002,0.00007,0.00000,0.00000,0.00000,0.00000,-0.00981,0.00000,0.00000,5,0.08465,-0.00436,0.00436,0.00175,0.34907,0.00436,1505.0,1505.0,1597.0,1502.0,1500.0,0.0,1100.0,0.00000
147.85550,1,0.00001,-0.00000,449.47818,188.17184,0.00000,0.00000,0.00000,0.00000,0.00000,-1.30900,0.00000,0.00000,0.00000,-0.00001,-0.00000,0.00000,-0.00002,0.00007,0.00000,0.00000,0.00000,0.00000,-0.00981,0.00000,0.00000,5,0.08465,-0.00436,0.00436,0.00175,0.34907,0.00436,1505.0,1505.0,1597.0,1502.0,1500.0,0.0,1100.0,0.00000
147.95705,1,0.00001,-0.00000,449.47818,188.17184,0.00000,0.00000,0.00000,0.00000,0.00000,-1.30900,0.00000,0.00000,0.00000,-0.00001,-0.00000,0.00000,-0.00002,0.00007,0.00000,0.00000,0.00000,0.00000,-0.00981,0.00000,0.00000,5,0.08465,-0.00524,0.00524,0.00262,0.34907,0.00524,1506.0,1506.0,1597.0,1503.0,1500.0,0.0,1100.0,0.00000
148.05859,1,0.00001,-0.00000,449.47818,188.17184,0.00000,0.00000,0.00000,0.00000,0.00000,-1.30900,0.00000,0.00000,0.00000,-0.00001,-0.00000,0.00000,-0.00002,0.00007,0.00000,0.00000,0.00000,0.00000,-0.00981,0.00000,0.00000,5,0.08465,-0.00436,0.00436,0.00175,0.34907,0.00436,1505.0,1505.0,1597.0,1502.0,1500.0,0.0,1100.0,0.00000
148.16014,1,0.00001,-0.00000,449.47818,188.17184,0.00000,0.00000,0.00000,0.00000,0.00000,-1.30900,0.00000,0.00000,0.00000,-0.00001,-0.00000,0.00000,-0.00002,0.00007,0.00000,0.00000,0.00000,0.00000,-0.00981,0.00000,0.00000,5,0.08465,-0.00524,0.00524,0.00175,0.34907,0.00524,1506.0,1506.0,1597.0,1502.0,1500.0,0.0,1100.0,0.00000
148.26169,1,0.00001,-0.00000,449.47818,188.17184,0.00000,0.00000,0.00000,0.00000,0.00000,-1.30900,0.00000,0.00000,0.00000,-0.00001,-0.00000,0.00000,-0.00002,0.00007,0.00000,0.00000,0.00000,0.00000,-0.00981,0.00000,0.00000,5,0.08465,-0.00524,0.00524,0.00262,0.34907,0.00524,1506.0,1506.0,1597.0,1503.0,1500.0,0.0,1100.0,0.00000
148.36324,1,0.00001,-0.00000,449.47818,188.17184,0.00000,0.00000,0.00000,0.00000,0.00000,-1.30900,0.00000,0.00000,0.00000,-0.00001,-0.00000,0.00000,-0.00002,0.00007,0.00000,0.00000,0.00000,0.00000,-0.00981,0.00000,0.00000,5,0.08465,-0.00524,0.00524,0.00262,0.34907,0.00524,1506.0,1506.0,1597.0,1503.0,1500.0,0.0,1100.0,0.00000
148.46478,1,0.00001,-0.00000,449.47818,188.17184,0.00000,0.00000,0.00000,0.00000,0.00000,-1.30900,0.00000,0.00000,0.00000,-0.00001,-0.00000,0.00000,-0.00002,0.00007,0.00000,0.00000,0.00000,0.00000,-0.00981,0.00000,0.00000,5,0.08465,-0.00436,0.00436,0.00175,0.34907,0.00436,1505.0,1505.0,1597.0,1502.0,1500.0,0.0,1100.0,0.00000
148.56633,1,0.00001,-0.00000,449.47818,188.17184,0.00000,0.00000,0.00000,0.00000,0.00000,-1.30900,0.00000,0.00000,0.00000,-0.00001,-0.00000,0.00000,-0.00002,0.00007,0.00000,0.00000,0.00000,0.00000,-0.00981,0.00000,0.00000,5,0.08465,-0.00436,0.00436,0.00175,0.34907,0.00436,1505.0,1505.0,1597.0,1502.0,1500.0,0.0,1100.0,0.00000
148.66788,1,0.00001,-0.00000,449.47818,188.17184,0.00000,0.00000,0.00000,0.00000,0.00000,-1.30900,0.00000,0.00000,0.00000,-0.00001,-0.00000,0.00000,-0.00002,0.00007,0.00000,0.00000,0.00000,0.00000,-0.00981,0.00000,0.00000,5,0.08465,-0.00436,0.00436,0.00175,0.34907,0.00436,1505.0,1505.0,1597.0,1502.0,1500.0,0.0,1100.0,0.00000
148.76942,1,0.00001,-0.00000,449.47818,188.17184,0.00000,0.00000,0.00000,0.00000,0.00000,-1.30900,0.00000,0.00000,0.00000,-0.00001,-0.00000,0.00000,-0.00002,0.00007,0.00000,0.00000,0.00000,0.00000,-0.00981,0.00000,0.00000,5,0.08465,-0.00524,0.00524,0.00262,0.34907,0.00524,1506.0,1506.0,1597.0,1503.0,1500.0,0.0,1100.0,0.00000
148.87097,1,0.00001,-0.00000,449.47818,188.17184,0.00000,0.00000,0.00000,0.00000,0.00000,-1.30900,0.00000,0.00000,0.00000,-0.00001,-0.00000,0.00000,-0.00002,0.00008,0.00000,0.00000,0.00000,0.00000,-0.00981,0.00000,0.00000,5,0.08465,-0.00524,0.00524,0.00175,0.34907,0.00524,1506.0,1506.0,1597.0,1502.0,1500.0,0.0,1100.0,0.00000
148.97252,1,0.00001,-0.00000,449.47818,188.17184,0.00000,0.00000,0.00000,0.00000,0.00000,-1.30900,0.00000,0.00000,0.00000,-0.00001,-0.00000,0.00000,-0.00002,0.00008,0.00000,0.00000,0.00000,0.00000,-0.00981,0.00000,0.00000,5,0.08465,-0.00524,0.00524,0.00262,0.34907,0.00524,1506.0,1506.0,1597.0,1503.0,1500.0,0.0,1100.0,0.00000
149.07407,1,0.00001,-0.00000,449.47818,188.17184,0.00000,0.00000,0.00000,0.00000,0.00000,-1.30900,0.00000,0.00000,0.00000,-0.00001,-0.00000,0.00000,-0.00002,0.00008,0.00000,0.00000,0.00000,0.00000,-0.00981,0.00000,0.00000,5,0.08465,-0.00524,0.00524,0.00262,0.34907,0.00524,1506.0,1506.0,1597.0,1503.0,1500.0,0.0,1100.0,0.00000
149.17561,1,0.00001,-0.00000,449.47818,188.17184,0.00000,0.00000,0.00000,0.00000,0.00000,-1.30900,0.00000,0.00000,0.00000,-0.00001,-0.00000,0.00000,-0.00002,0.00008,0.00000,0.00000,0.00000,0.00000,-0.00981,0.00000,0.00000,5,0.08465,-0.00524,0.00524,0.00262,0.34907,0.00524,1506.0,1506.0,1597.0,1503.0,1500.0,0.0,1100.0,0.00000
149.27716,1,0.00001,-0.00000,449.47818,188.17184,0.00000,0.00000,0.00000,0.00000,0.00000,-1.30900,0.00000,0.00000,0.00000,-0.00001,-0.00000,0.00000,-0.00002,0.00008,0.00000,0.00000,0.00000,0.00000,-0.00981,0.00000,0.00000,5,0.08465,-0.00524,0.00524,0.00262,0.34907,0.00524,1506.0,1506.0,1597.0,1503.0,1500.0,0.0,1100.0,0.00000
149.37871,1,0.00001,-0.00000,449.47818,188.17184,0.00000,0.00000,0.00000,0.00000,0.00000,-1.30900,0.00000,0.00000,0.00000,-0.00001,-0.00000,0.00000,-0.00002,0.00008,0.00000,0.00000,0.00000,0.00000,-0.00981,0.00000,0.00000,5,0.08465,-0.00436,0.00436,0.00175,0.34907,0.00436,1505.0,1505.0,1597.0,1502.0,1500.0,0.0,1100.0,0.00000
149.48026,1,0.00001,-0.00000,449.47818,188.17184,0.00000,0.00000,0.00000,0.00000,0.00000,-1.30900,0.00000,0.00000,0.00000,-0.00001,-0.00000,0.00000,-0.00002,0.00008,0.00000,0.00000,0.00000,0.00000,-0.00981,0.00000,0.00000,5,0.08465,-0.00524,0.00524,0.00262,0.34907,0.00524,1506.0,1506.0,1597.0,1503.0,1500.0,0.0,1100.0,0.00000
149.58180,1,0.00001,-0.00000,449.47818,188.17184,0.00000,0.00000,0.00000,0.00000,0.00000,-1.30900,0.00000,0.00000,0.00000,-0.00001,-0.00000,0.00000,-0.00002,0.00008,0.00000,0.00000,0.00000,0.00000,-0.00981,0.00000,0.00000,5,0.08465,-0.00436,0.00436,0.00175,0.34907,0.00436,1505.0,1505.0,1597.0,1502.0,1500.0,0.0,1100.0,0.00000
149.68335,1,0.00001,-0.00000,449.47818,188.17184,0.00000,0.00000,0.00000,0.00000,0.00000,-1.30900,0.00000,0.00000,0.00000,-0.00001,-0.00000,0.00000,-0.00002,0.00008,0.00000,0.00000,0.00000,0.00000,-0.00981,0.00000,0.00000,5,0.08465,-0.00524,0.00524,0.00262,0.34907,0.00524,1506.0,1506.0,1597.0,1503.0,1500.0,0.0,1100.0,0.00000
149.78490,1,0.00001,-0.00000,449.47818,188.17184,0.00000,0.00000,0.00000,0.00000,0.00000,-1.30900,0.00000,0.00000,0.00000,-0.00001,-0.00000,0.00000,-0.00002,0.00008,0.00000,0.00000,0.00000,0.00000,-0.00981,0.00000,0.00000,5,0.08465,-0.00524,0.00524,0.00262,0.34907,0.00524,1506.0,1506.0,1597.0,1503.0,1500.0,0.0,1100.0,0.00000
