wall_time_s,ardu_mode,lat_degE7,lon_degE7,alt_msl_mm,alt_agl_mm,vx_cmps,vy_cmps,vz_cmps,roll_rad,pitch_rad,yaw_rad,rollspeed_rps,pitchspeed_rps,yawspeed_rps,local_x_m,local_y_m,local_z_m,local_vx_mps,local_vy_mps,local_vz_mps,airspeed_mps,groundspeed_mps,heading_deg,throttle_pct,climb_mps,xacc_mg,yacc_mg,zacc_mg,xgyro_mradps,ygyro_mradps,zgyro_mradps,nav_roll_deg,nav_pitch_deg,alt_error_m,aspd_error_mps,xtrack_error_m
13.439,-1,0,0,0,0,0,0,0,0.00200,0.00181,-1.30631,0.00028,0.00029,0.00021,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
13.439,-1,285597410,771174500,237160,106,0,1,-1,0.00202,0.00182,-1.30629,0.00029,0.00032,0.00026,0.006,0.010,-0.067,0.009,0.015,-0.012,0.89,0.02,285,0,0.01,0,0,0,0,0,0,0.00,4.99,99.90,-86.93,0.00
13.439,-1,285597410,771174500,237160,106,0,1,-1,0.00204,0.00184,-1.30627,0.00023,0.00034,0.00020,0.006,0.011,-0.066,0.009,0.016,-0.012,0.36,0.02,285,8,0.01,0,0,0,0,0,0,0.00,4.99,99.90,-88.87,0.00
13.440,-1,285597410,771174500,237160,105,0,1,-1,0.00205,0.00185,-1.30625,0.00028,0.00033,0.00025,0.007,0.011,-0.066,0.010,0.016,-0.011,0.42,0.02,285,18,0.01,0,0,0,0,0,0,0.00,4.99,99.90,260.48,0.00
13.440,-1,285597410,771174500,237160,105,1,0,-1,0.00206,0.00187,-1.30622,0.00029,0.00031,0.00025,0.007,0.011,-0.065,0.013,0.005,-0.011,0.71,0.01,285,28,0.01,0,0,0,0,0,0,0.00,4.99,99.90,1957.89,0.00
13.440,-1,285597410,771174499,237160,105,2,-3,-1,0.00207,0.00187,-1.30620,0.00032,0.00031,0.00028,0.008,0.008,-0.065,0.024,-0.035,-0.011,0.81,0.04,285,38,0.01,0,0,0,0,0,0,0.00,4.99,99.90,2929.40,0.00
13.441,-1,285597410,771174499,237160,105,4,-12,-1,0.00208,0.00186,-1.30617,0.00026,0.00031,0.00032,0.011,-0.001,-0.066,0.049,-0.125,-0.011,0.29,0.13,285,48,0.01,0,0,0,0,0,0,0.00,4.99,99.90,2919.37,0.00
13.441,-1,285597411,771174497,237160,106,9,-28,-1,0.00210,0.00184,-1.30615,0.00037,0.00032,0.00028,0.017,-0.023,-0.066,0.092,-0.284,-0.011,0.57,0.30,285,58,0.01,0,0,0,0,0,0,0.00,4.99,99.90,2971.32,0.00
13.441,10,285597412,771174493,237160,107,15,-52,-1,0.00210,0.00178,-1.30614,0.00029,0.00036,0.00021,0.029,-0.065,-0.067,0.158,-0.528,-0.011,0.22,0.55,285,68,0.01,0,0,0,0,0,0,0.00,4.99,99.90,2943.18,0.00
13.442,10,285597414,771174485,237160,107,25,-88,-1,0.00211,0.00169,-1.30614,0.00031,0.00028,0.00028,0.048,-0.139,-0.067,0.254,-0.882,-0.012,0.46,0.92,285,78,0.01,0,0,0,0,0,0,0.00,4.99,99.90,2978.42,0.00
