time_s,phase,alt_agl_m,airspeed,roll_deg,pitch_deg,climb_mps,throttle_pct,theta_cmd_deg,lat,lon,load_factor_nz,load_factor_total
21.96,CRUISE,104.75,9.21,-0.14,4.51,2.54,66,-5.00,28.5602994,77.1150604,0.839,0.846
22.26,CRUISE,105.43,9.31,-0.14,1.62,2.04,66,-5.00,28.5603067,77.1150289,0.833,0.839
22.47,CRUISE,105.81,9.35,-0.14,-0.27,1.70,66,-5.00,28.5603117,77.1150073,0.803,0.808
22.76,CRUISE,106.24,9.67,-0.13,-2.96,1.26,66,-5.00,28.5603194,77.1149741,0.862,0.866
22.97,CRUISE,106.46,9.98,-0.11,-4.68,1.02,66,-5.00,28.5603247,77.1149513,0.862,0.865
23.26,CRUISE,106.69,10.37,-0.11,-7.05,0.63,66,-4.89,28.5603329,77.1149158,0.937,0.939
23.56,CRUISE,106.81,10.97,-0.10,-9.17,0.23,66,-3.10,28.5603414,77.1148792,0.900,0.901
23.77,CRUISE,106.83,11.34,-0.10,-10.39,0.00,66,-1.99,28.5603472,77.1148540,0.929,0.929
24.06,CRUISE,106.78,11.82,-0.09,-11.91,-0.32,66,-0.54,28.5603563,77.1148149,0.896,0.896
24.37,CRUISE,106.63,12.36,-0.09,-13.05,-0.65,66,1.08,28.5603657,77.1147741,0.864,0.864
24.66,CRUISE,106.39,12.93,-0.07,-13.78,-0.90,66,2.78,28.5603757,77.1147314,0.989,0.989
24.97,CRUISE,106.10,13.62,-0.06,-14.15,-1.01,66,4.86,28.5603860,77.1146868,0.958,0.959
25.26,CRUISE,105.77,14.12,-0.06,-14.09,-1.11,66,6.37,28.5603968,77.1146403,0.963,0.966
25.56,CRUISE,105.44,14.57,-0.06,-13.61,-1.02,66,7.71,28.5604079,77.1145927,1.072,1.075
25.77,CRUISE,105.24,14.93,-0.05,-13.11,-0.94,66,8.79,28.5604155,77.1145603,1.012,1.017
26.06,CRUISE,104.99,15.42,-0.05,-12.07,-0.75,66,10.26,28.5604270,77.1145108,1.027,1.033
26.37,CRUISE,104.82,15.68,-0.04,-10.74,-0.41,66,11.04,28.5604389,77.1144603,1.116,1.122
26.66,CRUISE,104.76,15.81,-0.04,-9.15,-0.05,66,11.43,28.5604509,77.1144087,1.107,1.114
26.97,CRUISE,104.83,16.07,-0.03,-7.41,0.48,66,12.20,28.5604632,77.1143563,1.176,1.182
27.26,CRUISE,105.06,16.13,-0.03,-5.50,1.05,66,12.39,28.5604756,77.1143036,1.284,1.289
27.56,CRUISE,105.49,16.05,-0.03,-3.41,1.66,66,12.15,28.5604879,77.1142510,1.202,1.207
27.77,CRUISE,105.87,15.94,-0.04,-1.91,1.97,66,11.82,28.5604960,77.1142165,1.077,1.083
28.06,CRUISE,106.56,15.80,-0.04,0.36,2.55,66,11.40,28.5605080,77.1141657,1.155,1.160
28.37,CRUISE,107.42,15.56,-0.04,2.57,3.13,66,10.69,28.5605197,77.1141158,1.181,1.184
28.66,CRUISE,108.45,15.20,-0.05,4.72,3.65,66,9.61,28.5605312,77.1140669,1.201,1.203
28.97,CRUISE,109.63,14.78,-0.06,6.69,4.02,66,8.33,28.5605424,77.1140192,1.084,1.086
29.26,CRUISE,110.91,14.25,-0.06,8.49,4.37,66,6.74,28.5605532,77.1139731,1.134,1.135
29.56,CRUISE,112.29,13.73,-0.07,10.06,4.64,66,5.18,28.5605636,77.1139288,1.061,1.061
29.77,CRUISE,113.23,13.45,-0.07,10.97,4.67,66,4.36,28.5605703,77.1139006,1.037,1.037
30.06,CRUISE,114.66,12.91,-0.07,12.07,4.79,66,2.74,28.5605798,77.1138600,1.044,1.044
30.37,CRUISE,116.09,12.35,-0.08,12.82,4.76,66,1.05,28.5605889,77.1138210,0.992,0.992
30.66,APPROACH,117.52,11.83,-0.08,13.14,4.67,66,-0.17,28.5605977,77.1137838,0.951,0.952
30.97,APPROACH,118.77,11.22,-0.05,10.69,3.54,15,-0.78,28.5606061,77.1137477,0.563,0.566
31.26,APPROACH,119.61,10.61,0.03,4.83,2.26,15,-1.39,28.5606143,77.1137129,0.588,0.590
31.56,APPROACH,120.07,10.25,0.06,-1.23,1.05,21,-1.75,28.5606223,77.1136789,0.584,0.586
31.77,APPROACH,120.19,10.11,0.06,-4.58,0.34,27,-1.89,28.5606276,77.1136564,0.691,0.693
32.06,APPROACH,120.14,10.17,0.04,-8.26,-0.42,34,-1.83,28.5606355,77.1136229,0.787,0.789
32.37,APPROACH,119.91,10.40,0.04,-10.51,-0.93,39,-1.60,28.5606436,77.1135890,0.872,0.873
32.66,APPROACH,119.57,10.75,0.04,-11.73,-1.15,41,-1.25,28.5606519,77.1135540,0.944,0.945
32.97,APPROACH,119.18,11.09,0.02,-12.15,-1.32,43,-0.91,28.5606606,77.1135174,0.999,1.001
33.26,APPROACH,118.78,11.55,0.00,-12.10,-1.31,43,-0.45,28.5606696,77.1134794,0.983,0.986
33.56,APPROACH,118.37,11.98,0.00,-11.58,-1.31,43,-0.02,28.5606790,77.1134400,1.006,1.009
33.77,APPROACH,118.11,12.25,0.01,-11.13,-1.19,42,0.25,28.5606854,77.1134132,1.073,1.076
34.06,APPROACH,117.77,12.61,0.03,-10.38,-1.03,41,0.61,28.5606950,77.1133725,1.103,1.107
34.37,APPROACH,117.48,12.76,0.06,-9.69,-0.83,40,0.76,28.5607049,77.1133311,1.032,1.037
34.66,APPROACH,117.25,13.00,0.07,-8.91,-0.71,39,1.00,28.5607149,77.1132890,1.053,1.058
34.97,APPROACH,117.04,13.15,0.07,-8.06,-0.61,38,1.15,28.5607251,77.1132463,1.042,1.047
35.27,APPROACH,116.91,13.26,0.07,-7.49,-0.39,36,1.26,28.5607355,77.1132029,1.015,1.020
35.56,APPROACH,116.81,13.39,0.07,-6.80,-0.33,35,1.39,28.5607460,77.1131592,1.093,1.097
35.77,APPROACH,116.77,13.40,0.07,-6.46,-0.18,34,1.40,28.5607531,77.1131298,1.081,1.085
36.06,APPROACH,116.72,13.37,0.09,-5.91,-0.09,34,1.37,28.5607637,77.1130861,1.048,1.053
36.37,APPROACH,116.71,13.39,0.09,-5.48,0.01,33,1.39,28.5607742,77.1130427,0.978,0.984
36.66,APPROACH,116.73,13.44,0.09,-5.08,0.07,32,1.44,28.5607847,77.1129994,0.931,0.937
36.97,APPROACH,116.77,13.40,0.09,-4.72,0.18,31,1.40,28.5607952,77.1129560,1.016,1.021
37.27,APPROACH,116.82,13.29,0.09,-4.36,0.21,31,1.29,28.5608057,77.1129125,1.053,1.057
37.56,APPROACH,116.88,13.22,0.09,-4.13,0.24,31,1.22,28.5608163,77.1128691,1.045,1.049
37.77,APPROACH,116.94,13.18,0.10,-4.02,0.27,31,1.18,28.5608233,77.1128402,1.008,1.012
38.06,APPROACH,117.03,13.12,0.10,-3.89,0.35,30,1.12,28.5608338,77.1127972,1.088,1.091
38.37,APPROACH,117.14,13.03,0.10,-3.94,0.36,29,1.03,28.5608442,77.1127548,0.952,0.957
38.67,APPROACH,117.24,13.03,0.09,-3.76,0.30,30,1.03,28.5608545,77.1127127,1.001,1.005
38.96,APPROACH,117.32,13.09,0.09,-3.55,0.31,30,1.09,28.5608648,77.1126708,1.035,1.038
39.17,APPROACH,117.39,13.05,0.10,-3.50,0.33,30,1.05,28.5608716,77.1126429,1.012,1.015
39.46,APPROACH,117.49,12.95,0.10,-3.41,0.32,30,0.95,28.5608820,77.1126008,0.991,0.995
39.67,APPROACH,117.56,12.86,0.10,-3.39,0.33,30,0.86,28.5608888,77.1125729,1.001,1.004
39.97,APPROACH,117.66,12.73,0.09,-3.34,0.31,30,0.73,28.5608991,77.1125311,0.951,0.955
40.26,APPROACH,117.75,12.68,0.09,-3.32,0.33,30,0.68,28.5609093,77.1124899,0.933,0.937
40.47,APPROACH,117.81,12.62,0.09,-3.21,0.28,30,0.62,28.5609161,77.1124627,0.983,0.986
40.76,APPROACH,117.90,12.61,0.10,-3.18,0.33,30,0.61,28.5609261,77.1124219,1.007,1.010
41.07,APPROACH,118.00,12.42,0.09,-3.17,0.34,30,0.42,28.5609362,77.1123813,1.023,1.026
41.37,APPROACH,118.09,12.32,0.09,-3.07,0.23,30,0.32,28.5609463,77.1123405,0.905,0.909
41.67,APPROACH,118.17,12.30,0.09,-3.04,0.32,30,0.30,28.5609564,77.1122998,1.054,1.056
41.97,APPROACH,118.27,12.30,0.09,-3.13,0.32,30,0.30,28.5609665,77.1122591,1.039,1.041
42.26,APPROACH,118.37,12.22,0.09,-3.18,0.31,30,0.22,28.5609765,77.1122188,0.959,0.962
42.47,APPROACH,118.42,12.20,0.08,-3.11,0.29,30,0.20,28.5609831,77.1121922,1.001,1.003
42.76,APPROACH,118.50,12.16,0.08,-2.98,0.22,30,0.16,28.5609930,77.1121525,0.987,0.989
43.07,APPROACH,118.57,12.19,0.08,-2.97,0.31,30,0.19,28.5610029,77.1121130,0.996,0.998
43.37,APPROACH,118.66,12.14,0.08,-3.02,0.30,30,0.14,28.5610128,77.1120732,0.992,0.994
43.67,APPROACH,118.75,12.09,0.08,-2.97,0.29,31,0.09,28.5610227,77.1120335,1.019,1.021
43.97,APPROACH,118.83,12.01,0.09,-2.92,0.27,30,0.01,28.5610326,77.1119937,1.048,1.050
44.26,APPROACH,118.90,12.02,0.09,-2.85,0.24,31,0.02,28.5610425,77.1119543,1.014,1.016
44.47,APPROACH,118.95,11.93,0.08,-2.79,0.28,31,-0.07,28.5610490,77.1119283,1.071,1.072
44.76,APPROACH,119.03,11.86,0.07,-2.83,0.27,30,-0.14,28.5610587,77.1118895,1.013,1.015
45.07,APPROACH,119.11,11.94,0.07,-2.83,0.26,30,-0.06,28.5610684,77.1118508,1.011,1.013
45.37,APPROACH,119.17,11.96,0.08,-2.66,0.19,31,-0.04,28.5610781,77.1118120,0.984,0.986
45.67,APPROACH,119.24,11.87,0.08,-2.68,0.26,31,-0.13,28.5610879,77.1117731,0.990,0.992
45.97,APPROACH,119.31,11.83,0.08,-2.78,0.27,30,-0.17,28.5610977,77.1117342,0.974,0.976
46.26,APPROACH,119.39,11.77,0.07,-2.80,0.25,30,-0.23,28.5611075,77.1116952,1.037,1.038
46.47,APPROACH,119.44,11.81,0.07,-2.83,0.25,30,-0.19,28.5611140,77.1116695,0.991,0.993
46.76,APPROACH,119.51,11.76,0.07,-2.75,0.20,31,-0.24,28.5611236,77.1116313,1.048,1.049
47.07,APPROACH,119.59,11.73,0.07,-2.92,0.31,30,-0.27,28.5611332,77.1115931,0.949,0.951
47.37,APPROACH,119.66,11.57,0.07,-2.88,0.19,31,-0.43,28.5611428,77.1115549,1.012,1.013
47.67,APPROACH,119.71,11.70,0.06,-2.82,0.17,31,-0.30,28.5611525,77.1115165,0.962,0.964
47.97,APPROACH,119.77,11.66,0.07,-2.87,0.22,31,-0.34,28.5611622,77.1114781,0.999,1.001
48.26,APPROACH,119.84,11.70,0.07,-2.99,0.21,31,-0.30,28.5611720,77.1114395,0.977,0.979
48.47,APPROACH,119.88,11.68,0.07,-2.98,0.21,31,-0.32,28.5611784,77.1114141,1.037,1.038
48.77,APPROACH,119.92,11.60,0.06,-2.81,0.05,32,-0.40,28.5611880,77.1113762,0.940,0.942
49.07,APPROACH,119.94,11.56,0.06,-2.68,0.14,32,-0.44,28.5611976,77.1113385,1.039,1.040
49.37,APPROACH,119.98,11.57,0.06,-2.71,0.18,31,-0.43,28.5612072,77.1113007,1.021,1.022
49.67,APPROACH,120.05,11.63,0.06,-2.89,0.22,31,-0.37,28.5612168,77.1112628,0.994,0.995
49.97,APPROACH,120.10,11.58,0.06,-2.95,0.15,31,-0.42,28.5612265,77.1112247,0.968,0.970
50.26,APPROACH,120.13,11.58,0.06,-2.94,0.16,31,-0.42,28.5612362,77.1111866,1.032,1.033
50.47,APPROACH,120.16,11.52,0.06,-2.90,0.12,32,-0.48,28.5612426,77.1111612,1.011,1.012
50.77,APPROACH,120.21,11.58,0.06,-2.95,0.18,31,-0.42,28.5612523,77.1111235,0.990,0.991
51.07,APPROACH,120.25,11.58,0.06,-2.92,0.14,31,-0.42,28.5612619,77.1110859,1.020,1.021
51.37,APPROACH,120.29,11.57,0.06,-2.96,0.15,31,-0.43,28.5612714,77.1110483,0.973,0.975
51.67,APPROACH,120.33,11.55,0.06,-2.96,0.19,31,-0.45,28.5612811,77.1110104,1.066,1.067
51.97,APPROACH,120.38,11.55,0.06,-3.17,0.19,31,-0.45,28.5612909,77.1109723,1.003,1.004
52.26,APPROACH,120.43,11.61,0.06,-3.24,0.19,31,-0.39,28.5613006,77.1109342,1.062,1.063
52.47,APPROACH,120.46,11.54,0.06,-3.22,0.12,31,-0.46,28.5613071,77.1109086,0.998,0.999
52.77,APPROACH,120.50,11.63,0.06,-3.18,0.17,31,-0.37,28.5613168,77.1108708,1.040,1.041
53.07,APPROACH,120.56,11.60,0.06,-3.23,0.16,31,-0.40,28.5613265,77.1108331,1.012,1.013
53.37,APPROACH,120.62,11.50,0.06,-3.18,0.14,31,-0.50,28.5613362,77.1107954,1.033,1.034
53.67,APPROACH,120.67,11.68,0.05,-3.12,0.15,31,-0.32,28.5613459,77.1107575,1.059,1.060
53.97,APPROACH,120.72,11.63,0.05,-3.20,0.16,31,-0.37,28.5613557,77.1107194,1.019,1.020
54.26,APPROACH,120.76,11.68,0.05,-3.17,0.14,31,-0.32,28.5613656,77.1106811,1.009,1.010
54.47,APPROACH,120.80,11.71,0.06,-3.24,0.21,31,-0.29,28.5613721,77.1106557,1.062,1.063
54.77,APPROACH,120.86,11.63,0.07,-3.24,0.16,31,-0.37,28.5613819,77.1106177,1.017,1.018
55.07,APPROACH,120.90,11.61,0.06,-3.19,0.15,31,-0.39,28.5613917,77.1105799,0.936,0.938
55.37,APPROACH,120.94,11.62,0.06,-3.15,0.17,31,-0.38,28.5614014,77.1105422,0.993,0.995
55.67,APPROACH,120.98,11.61,0.05,-3.14,0.15,31,-0.39,28.5614112,77.1105043,1.035,1.036
55.97,APPROACH,121.02,11.58,0.05,-3.12,0.16,31,-0.42,28.5614211,77.1104663,1.031,1.032
56.26,APPROACH,121.07,11.59,0.05,-3.15,0.17,31,-0.41,28.5614310,77.1104281,1.030,1.031
56.47,APPROACH,121.10,11.63,0.05,-3.14,0.14,31,-0.37,28.5614376,77.1104025,1.012,1.013
56.77,APPROACH,121.15,11.60,0.05,-3.15,0.16,31,-0.40,28.5614475,77.1103642,1.010,1.011
57.07,APPROACH,121.20,11.61,0.05,-3.11,0.14,31,-0.39,28.5614573,77.1103264,0.948,0.950
57.37,APPROACH,121.22,11.57,0.05,-2.91,0.09,32,-0.43,28.5614671,77.1102887,0.995,0.996
57.66,APPROACH,121.25,11.64,0.05,-2.86,0.15,31,-0.36,28.5614769,77.1102510,1.032,1.033
57.87,APPROACH,121.28,11.65,0.05,-2.81,0.11,32,-0.35,28.5614835,77.1102257,1.011,1.012
58.17,APPROACH,121.33,11.67,0.04,-2.97,0.16,31,-0.33,28.5614934,77.1101875,0.941,0.943
58.37,APPROACH,121.35,11.68,0.04,-2.94,0.15,31,-0.32,28.5615000,77.1101622,1.014,1.015
58.67,APPROACH,121.39,11.67,0.04,-2.99,0.16,31,-0.33,28.5615100,77.1101239,1.009,1.010
58.96,APPROACH,121.43,11.63,0.05,-2.94,0.12,32,-0.37,28.5615198,77.1100861,0.993,0.994
59.17,APPROACH,121.45,11.62,0.05,-2.96,0.17,31,-0.38,28.5615264,77.1100611,0.990,0.991
59.47,APPROACH,121.50,11.55,0.05,-2.97,0.16,31,-0.45,28.5615362,77.1100235,0.989,0.990
59.77,APPROACH,121.56,11.55,0.05,-2.95,0.14,31,-0.45,28.5615460,77.1099860,0.986,0.987
60.07,APPROACH,121.60,11.50,0.04,-2.93,0.14,31,-0.50,28.5615559,77.1099482,1.004,1.005
60.37,APPROACH,121.64,11.54,0.04,-2.99,0.16,31,-0.46,28.5615658,77.1099103,0.978,0.980
60.67,APPROACH,121.69,11.61,0.04,-3.06,0.16,31,-0.39,28.5615758,77.1098721,0.988,0.989
60.96,APPROACH,121.75,11.55,0.04,-3.16,0.16,31,-0.45,28.5615858,77.1098341,0.969,0.971
61.17,APPROACH,121.78,11.56,0.04,-3.17,0.18,31,-0.44,28.5615924,77.1098089,0.984,0.986
61.47,APPROACH,121.83,11.51,0.04,-3.10,0.13,31,-0.49,28.5616022,77.1097714,0.963,0.965
61.77,APPROACH,121.87,11.47,0.04,-3.03,0.15,32,-0.53,28.5616121,77.1097338,1.035,1.036
62.07,APPROACH,121.91,11.53,0.04,-2.99,0.13,32,-0.47,28.5616220,77.1096961,1.059,1.060
62.37,APPROACH,121.95,11.53,0.04,-3.05,0.13,31,-0.47,28.5616320,77.1096581,0.973,0.975
62.67,APPROACH,121.99,11.52,0.04,-3.09,0.15,31,-0.48,28.5616420,77.1096200,0.938,0.940
62.96,APPROACH,122.04,11.52,0.03,-3.08,0.14,31,-0.48,28.5616521,77.1095819,0.949,0.951
63.17,APPROACH,122.07,11.53,0.04,-3.13,0.19,31,-0.47,28.5616587,77.1095568,1.038,1.039
63.47,APPROACH,122.12,11.60,0.04,-3.07,0.10,31,-0.40,28.5616686,77.1095192,0.967,0.969
63.77,APPROACH,122.15,11.58,0.04,-2.99,0.14,32,-0.42,28.5616785,77.1094817,0.972,0.974
64.07,APPROACH,122.19,11.64,0.03,-2.95,0.18,32,-0.36,28.5616884,77.1094441,1.064,1.065
64.37,APPROACH,122.25,11.64,0.04,-3.05,0.18,31,-0.36,28.5616984,77.1094063,1.054,1.055
64.67,APPROACH,122.30,11.59,0.04,-3.03,0.11,31,-0.41,28.5617085,77.1093683,0.993,0.994
64.97,APPROACH,122.33,11.53,0.04,-2.89,0.11,32,-0.47,28.5617186,77.1093303,1.047,1.048
65.17,APPROACH,122.36,11.55,0.04,-2.98,0.17,31,-0.45,28.5617252,77.1093052,0.989,0.990
65.47,APPROACH,122.41,11.50,0.04,-3.06,0.17,31,-0.50,28.5617352,77.1092676,0.949,0.951
65.77,APPROACH,122.46,11.50,0.03,-3.04,0.18,31,-0.50,28.5617451,77.1092301,1.042,1.043
66.07,APPROACH,122.51,11.46,0.03,-3.17,0.19,31,-0.54,28.5617551,77.1091925,0.960,0.962
66.37,APPROACH,122.56,11.57,0.04,-3.16,0.18,31,-0.43,28.5617652,77.1091546,1.004,1.005
66.67,APPROACH,122.60,11.53,0.04,-3.09,0.11,32,-0.47,28.5617753,77.1091165,1.002,1.003
66.97,APPROACH,122.63,11.51,0.03,-3.05,0.14,32,-0.49,28.5617855,77.1090784,1.025,1.026
67.17,APPROACH,122.66,11.61,0.03,-3.08,0.16,31,-0.39,28.5617922,77.1090530,1.017,1.018
67.47,APPROACH,122.71,11.65,0.03,-3.11,0.13,31,-0.35,28.5618023,77.1090153,0.914,0.916
