Time_s,plane_moving_state,TAS_mps,alt_agl_m,MLG_NR,FLG_NR,lat,lon,alt_msl,phi,theta,psi,p,q,r,V_b_tas_0,V_b_tas_1,V_b_tas_2,V_ned_gnd_0,V_ned_gnd_1,V_ned_gnd_2,pos_ned_0,pos_ned_1,pos_ned_2,p_dot,q_dot,r_dot,Accel_b_0,Accel_b_1,Accel_b_2,ArduPlane_Mode,delta_e,delta_aL,delta_aR,delta_r,delta_f,delta_a,pwm_ailL,pwm_ailR,pwm_elev,pwm_rud,pwm_flap,pwm_nlg,pwm_mot0,mot0_thr_cmd,mot1_thr_cmd,total_rotor_force,Lift_Coeff,Moment_Coeff,Drag_Coeff,Lift_N,Drag_N,Side_N
156.28392,1,11.10062,-0.00000,13.03621,1.66624,0.00000,0.00000,0.00000,0.00000,-0.00057,-2.39512,0.00000,-0.68043,0.00000,11.10022,0.01029,0.09411,-8.23259,-7.61531,0.00000,-1.88529,-1.74139,0.00000,0.00000,0.00000,0.00000,0.02830,0.00000,-0.00002,13,0.08770,0.34907,-0.34907,-0.13090,0.34907,-0.34907,1100.0,1100.0,1701.0,1300.0,1600.0,1500.0,1180.0,0.10000,0.10000,22.73787,1.27897,-0.02184,0.17674,162.73909,22.48836,-5.78443
156.38547,1,10.96417,-0.00000,15.44857,1.47894,0.00000,0.00000,0.00000,0.00000,-0.00057,-2.39512,0.00000,-0.68043,0.00000,10.96412,0.00052,-0.03351,-8.23437,-7.61695,0.00000,-2.71517,-2.50904,0.00000,0.00000,0.00000,0.00000,0.00380,-0.00000,-0.00000,13,0.08639,0.34907,-0.34907,-0.13090,0.34907,-0.34907,1100.0,1100.0,1698.0,1300.0,1600.0,1500.0,1180.0,0.10000,0.10000,23.06748,1.29308,-0.01870,0.17930,160.51434,22.25774,-5.64310
156.48701,1,11.11989,-0.00000,13.73337,0.94950,0.00000,0.00000,0.00000,0.00000,-0.00057,-2.39512,0.00000,-0.68043,0.00000,11.11972,-0.04525,0.04067,-8.23624,-7.61869,0.00000,-3.54523,-3.27686,0.00000,0.00000,0.00000,0.00000,0.03460,0.00000,-0.00002,13,0.08508,0.34907,-0.34907,-0.13090,0.34907,-0.34907,1100.0,1100.0,1695.0,1300.0,1600.0,1500.0,1180.0,0.10000,0.10000,22.69132,1.27469,-0.01380,0.17623,162.75864,22.50136,-5.80453
156.58856,1,11.02319,-0.00000,15.57353,0.72485,0.00000,0.00000,0.00000,0.00000,-0.00057,-2.39512,0.00000,-0.68043,0.00000,11.02295,-0.00551,0.07152,-8.23810,-7.62040,0.00000,-4.37548,-4.04486,0.00000,0.00000,0.00000,0.00000,0.03555,0.00000,-0.00002,13,0.08378,0.34907,-0.34907,-0.13090,0.34907,-0.34907,1100.0,1100.0,1692.0,1300.0,1600.0,1500.0,1180.0,0.10000,0.10000,22.92491,1.28428,-0.01039,0.17801,161.14336,22.33509,-5.70401
156.69011,1,11.10860,-0.00000,14.86408,0.26820,0.00000,0.00000,0.00000,0.00000,-0.00057,-2.39512,0.00000,-0.68043,0.00000,11.10824,-0.01518,-0.08800,-8.23979,-7.62196,0.00000,-5.20590,-4.81302,0.00000,0.00000,0.00000,0.00000,0.01875,0.00000,-0.00001,13,0.08247,0.34907,-0.34907,-0.13090,0.34907,-0.34907,1100.0,1100.0,1689.0,1300.0,1600.0,1500.0,1180.0,0.10000,0.10000,22.71860,1.27376,-0.00593,0.17630,162.30927,22.46495,-5.79275
156.79166,1,11.11539,-0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00057,-2.39512,0.00000,-0.68064,0.00000,11.11436,-0.02786,-0.14824,-8.24168,-7.62371,0.00000,-6.03651,-5.58135,0.00000,0.00000,-0.00698,0.00000,0.02758,0.00000,-0.00003,13,0.08116,0.34907,-0.34907,-0.13090,0.34907,-0.34907,1100.0,1100.0,1686.0,1300.0,1600.0,1500.0,1180.0,0.10000,0.10000,22.70221,1.26966,-0.00084,0.17581,161.98537,22.43048,-5.79983
156.89320,2,11.10070,-0.00000,16.08577,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00113,-2.39512,0.00000,-0.67996,0.00000,11.10041,-0.05693,-0.05530,-8.24363,-7.62552,0.00000,-6.86732,-6.34986,0.00000,0.00000,0.00000,0.00000,0.03084,-0.00000,-0.00002,13,0.07941,0.34907,-0.34907,-0.13090,0.34907,-0.34907,1100.0,1100.0,1682.0,1300.0,1600.0,1500.0,1180.0,0.10000,0.10000,22.73768,1.27215,0.00312,0.17628,161.87352,22.43121,-5.78451
156.99475,1,10.91733,-0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00056,-2.39512,0.00000,-0.67809,0.00000,10.91708,0.05770,-0.04535,-8.24560,-7.62734,0.00000,-7.69831,-7.11855,0.00000,0.00000,0.02764,0.00000,0.01811,0.00000,-0.00002,13,0.07810,0.34907,-0.34907,-0.13090,0.34907,-0.34907,1100.0,1100.0,1679.0,1300.0,1600.0,1500.0,1180.0,0.10000,0.10000,23.18063,1.28957,0.00632,0.17948,158.71411,22.08898,-5.59499
157.09630,2,11.00958,-0.00000,18.22772,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00112,-2.39512,0.00000,-0.67483,0.00000,11.00940,-0.02350,-0.05692,-8.24752,-7.62912,0.00000,-0.29192,-0.26101,0.00000,0.00000,0.00000,0.00000,0.02760,0.00000,-0.00002,13,0.07636,0.34907,-0.34907,-0.13090,0.34907,-0.34907,1100.0,1100.0,1675.0,1300.0,1600.0,1500.0,1180.0,0.10000,0.10000,22.95780,1.28031,0.01015,0.17782,160.24805,22.25714,-5.68993
157.19785,1,11.11090,-0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00056,-2.39512,0.00000,-0.67057,0.00000,11.10951,-0.00526,-0.17588,-8.24946,-7.63091,0.00000,-1.12331,-1.03006,0.00000,0.00000,0.09305,0.00000,0.03339,0.00000,-0.00004,13,0.07549,0.34907,-0.34907,-0.13090,0.34907,-0.34907,1100.0,1100.0,1673.0,1300.0,1600.0,1500.0,1180.0,0.10000,0.10000,22.71302,1.26664,0.01301,0.17550,161.46947,22.37261,-5.79515
157.29939,2,11.18181,-0.00000,16.30652,0.00000,0.00000,0.00000,0.00000,-0.00000,-0.00111,-2.39512,0.00000,-0.66552,0.00000,11.18014,-0.07073,-0.18006,-8.25149,-7.63279,0.00000,-1.95491,-1.79931,0.00000,0.00000,0.00000,0.00000,-0.00413,0.00000,0.00000,13,0.07418,0.34907,-0.34907,-0.13090,0.34907,-0.34907,1100.0,1100.0,1670.0,1300.0,1600.0,1500.0,1180.0,0.10000,0.10000,22.54174,1.26064,0.01469,0.17434,162.76224,22.50893,-5.86936
157.40094,1,11.13697,-0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00055,-2.39512,0.00000,-0.65972,0.00000,11.13655,0.04596,-0.08553,-8.25339,-7.63455,0.00000,-2.78670,-2.56873,0.00000,0.00000,0.12852,0.00000,0.01719,-0.00000,-0.00002,13,0.07287,0.34907,-0.34907,-0.13090,0.34907,-0.34907,1100.0,1100.0,1667.0,1300.0,1600.0,1500.0,1180.0,0.10000,0.10000,22.65006,1.26291,0.01752,0.17477,161.74940,22.38346,-5.82238
157.50249,2,11.09148,-0.00000,17.81056,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00109,-2.39512,0.00000,-0.65332,0.00000,11.09102,-0.08013,-0.06185,-8.25510,-7.63612,0.00000,-3.61867,-3.33832,0.00000,0.00000,0.00000,0.00000,0.03760,0.00000,-0.00002,13,0.07199,0.34907,-0.34907,-0.13090,0.34907,-0.34907,1100.0,1100.0,1665.0,1300.0,1600.0,1500.0,1180.0,0.10000,0.10000,22.75995,1.27007,0.01681,0.17579,161.34085,22.33091,-5.77491
157.60403,1,10.97364,-0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00054,-2.39512,0.00000,-0.64672,0.00000,10.97194,-0.00102,-0.19288,-8.25716,-7.63803,0.00000,-4.45083,-4.10808,0.00000,0.00000,0.12141,0.00000,0.00624,-0.00000,-0.00001,13,0.07069,0.34907,-0.34907,-0.13090,0.34907,-0.34907,1100.0,1100.0,1662.0,1300.0,1600.0,1500.0,1180.0,0.10000,0.10000,23.04461,1.28076,0.01882,0.17765,159.25987,22.08994,-5.65285
157.70558,2,11.19080,-0.00000,16.85787,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00107,-2.39512,0.00000,-0.63952,0.00000,11.19062,-0.05086,0.03820,-8.25946,-7.64016,0.00000,-5.28321,-4.87805,0.00000,0.00000,0.00000,0.00000,0.02291,0.00000,-0.00001,13,0.06938,0.34907,-0.34907,-0.13090,0.34907,-0.34907,1100.0,1100.0,1659.0,1300.0,1600.0,1500.0,1180.0,0.10000,0.10000,22.52003,1.25866,0.02077,0.17365,162.76778,22.45643,-5.87880
157.80713,1,10.89653,-0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00053,-2.39512,0.00000,-0.63187,0.00000,10.89646,-0.02257,0.03201,-8.26141,-7.64196,0.00000,-6.11581,-5.64822,0.00000,0.00000,0.12173,0.00000,-0.00914,-0.00000,0.00001,13,0.06850,0.34907,-0.34907,-0.13090,0.34907,-0.34907,1100.0,1100.0,1657.0,1300.0,1600.0,1500.0,1180.0,0.10000,0.10000,23.23088,1.28952,0.01997,0.17890,158.10336,21.93473,-5.57369
157.90868,2,11.15674,-0.00000,17.44871,0.00000,0.00000,0.00000,0.00000,-0.00000,-0.00104,-2.39512,0.00000,-0.62379,0.00000,11.15674,0.00918,0.00664,-8.26355,-7.64394,0.00000,-6.94861,-6.41857,0.00000,0.00000,0.00000,0.00000,0.01932,-0.00000,-0.00001,13,0.06720,0.34907,-0.34907,-0.13090,0.34907,-0.34907,1100.0,1100.0,1654.0,1300.0,1600.0,1500.0,1180.0,0.10000,0.10000,22.60230,1.26233,0.02205,0.17401,162.25061,22.36537,-5.84307
158.01022,1,11.11712,-0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00051,-2.39512,0.00000,-0.61540,0.00000,11.11707,-0.01105,-0.02857,-8.26551,-7.64576,0.00000,-7.78162,-7.18913,0.00000,0.00000,0.17413,0.00000,0.03192,0.00000,-0.00003,13,0.06589,0.34907,-0.34907,-0.13090,0.34907,-0.34907,1100.0,1100.0,1651.0,1300.0,1600.0,1500.0,1180.0,0.10000,0.10000,22.69802,1.26451,0.02397,0.17433,161.37758,22.24841,-5.80163
158.11177,2,11.05182,-0.00000,18.91368,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00101,-2.39512,0.00000,-0.60671,0.00000,11.05114,0.11750,0.03718,-8.26792,-7.64799,0.00000,-0.35499,-0.33346,0.00000,0.00000,0.00000,0.00000,0.00083,0.00000,-0.00000,13,0.06501,0.34907,-0.34907,-0.13090,0.34907,-0.34907,1100.0,1100.0,1649.0,1300.0,1600.0,1500.0,1180.0,0.10000,0.10000,22.85575,1.27403,0.02243,0.17569,160.68826,22.15915,-5.73369
158.21332,1,11.12179,-0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00050,-2.39512,0.00000,-0.59789,0.00000,11.11837,-0.12373,-0.24677,-8.27017,-7.65006,0.00000,-1.18845,-1.10443,0.00000,0.00000,0.18136,0.00000,0.01884,0.00000,-0.00002,13,0.06370,0.34907,-0.34907,-0.13090,0.34907,-0.34907,1100.0,1100.0,1646.0,1300.0,1600.0,1500.0,1180.0,0.10000,0.10000,22.68673,1.26425,0.02485,0.17396,161.48026,22.21938,-5.80652
158.31487,2,11.02035,-0.00000,19.51250,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00098,-2.39512,0.00000,-0.58857,0.00000,11.02032,0.02194,0.01441,-8.27213,-7.65188,0.00000,-2.02212,-1.87559,0.00000,0.00000,0.00000,0.00000,0.00835,0.00000,-0.00000,13,0.06240,0.34907,-0.34907,-0.13090,0.34907,-0.34907,1100.0,1100.0,1643.0,1300.0,1600.0,1500.0,1180.0,0.10000,0.10000,22.93177,1.27746,0.02420,0.17597,160.20557,22.06856,-5.70108
158.41641,1,11.22188,-0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00048,-2.39512,0.00000,-0.57936,0.00000,11.22176,-0.00809,-0.05086,-8.27454,-7.65411,0.00000,-2.85602,-2.64696,0.00000,0.00000,0.20098,0.00000,0.01865,0.00000,-0.00002,13,0.06152,0.34907,-0.34907,-0.13090,0.34907,-0.34907,1100.0,1100.0,1641.0,1300.0,1600.0,1500.0,1180.0,0.10000,0.10000,22.44497,1.25375,0.02594,0.17182,163.03465,22.34353,-5.91149
158.51796,2,11.13052,-0.00000,18.06027,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00095,-2.39512,0.00000,-0.56969,0.00000,11.13024,0.00079,-0.07914,-8.27687,-7.65626,0.00000,-3.69016,-3.41855,0.00000,0.00000,0.00000,0.00000,0.02947,0.00000,-0.00001,13,0.06021,0.34819,-0.34819,-0.13025,0.34907,-0.34819,1101.0,1101.0,1638.0,1301.0,1600.0,1500.0,1180.0,0.10000,0.10000,22.66564,1.26559,0.02534,0.17356,161.90614,22.20309,-5.78800
158.61951,1,11.06317,-0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00047,-2.39512,0.00000,-0.55992,0.00000,11.06310,-0.01189,0.03734,-8.27920,-7.65842,0.00000,-4.52452,-4.19036,0.00000,0.00000,0.18753,0.00000,0.02187,0.00000,-0.00002,13,0.05890,0.34907,-0.34907,-0.13090,0.34907,-0.34907,1100.0,1100.0,1635.0,1300.0,1600.0,1500.0,1180.0,0.10000,0.10000,22.82834,1.27123,0.02651,0.17445,160.66479,22.04733,-5.74547
158.72105,2,11.24899,-0.00000,16.60851,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00092,-2.39512,0.00000,-0.54972,0.00000,11.24855,0.05344,0.08381,-8.28151,-7.66055,0.00000,-5.35913,-4.96238,0.00000,0.00000,0.00000,0.00000,0.05236,0.00000,-0.00002,13,0.05760,0.34907,-0.34907,-0.13090,0.34907,-0.34907,1100.0,1100.0,1632.0,1300.0,1600.0,1500.0,1180.0,0.10000,0.10000,22.37948,1.25286,0.02742,0.17109,163.70749,22.35573,-5.94009
158.82260,1,11.13087,-0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00045,-2.39512,0.00000,-0.53950,0.00000,11.13039,0.03711,-0.09652,-8.28370,-7.66258,0.00000,-6.19395,-5.73461,0.00000,0.00000,0.20763,0.00000,0.04052,0.00000,-0.00004,13,0.05629,0.34907,-0.34907,-0.13090,0.34907,-0.34907,1100.0,1100.0,1629.0,1300.0,1600.0,1500.0,1180.0,0.10000,0.10000,22.66481,1.26398,0.02816,0.17285,161.70935,22.11428,-5.81599
158.92415,2,11.14747,-0.00000,17.86592,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00088,-2.39512,0.00000,-0.52898,0.00000,11.14672,0.02249,-0.12725,-8.28607,-7.66477,0.00000,-7.02901,-6.50706,0.00000,0.00000,0.00000,0.00000,0.03052,0.00000,-0.00001,13,0.05541,0.34907,-0.34907,-0.13090,0.34907,-0.34907,1100.0,1100.0,1627.0,1300.0,1600.0,1500.0,1180.0,0.10000,0.10000,22.62470,1.26441,0.02665,0.17262,162.24800,22.15038,-5.83336
159.02570,1,11.12240,-0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00000,-0.00043,-2.39512,0.00000,-0.51862,0.00000,11.12014,0.02520,-0.22277,-8.28847,-7.66699,0.00000,-7.86431,-7.27972,0.00000,0.00000,0.20478,0.00000,0.02319,-0.00000,-0.00002,13,0.05411,0.34907,-0.34907,-0.13090,0.34907,-0.34907,1100.0,1100.0,1624.0,1300.0,1600.0,1500.0,1180.0,0.10000,0.10000,22.68526,1.26556,0.02784,0.17270,161.66536,22.06105,-5.80715
159.12724,2,11.11031,-0.00000,18.26635,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00085,-2.39512,0.00000,-0.50816,0.00000,11.11026,-0.02896,-0.01444,-8.29088,-7.66922,0.00000,-0.41773,-0.38708,0.00000,0.00000,0.00000,0.00000,0.03704,0.00000,-0.00002,13,0.05323,0.34907,-0.34907,-0.13090,0.34907,-0.34907,1100.0,1100.0,1622.0,1300.0,1600.0,1500.0,1180.0,0.10000,0.10000,22.71446,1.26908,0.02620,0.17299,161.76257,22.05018,-5.79453
159.22879,1,10.91013,-0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00041,-2.39512,0.00000,-0.49803,0.00000,10.90838,-0.15395,-0.12034,-8.29329,-7.67145,0.00000,-1.25351,-1.16020,0.00000,0.00000,0.15932,0.00000,0.09778,0.00000,-0.00008,13,0.05236,0.34907,-0.34907,-0.13090,0.34907,-0.34907,1100.0,1100.0,1620.0,1300.0,1600.0,1500.0,1180.0,0.10000,0.10000,23.19802,1.29053,0.02476,0.17645,158.62259,21.68838,-5.58761
159.33034,2,11.16166,-0.00000,17.52359,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00081,-2.39512,0.00000,-0.48774,0.00000,11.16154,0.00041,0.05177,-8.29568,-7.67365,0.00000,-2.08954,-1.93354,0.00000,0.00000,0.00000,0.00000,0.02775,0.00000,-0.00001,13,0.05105,0.34907,-0.34907,-0.13090,0.34907,-0.34907,1100.0,1100.0,1617.0,1300.0,1600.0,1500.0,1180.0,0.10000,0.10000,22.59043,1.26395,0.02646,0.17174,162.60187,22.09301,-5.84821
159.43188,1,11.08851,-0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00040,-2.39512,0.00000,-0.47759,0.00000,11.08807,-0.03156,-0.09280,-8.29827,-7.67605,0.00000,-2.92582,-2.70711,0.00000,0.00000,0.18844,0.00000,0.05569,0.00000,-0.00004,13,0.05018,0.34907,-0.34907,-0.13090,0.34907,-0.34907,1100.0,1100.0,1615.0,1300.0,1600.0,1500.0,1180.0,0.10000,0.10000,22.76713,1.27089,0.02600,0.17274,161.35901,21.93169,-5.77181
159.53343,2,11.14137,-0.00000,17.71466,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00078,-2.39512,0.00000,-0.46720,0.00000,11.14124,-0.03901,-0.03860,-8.30078,-7.67837,0.00000,-3.76235,-3.48092,0.00000,0.00000,0.00000,0.00000,0.03988,0.00000,-0.00002,13,0.04887,0.34907,-0.34907,-0.13090,0.34907,-0.34907,1100.0,1100.0,1612.0,1300.0,1600.0,1500.0,1180.0,0.10000,0.10000,22.63943,1.26672,0.02621,0.17180,162.36603,22.02110,-5.82698
159.63498,1,11.36437,-0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00038,-2.39512,0.00000,-0.45703,0.00000,11.36391,-0.10230,0.00067,-8.30329,-7.68069,0.00000,-4.59914,-4.25497,0.00000,0.00000,0.24202,0.00000,0.06232,0.00000,-0.00005,13,0.04756,0.34907,-0.34907,-0.13090,0.34907,-0.34907,1100.0,1100.0,1609.0,1300.0,1600.0,1500.0,1180.0,0.10000,0.10000,22.10076,1.24131,0.02888,0.16750,165.54193,22.33762,-6.06257
159.73653,2,11.13908,-0.00000,17.66591,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00074,-2.39512,0.00000,-0.44657,0.00000,11.13899,-0.03763,-0.02357,-8.30556,-7.68279,0.00000,-5.43616,-5.02923,0.00000,0.00000,0.00000,0.00000,0.03818,-0.00000,-0.00001,13,0.04669,0.34907,-0.34907,-0.13090,0.34907,-0.34907,1100.0,1100.0,1607.0,1300.0,1600.0,1500.0,1180.0,0.10000,0.10000,22.64497,1.26752,0.02605,0.17154,162.40208,21.97837,-5.82458
159.83807,1,11.15274,-0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00000,-0.00036,-2.39512,0.00000,-0.43635,0.00000,11.15237,-0.00322,0.08994,-8.30816,-7.68519,0.00000,-6.27344,-5.80372,0.00000,0.00000,0.20688,0.00000,0.03348,0.00000,-0.00002,13,0.04538,0.34907,-0.34907,-0.13090,0.34907,-0.34907,1100.0,1100.0,1604.0,1300.0,1600.0,1500.0,1180.0,0.10000,0.10000,22.61198,1.26466,0.02742,0.17095,162.43324,21.95686,-5.83887
159.93962,2,11.17036,-0.00000,17.33582,0.00000,0.00000,0.00000,0.00000,-0.00000,-0.00071,-2.39512,0.00000,-0.42580,0.00000,11.17003,-0.01480,-0.08490,-8.31074,-7.68757,0.00000,-7.11098,-6.57846,0.00000,0.00000,0.00000,0.00000,0.03128,-0.00000,-0.00001,13,0.04407,0.34907,-0.34907,-0.13090,0.34907,-0.34907,1100.0,1100.0,1601.0,1300.0,1600.0,1500.0,1180.0,0.10000,0.10000,22.56940,1.26428,0.02740,0.17065,162.89807,21.98811,-5.85734
160.04117,1,11.21801,-0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00000,-0.00035,-2.39512,0.00000,-0.41525,0.00000,11.21729,0.03764,0.12104,-8.31330,-7.68994,0.00000,-7.94877,-7.35343,0.00000,0.00000,0.21567,0.00000,0.04660,-0.00000,-0.00003,13,0.04320,0.34907,-0.34907,-0.13090,0.34907,-0.34907,1100.0,1100.0,1599.0,1300.0,1600.0,1500.0,1180.0,0.10000,0.10000,22.45431,1.25819,0.02753,0.16948,163.49937,22.02367,-5.90742
160.14272,2,11.17177,-0.00000,17.21267,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00067,-2.39512,0.00000,-0.40456,0.00000,11.17116,-0.11524,0.01281,-8.31589,-7.69233,0.00000,-0.49357,-0.45333,0.00000,0.00000,0.00000,0.00000,0.02285,-0.00000,-0.00001,13,0.04189,0.34907,-0.34907,-0.13090,0.34907,-0.34907,1100.0,1100.0,1596.0,1300.0,1600.0,1500.0,1180.0,0.10000,0.10000,22.56602,1.26474,0.02707,0.17032,162.99844,21.95126,-5.85881
160.24426,1,11.21861,-0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00000,-0.00033,-2.39512,0.00000,-0.39403,0.00000,11.21752,-0.06971,-0.13996,-8.31854,-7.69478,0.00000,-1.33189,-1.22879,0.00000,0.00000,0.21353,0.00000,0.02978,-0.00000,-0.00002,13,0.04102,0.34907,-0.34907,-0.13090,0.34907,-0.34907,1100.0,1100.0,1594.0,1300.0,1600.0,1500.0,1180.0,0.10000,0.10000,22.45286,1.25880,0.02718,0.16918,163.59631,21.98682,-5.90805
160.34581,2,11.22822,-0.00000,16.37805,0.00000,0.00000,0.00000,0.00000,-0.00000,-0.00064,-2.39512,0.00000,-0.38350,0.00000,11.22814,-0.01635,-0.03919,-8.32122,-7.69726,0.00000,-2.17048,-2.00449,0.00000,0.00000,0.00000,0.00000,0.03653,0.00000,-0.00001,13,0.03971,0.34907,-0.34907,-0.13090,0.34907,-0.34907,1100.0,1100.0,1591.0,1300.0,1600.0,1500.0,1180.0,0.10000,0.10000,22.42964,1.25917,0.02717,0.16902,163.92410,22.00356,-5.91818
160.44736,1,11.23989,-0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00031,-2.39512,0.00000,-0.37325,0.00000,11.23908,0.08874,0.10151,-8.32377,-7.69962,0.00000,-3.00932,-2.78044,0.00000,0.00000,0.21588,0.00000,0.05658,0.00000,-0.00004,13,0.03883,0.34907,-0.34907,-0.13090,0.34907,-0.34907,1100.0,1100.0,1589.0,1300.0,1600.0,1500.0,1180.0,0.10000,0.10000,22.40146,1.25712,0.02711,0.16852,163.99733,21.98432,-5.93048
160.54890,2,11.04144,-0.00000,18.55991,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00060,-2.39512,0.00000,-0.36272,0.00000,11.04129,-0.05459,0.01843,-8.32639,-7.70204,0.00000,-3.84844,-3.55663,0.00000,0.00000,0.00000,0.00000,0.00981,0.00000,-0.00000,13,0.03796,0.34907,-0.34907,-0.13090,0.34907,-0.34907,1100.0,1100.0,1587.0,1300.0,1600.0,1500.0,1180.0,0.10000,0.10000,22.88082,1.28082,0.02427,0.17213,161.24182,21.66933,-5.72292
160.65045,1,11.24262,-0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00000,-0.00029,-2.39512,0.00000,-0.35233,0.00000,11.24247,0.05709,0.00960,-8.32892,-7.70438,0.00000,-4.68780,-4.33306,0.00000,0.00000,0.21485,0.00000,0.04226,0.00000,-0.00002,13,0.03665,0.34907,-0.34907,-0.13090,0.34907,-0.34907,1100.0,1100.0,1584.0,1300.0,1600.0,1500.0,1180.0,0.10000,0.10000,22.39486,1.25746,0.02687,0.16819,164.12158,21.95214,-5.93336
160.75200,2,11.27015,-0.00000,15.48878,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00057,-2.39512,0.00000,-0.34181,0.00000,11.26917,0.14758,0.01975,-8.33144,-7.70672,0.00000,-5.52743,-5.10973,0.00000,0.00000,0.00000,0.00000,0.03458,0.00000,-0.00001,13,0.03578,0.34907,-0.34907,-0.13090,0.34907,-0.34907,1100.0,1100.0,1582.0,1300.0,1600.0,1500.0,1180.0,0.10000,0.10000,22.32835,1.25611,0.02572,0.16772,164.74947,21.99732,-5.96246
160.85355,1,11.18748,-0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00028,-2.39512,0.00000,-0.33157,0.00000,11.18728,-0.06303,-0.02096,-8.33434,-7.70940,0.00000,-6.36733,-5.88665,0.00000,0.00000,0.20453,0.00000,0.02467,0.00000,-0.00001,13,0.03447,0.34907,-0.34907,-0.13090,0.34907,-0.34907,1100.0,1100.0,1579.0,1300.0,1600.0,1500.0,1180.0,0.10000,0.10000,22.52806,1.26410,0.02627,0.16889,163.37447,21.82768,-5.87531
160.95509,2,11.12202,-0.00000,17.34414,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00054,-2.39512,0.00000,-0.32117,0.00000,11.12189,-0.05128,-0.01562,-8.33701,-7.71187,0.00000,-7.20751,-6.66383,0.00000,0.00000,0.00000,0.00000,0.04215,0.00000,-0.00001,13,0.03360,0.34907,-0.34907,-0.13090,0.34907,-0.34907,1100.0,1100.0,1577.0,1300.0,1600.0,1500.0,1180.0,0.10000,0.10000,22.68617,1.27291,0.02451,0.17007,162.59329,21.72310,-5.80676
161.05664,1,11.15911,-0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00026,-2.39512,0.00000,-0.31097,0.00000,11.15834,-0.02265,0.12923,-8.33968,-7.71434,0.00000,-8.04796,-7.44126,0.00000,0.00000,0.19901,0.00000,0.05004,0.00000,-0.00003,13,0.03229,0.34907,-0.34907,-0.13090,0.34907,-0.34907,1100.0,1100.0,1574.0,1300.0,1600.0,1500.0,1180.0,0.10000,0.10000,22.59658,1.26784,0.02589,0.16912,163.02789,21.74715,-5.84555
161.15819,2,11.24199,-0.00000,15.70147,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00050,-2.39512,0.00000,-0.30050,0.00000,11.24129,-0.01979,0.12402,-8.34242,-7.71688,0.00000,-0.55090,-0.51429,0.00000,0.00000,0.00000,0.00000,0.03366,-0.00000,-0.00001,13,0.03142,0.34907,-0.34907,-0.13090,0.34907,-0.34907,1100.0,1100.0,1572.0,1300.0,1600.0,1500.0,1180.0,0.10000,0.10000,22.39637,1.26023,0.02525,0.16765,164.46571,21.87877,-5.93270
