wall_time_s,servo1,servo2,servo3,servo4,servo5,servo6,servo7,servo8,servo9,servo10,servo11,servo12,servo13,servo14,servo15,servo16
38.498,1180,1820,1900,1820,1820,1820,1820,1820,1820,1100,1349,1302,1500,1100,0,0
38.517,1180,1820,1900,1820,1820,1820,1820,1820,1820,1100,1348,1302,1500,1100,0,0
38.536,1180,1820,1900,1820,1820,1820,1820,1820,1820,1100,1347,1301,1500,1100,0,0
38.560,1180,1820,1900,1820,1820,1820,1820,1820,1820,1100,1346,1300,1500,1100,0,0
38.578,1180,1820,1900,1820,1820,1820,1820,1820,1820,1100,1345,1300,1500,1100,0,0
38.598,1180,1820,1900,1820,1820,1820,1820,1820,1820,1100,1345,1299,1500,1100,0,0
38.618,1180,1820,1900,1820,1820,1820,1820,1820,1820,1100,1345,1299,1500,1100,0,0
38.636,1180,1820,1900,1820,1820,1820,1820,1820,1820,1100,1344,1298,1500,1100,0,0
38.659,1180,1820,1900,1820,1820,1820,1820,1820,1820,1100,1344,1298,1500,1100,0,0
38.677,1180,1820,1900,1820,1820,1820,1820,1820,1820,1100,1344,1298,1500,1100,0,0
38.701,1180,1820,1900,1820,1820,1820,1820,1820,1820,1100,1344,1297,1500,1100,0,0
38.717,1180,1820,1900,1820,1820,1820,1820,1820,1820,1100,1344,1297,1500,1100,0,0
38.740,1180,1820,1900,1820,1820,1820,1820,1820,1820,1100,1350,1298,1500,1100,0,0
38.760,1180,1820,1900,1820,1820,1820,1820,1820,1820,1100,1350,1302,1500,1100,0,0
38.778,1180,1820,1900,1820,1820,1820,1820,1820,1820,1100,1354,1304,1500,1100,0,0
38.800,1180,1820,1900,1820,1820,1820,1820,1820,1820,1100,1361,1304,1500,1100,0,0
38.818,1180,1820,1900,1820,1820,1820,1820,1820,1820,1100,1362,1304,1500,1100,0,0
38.838,1180,1820,1900,1820,1820,1820,1820,1820,1820,1100,1360,1304,1500,1100,0,0
38.858,1180,1820,1900,1820,1820,1820,1820,1820,1820,1100,1357,1303,1500,1100,0,0
38.877,1180,1820,1900,1820,1820,1820,1820,1820,1820,1100,1355,1302,1500,1100,0,0
38.900,1180,1820,1900,1820,1820,1820,1820,1820,1820,1100,1354,1302,1500,1100,0,0
38.920,1180,1820,1900,1820,1820,1820,1820,1820,1820,1100,1353,1301,1500,1100,0,0
38.939,1180,1820,1900,1820,1820,1820,1820,1820,1820,1100,1352,1300,1500,1100,0,0
38.959,1180,1820,1900,1820,1820,1820,1820,1820,1820,1100,1351,1300,1500,1100,0,0
38.977,1180,1820,1900,1820,1820,1820,1820,1820,1820,1100,1351,1299,1500,1100,0,0
39.000,1180,1820,1900,1820,1820,1820,1820,1820,1820,1100,1350,1299,1500,1100,0,0
39.018,1180,1820,1900,1820,1820,1820,1820,1820,1820,1100,1349,1298,1500,1100,0,0
39.038,1180,1820,1900,1820,1820,1820,1820,1820,1820,1100,1349,1298,1500,1100,0,0
39.056,1180,1820,1900,1820,1820,1820,1820,1820,1820,1100,1349,1298,1500,1100,0,0
39.075,1180,1820,1900,1820,1820,1820,1820,1820,1820,1100,1349,1297,1500,1100,0,0
39.098,1180,1820,1900,1820,1820,1820,1820,1820,1820,1100,1349,1297,1500,1100,0,0
39.116,1180,1820,1900,1820,1820,1820,1820,1820,1820,1100,1349,1297,1500,1100,0,0
39.135,1180,1820,1900,1820,1820,1820,1820,1820,1820,1100,1359,1300,1500,1100,0,0
39.161,1180,1820,1900,1820,1820,1820,1820,1820,1820,1100,1353,1303,1500,1100,0,0
39.180,1180,1820,1900,1820,1820,1820,1820,1820,1820,1100,1362,1304,1500,1100,0,0
39.195,1180,1820,1900,1820,1820,1820,1820,1820,1820,1100,1367,1304,1500,1100,0,0
39.215,1180,1820,1900,1820,1820,1820,1820,1820,1820,1100,1366,1304,1500,1100,0,0
39.239,1180,1820,1900,1820,1820,1820,1820,1820,1820,1100,1363,1303,1500,1100,0,0
39.259,1180,1820,1900,1820,1820,1820,1820,1820,1820,1100,1361,1302,1500,1100,0,0
39.278,1180,1820,1900,1820,1820,1820,1820,1820,1820,1100,1359,1302,1500,1100,0,0
39.296,1180,1820,1900,1820,1820,1820,1820,1820,1820,1100,1358,1301,1500,1100,0,0
39.314,1180,1820,1900,1820,1820,1820,1820,1820,1820,1100,1357,1300,1500,1100,0,0
39.338,1180,1820,1900,1820,1820,1820,1820,1820,1820,1100,1357,1300,1500,1100,0,0
39.356,1180,1820,1900,1820,1820,1820,1820,1820,1820,1100,1356,1299,1500,1100,0,0
39.375,1180,1820,1900,1820,1820,1820,1820,1820,1820,1100,1355,1299,1500,1100,0,0
39.395,1180,1820,1900,1820,1820,1820,1820,1820,1820,1100,1355,1299,1500,1100,0,0
39.416,1180,1820,1900,1820,1820,1820,1820,1820,1820,1100,1354,1298,1500,1100,0,0
39.435,1180,1820,1900,1820,1820,1820,1820,1820,1820,1100,1353,1298,1500,1100,0,0
39.456,1180,1820,1900,1820,1820,1820,1820,1820,1820,1100,1353,1297,1500,1100,0,0
39.476,1180,1820,1900,1820,1820,1820,1820,1820,1820,1100,1353,1297,1500,1100,0,0
39.496,1180,1820,1900,1820,1820,1820,1820,1820,1820,1100,1352,1297,1500,1100,0,0
39.540,1180,1820,1900,1820,1820,1820,1820,1820,1820,1100,1353,1297,1500,1100,0,0
39.543,1180,1820,1900,1820,1820,1820,1820,1820,1820,1100,1359,1297,1500,1100,0,0
39.556,1180,1820,1900,1820,1820,1820,1820,1820,1820,1100,1360,1302,1500,1100,0,0
39.575,1180,1820,1900,1820,1820,1820,1820,1820,1820,1100,1362,1304,1500,1100,0,0
39.594,1180,1820,1900,1820,1820,1820,1820,1820,1820,1100,1369,1304,1500,1100,0,0
39.620,1180,1820,1900,1820,1820,1820,1820,1820,1820,1100,1370,1304,1500,1100,0,0
39.636,1180,1820,1900,1820,1820,1820,1820,1820,1820,1100,1367,1304,1500,1100,0,0
39.655,1180,1820,1900,1820,1820,1820,1820,1820,1820,1100,1364,1303,1500,1100,0,0
39.674,1180,1820,1900,1820,1820,1820,1820,1820,1820,1100,1362,1302,1500,1100,0,0
39.695,1180,1820,1900,1820,1820,1820,1820,1820,1820,1100,1361,1302,1500,1100,0,0
39.718,1180,1820,1900,1820,1820,1820,1820,1820,1820,1100,1361,1301,1500,1100,0,0
39.736,1180,1820,1900,1820,1820,1820,1820,1820,1820,1100,1360,1300,1500,1100,0,0
39.754,1180,1820,1900,1820,1820,1820,1820,1820,1820,1100,1360,1300,1500,1100,0,0
39.777,1180,1820,1900,1820,1820,1820,1820,1820,1820,1100,1359,1299,1500,1100,0,0
39.798,1180,1820,1900,1820,1820,1820,1820,1820,1820,1100,1358,1299,1500,1100,0,0
39.813,1180,1820,1900,1820,1820,1820,1820,1820,1820,1100,1358,1298,1500,1100,0,0
39.837,1180,1820,1900,1820,1820,1820,1820,1820,1820,1100,1358,1298,1500,1100,0,0
39.858,1180,1820,1900,1820,1820,1820,1820,1820,1820,1100,1357,1298,1500,1100,0,0
39.873,1180,1820,1900,1820,1820,1820,1820,1820,1820,1100,1356,1297,1500,1100,0,0
39.894,1180,1820,1900,1820,1820,1820,1820,1820,1820,1100,1356,1297,1500,1100,0,0
39.939,1180,1820,1900,1820,1820,1820,1820,1820,1820,1100,1356,1297,1500,1100,0,0
39.941,1180,1820,1900,1820,1820,1820,1820,1820,1820,1100,1356,1297,1500,1100,0,0
39.954,1180,1820,1900,1820,1820,1820,1820,1820,1820,1100,1359,1295,1500,1100,0,0
39.973,1180,1820,1900,1820,1820,1820,1820,1820,1820,1100,1364,1302,1500,1100,0,0
39.996,1180,1820,1900,1820,1820,1820,1820,1820,1820,1100,1362,1304,1500,1100,0,0
40.013,1180,1820,1900,1820,1820,1820,1820,1820,1820,1100,1370,1304,1500,1100,0,0
40.036,1180,1820,1900,1820,1820,1820,1820,1820,1820,1100,1372,1304,1500,1100,0,0
40.055,1180,1820,1900,1820,1820,1820,1820,1820,1820,1100,1370,1304,1500,1100,0,0
40.073,1180,1820,1900,1820,1820,1820,1820,1820,1820,1100,1367,1303,1500,1100,0,0
40.097,1180,1820,1900,1820,1820,1820,1820,1820,1820,1100,1364,1303,1500,1100,0,0
40.139,1180,1820,1900,1820,1820,1820,1820,1820,1820,1100,1363,1302,1500,1100,0,0
40.141,1180,1820,1900,1820,1820,1820,1820,1820,1820,1100,1362,1301,1500,1100,0,0
40.154,1180,1820,1900,1820,1820,1820,1820,1820,1820,1100,1361,1301,1500,1100,0,0
40.172,1180,1820,1900,1820,1820,1820,1820,1820,1820,1100,1360,1300,1500,1100,0,0
40.195,1180,1820,1900,1820,1820,1820,1820,1820,1820,1100,1359,1300,1500,1100,0,0
40.214,1180,1820,1900,1820,1820,1820,1820,1820,1820,1100,1358,1299,1500,1100,0,0
40.237,1180,1820,1900,1820,1820,1820,1820,1820,1820,1100,1358,1299,1500,1100,0,0
40.258,1180,1820,1900,1820,1820,1820,1820,1820,1820,1100,1357,1298,1500,1100,0,0
40.274,1180,1820,1900,1820,1820,1820,1820,1820,1820,1100,1357,1298,1500,1100,0,0
40.293,1180,1820,1900,1820,1820,1820,1820,1820,1820,1100,1356,1298,1500,1100,0,0
40.339,1180,1820,1900,1820,1820,1820,1820,1820,1820,1100,1356,1297,1500,1100,0,0
40.340,1180,1820,1900,1820,1820,1820,1820,1820,1820,1100,1356,1297,1500,1100,0,0
40.352,1180,1820,1900,1820,1820,1820,1820,1820,1820,1100,1355,1297,1500,1100,0,0
40.375,1180,1820,1900,1820,1820,1820,1820,1820,1820,1100,1356,1297,1500,1100,0,0
40.394,1180,1820,1900,1820,1820,1820,1820,1820,1820,1100,1361,1296,1500,1100,0,0
40.412,1180,1820,1900,1820,1820,1820,1820,1820,1820,1100,1363,1302,1500,1100,0,0
40.437,1180,1820,1900,1820,1820,1820,1820,1820,1820,1100,1363,1304,1500,1100,0,0
40.455,1180,1820,1900,1820,1820,1820,1820,1820,1820,1100,1370,1305,1500,1100,0,0
40.475,1180,1820,1900,1820,1820,1820,1820,1820,1820,1100,1371,1304,1500,1100,0,0
40.495,1180,1820,1900,1820,1820,1820,1820,1820,1820,1100,1369,1304,1500,1100,0,0
40.514,1180,1820,1900,1820,1820,1820,1820,1820,1820,1100,1365,1303,1500,1100,0,0
40.534,1180,1820,1900,1820,1820,1820,1820,1820,1820,1100,1363,1303,1500,1100,0,0
40.552,1180,1820,1900,1820,1820,1820,1820,1820,1820,1100,1361,1302,1500,1100,0,0
40.576,1180,1820,1900,1820,1820,1820,1820,1820,1820,1100,1360,1301,1500,1100,0,0
40.595,1180,1820,1900,1820,1820,1820,1820,1820,1820,1100,1360,1301,1500,1100,0,0
40.613,1180,1820,1900,1820,1820,1820,1820,1820,1820,1100,1359,1300,1500,1100,0,0
40.632,1180,1820,1900,1820,1820,1820,1820,1820,1820,1100,1358,1300,1500,1100,0,0
40.651,1180,1820,1900,1820,1820,1820,1820,1820,1820,1100,1357,1299,1500,1100,0,0
40.674,1180,1820,1900,1820,1820,1820,1820,1820,1820,1100,1356,1299,1500,1100,0,0
40.694,1180,1820,1900,1820,1820,1820,1820,1820,1820,1100,1355,1298,1500,1100,0,0
40.712,1180,1820,1900,1820,1820,1820,1820,1820,1820,1100,1354,1298,1500,1100,0,0
40.754,1180,1820,1900,1820,1820,1820,1820,1820,1820,1100,1353,1298,1500,1100,0,0
40.757,1180,1820,1900,1820,1820,1820,1820,1820,1820,1100,1353,1297,1500,1100,0,0
40.775,1180,1820,1900,1820,1820,1820,1820,1820,1820,1100,1352,1297,1500,1100,0,0
40.793,1180,1820,1900,1820,1820,1820,1820,1820,1820,1100,1351,1297,1500,1100,0,0
40.812,1180,1820,1900,1820,1820,1820,1820,1820,1820,1102,1351,1298,1500,1100,0,0
40.831,1180,1820,1900,1820,1820,1820,1820,1820,1820,1112,1351,1302,1500,1100,0,0
40.854,1180,1820,1900,1820,1820,1820,1820,1820,1820,1100,1360,1297,1500,1100,0,0
40.873,1180,1820,1900,1820,1820,1820,1820,1820,1820,1100,1358,1303,1500,1100,0,0
40.891,1180,1820,1900,1820,1820,1820,1820,1820,1820,1100,1361,1304,1500,1100,0,0
40.914,1180,1820,1900,1820,1820,1820,1820,1820,1820,1100,1368,1305,1500,1100,0,0
40.935,1180,1820,1900,1820,1820,1820,1820,1820,1820,1100,1371,1305,1500,1100,0,0
40.955,1180,1820,1900,1820,1820,1820,1820,1820,1820,1100,1367,1304,1500,1100,0,0
40.974,1180,1820,1900,1820,1820,1820,1820,1820,1820,1100,1359,1303,1500,1100,0,0
40.992,1180,1820,1900,1820,1820,1820,1820,1820,1820,1100,1355,1303,1500,1100,0,0
41.012,1180,1820,1900,1820,1820,1820,1820,1820,1820,1100,1352,1302,1500,1100,0,0
41.032,1180,1820,1900,1820,1820,1820,1820,1820,1820,1100,1351,1301,1500,1100,0,0
41.051,1180,1820,1900,1820,1820,1820,1820,1820,1820,1100,1350,1301,1500,1100,0,0
41.075,1180,1820,1900,1820,1820,1820,1820,1820,1820,1100,1351,1300,1500,1100,0,0
41.094,1180,1820,1900,1820,1820,1820,1820,1820,1820,1100,1351,1300,1500,1100,0,0
41.113,1180,1820,1900,1820,1820,1820,1820,1820,1820,1100,1350,1299,1500,1100,0,0
41.134,1180,1820,1900,1820,1820,1820,1820,1820,1820,1100,1350,1299,1500,1100,0,0
41.153,1180,1820,1900,1820,1820,1820,1820,1820,1820,1100,1349,1298,1500,1100,0,0
41.171,1180,1820,1900,1820,1820,1820,1820,1820,1820,1100,1348,1298,1500,1100,0,0
41.215,1180,1820,1900,1820,1820,1820,1820,1820,1820,1100,1347,1298,1500,1100,0,0
41.217,1180,1820,1900,1820,1820,1820,1820,1820,1820,1100,1346,1297,1500,1100,0,0
41.231,1180,1820,1900,1820,1820,1820,1820,1820,1820,1104,1346,1299,1500,1100,0,0
41.254,1180,1820,1900,1820,1820,1820,1820,1820,1820,1115,1345,1304,1500,1100,0,0
41.272,1180,1820,1900,1820,1820,1820,1820,1820,1820,1125,1345,1309,1500,1100,0,0
41.290,1180,1820,1900,1820,1820,1820,1820,1820,1820,1135,1344,1314,1500,1100,0,0
41.314,1180,1820,1900,1820,1820,1820,1820,1820,1820,1145,1344,1319,1500,1100,0,0
41.333,1180,1820,1900,1820,1820,1820,1820,1820,1820,1155,1344,1323,1500,1100,0,0
41.352,1180,1820,1900,1820,1820,1820,1820,1820,1820,1100,1356,1300,1500,1100,0,0
41.372,1180,1820,1900,1820,1820,1820,1820,1820,1820,1100,1344,1304,1500,1100,0,0
41.392,1180,1820,1900,1820,1820,1820,1820,1820,1820,1100,1354,1305,1500,1100,0,0
41.413,1180,1820,1900,1820,1820,1820,1820,1820,1820,1100,1358,1305,1500,1100,0,0
41.433,1180,1820,1900,1820,1820,1820,1820,1820,1820,1100,1356,1305,1500,1100,0,0
41.452,1180,1820,1900,1820,1820,1820,1820,1820,1820,1100,1351,1304,1500,1100,0,0
41.470,1180,1820,1900,1820,1820,1820,1820,1820,1820,1100,1347,1303,1500,1100,0,0
41.494,1180,1820,1900,1820,1820,1820,1820,1820,1820,1100,1345,1303,1500,1100,0,0
41.509,1180,1820,1900,1820,1820,1820,1820,1820,1820,1100,1344,1302,1500,1100,0,0
41.529,1180,1820,1900,1820,1820,1820,1820,1820,1820,1100,1343,1301,1500,1100,0,0
41.553,1180,1820,1900,1820,1820,1820,1820,1820,1820,1100,1342,1301,1500,1100,0,0
41.571,1180,1820,1900,1820,1820,1820,1820,1820,1820,1100,1340,1300,1500,1100,0,0
41.589,1180,1820,1900,1820,1820,1820,1820,1820,1820,1100,1339,1300,1500,1100,0,0
41.613,1180,1820,1900,1820,1820,1820,1820,1820,1820,1100,1338,1299,1500,1100,0,0
41.634,1180,1820,1900,1820,1820,1820,1820,1820,1820,1100,1336,1299,1500,1100,0,0
41.654,1180,1820,1900,1820,1820,1820,1820,1820,1820,1100,1335,1298,1500,1100,0,0
41.699,1180,1820,1900,1820,1820,1820,1820,1820,1820,1103,1334,1300,1500,1100,0,0
41.703,1180,1820,1900,1820,1820,1820,1820,1820,1820,1115,1333,1305,1500,1100,0,0
41.710,1180,1820,1900,1820,1820,1820,1820,1820,1820,1127,1333,1311,1500,1100,0,0
41.729,1180,1820,1900,1820,1820,1820,1820,1820,1820,1138,1332,1316,1500,1100,0,0
41.749,1180,1820,1900,1820,1820,1820,1820,1820,1820,1149,1331,1321,1500,1100,0,0
41.772,1180,1820,1900,1820,1820,1820,1820,1820,1820,1160,1331,1326,1500,1100,0,0
41.791,1180,1820,1900,1820,1820,1820,1820,1820,1820,1170,1330,1332,1500,1100,0,0
41.810,1180,1820,1900,1820,1820,1820,1820,1820,1820,1181,1330,1337,1500,1100,0,0
41.834,1180,1820,1900,1820,1820,1820,1820,1820,1820,1191,1330,1342,1500,1100,0,0
41.853,1180,1820,1900,1820,1820,1820,1820,1820,1820,1202,1330,1347,1500,1100,0,0
41.872,1180,1820,1900,1820,1820,1820,1820,1820,1820,1100,1341,1300,1500,1100,0,0
41.891,1180,1820,1900,1820,1820,1820,1820,1820,1820,1100,1329,1304,1500,1100,0,0
41.910,1180,1820,1900,1820,1820,1820,1820,1820,1820,1100,1336,1305,1500,1100,0,0
41.931,1180,1820,1900,1820,1820,1820,1820,1820,1820,1100,1342,1305,1500,1100,0,0
41.951,1180,1820,1900,1820,1820,1820,1820,1820,1820,1100,1339,1305,1500,1100,0,0
41.969,1180,1820,1900,1820,1820,1820,1820,1820,1820,1100,1334,1304,1500,1100,0,0
41.987,1180,1820,1900,1820,1820,1820,1820,1820,1820,1100,1330,1304,1500,1100,0,0
42.011,1180,1820,1900,1820,1820,1820,1820,1820,1820,1100,1327,1303,1500,1100,0,0
42.030,1180,1820,1900,1820,1820,1820,1820,1820,1820,1100,1325,1302,1500,1100,0,0
42.049,1180,1820,1900,1820,1820,1820,1820,1820,1820,1100,1324,1302,1500,1100,0,0
42.067,1180,1820,1900,1820,1820,1820,1820,1820,1820,1100,1323,1301,1500,1100,0,0
42.091,1180,1820,1900,1820,1820,1820,1820,1820,1820,1100,1322,1300,1500,1100,0,0
42.109,1180,1820,1900,1820,1820,1820,1820,1820,1820,1100,1321,1300,1500,1100,0,0
42.133,1180,1820,1900,1820,1820,1820,1820,1820,1820,1106,1320,1302,1500,1100,0,0
42.151,1180,1820,1900,1820,1820,1820,1820,1820,1820,1117,1318,1308,1500,1100,0,0
42.171,1180,1820,1900,1820,1820,1820,1820,1820,1820,1129,1317,1313,1500,1100,0,0
42.191,1180,1820,1900,1820,1820,1820,1820,1820,1820,1142,1315,1319,1500,1100,0,0
42.240,1180,1820,1900,1820,1820,1820,1820,1820,1820,1154,1314,1324,1500,1100,0,0
42.242,1180,1820,1900,1820,1820,1820,1820,1820,1820,1166,1313,1330,1500,1100,0,0
42.249,1180,1820,1900,1820,1820,1820,1820,1820,1820,1178,1313,1336,1500,1100,0,0
42.268,1180,1820,1900,1820,1820,1820,1820,1820,1820,1190,1312,1342,1500,1100,0,0
42.293,1180,1820,1900,1820,1820,1820,1820,1820,1820,1202,1312,1348,1500,1100,0,0
42.311,1180,1820,1900,1820,1820,1820,1820,1820,1820,1214,1312,1353,1500,1100,0,0
42.332,1180,1820,1900,1820,1820,1820,1820,1820,1820,1226,1311,1359,1500,1100,0,0
42.352,1180,1820,1900,1820,1820,1820,1820,1820,1820,1237,1311,1365,1500,1100,0,0
42.367,1180,1820,1900,1820,1820,1820,1820,1820,1820,1192,1312,1343,1500,1100,0,0
42.391,1180,1820,1900,1820,1820,1820,1820,1820,1820,1115,1322,1308,1500,1100,0,0
42.410,1180,1820,1900,1820,1820,1820,1820,1820,1820,1100,1306,1305,1500,1100,0,0
42.428,1180,1820,1900,1820,1820,1820,1820,1820,1820,1100,1318,1306,1500,1100,0,0
42.451,1180,1820,1900,1820,1820,1820,1820,1820,1820,1100,1322,1306,1500,1100,0,0
42.469,1180,1820,1900,1820,1820,1820,1820,1820,1820,1100,1318,1305,1500,1100,0,0
42.487,1180,1820,1900,1820,1820,1820,1820,1820,1820,1100,1313,1305,1500,1100,0,0
42.510,1180,1820,1900,1820,1820,1820,1820,1820,1820,1100,1309,1304,1500,1100,0,0
42.529,1180,1820,1900,1820,1820,1820,1820,1820,1820,1100,1308,1303,1500,1100,0,0
42.552,1180,1820,1900,1820,1820,1820,1820,1820,1820,1100,1306,1303,1500,1100,0,0
42.570,1180,1820,1900,1820,1820,1820,1820,1820,1820,1105,1306,1304,1500,1100,0,0
42.588,1180,1820,1900,1820,1820,1820,1820,1820,1820,1115,1303,1308,1500,1100,0,0
42.607,1180,1820,1900,1820,1820,1820,1820,1820,1820,1127,1300,1314,1500,1100,0,0
42.630,1180,1820,1900,1820,1820,1820,1820,1820,1820,1139,1298,1319,1500,1100,0,0
42.650,1180,1820,1900,1820,1820,1820,1820,1820,1820,1151,1296,1325,1500,1100,0,0
42.670,1180,1820,1900,1820,1820,1820,1820,1820,1820,1164,1291,1331,1500,1100,0,0
42.689,1180,1820,1900,1820,1820,1820,1820,1820,1820,1177,1289,1337,1500,1100,0,0
42.709,1180,1820,1900,1820,1820,1820,1820,1820,1820,1190,1291,1343,1500,1100,0,0
42.729,1180,1820,1900,1820,1820,1820,1820,1820,1820,1204,1290,1349,1500,1100,0,0
42.749,1180,1820,1900,1820,1820,1820,1820,1820,1820,1217,1289,1356,1500,1100,0,0
42.792,1180,1820,1900,1820,1820,1820,1820,1820,1820,1230,1289,1362,1500,1100,0,0
42.793,1180,1820,1900,1820,1820,1820,1820,1820,1820,1243,1289,1369,1500,1100,0,0
42.806,1180,1820,1900,1820,1820,1820,1820,1820,1820,1256,1289,1375,1500,1100,0,0
42.831,1180,1820,1900,1820,1820,1820,1820,1820,1820,1268,1289,1381,1500,1100,0,0
42.852,1180,1820,1900,1820,1820,1820,1820,1820,1820,1281,1289,1388,1500,1100,0,0
42.870,1180,1820,1900,1820,1820,1820,1820,1820,1820,1293,1289,1394,1500,1100,0,0
42.889,1180,1820,1900,1820,1820,1820,1820,1820,1820,1171,1296,1337,1500,1100,0,0
42.908,1180,1820,1900,1820,1820,1820,1820,1820,1820,1114,1279,1312,1500,1100,0,0
42.928,1180,1820,1900,1820,1820,1820,1820,1820,1820,1100,1293,1306,1500,1100,0,0
42.945,1180,1820,1900,1820,1820,1820,1820,1820,1820,1100,1298,1306,1500,1100,0,0
42.970,1180,1820,1900,1820,1820,1820,1820,1820,1820,1100,1296,1306,1500,1100,0,0
42.987,1180,1820,1900,1820,1820,1820,1820,1820,1820,1107,1289,1308,1500,1100,0,0
43.007,1180,1820,1900,1820,1820,1820,1820,1820,1820,1116,1284,1312,1500,1100,0,0
43.030,1180,1820,1900,1820,1820,1820,1820,1820,1820,1125,1284,1316,1500,1100,0,0
43.048,1180,1820,1900,1820,1820,1820,1820,1820,1820,1135,1284,1320,1500,1100,0,0
43.065,1180,1820,1900,1820,1820,1820,1820,1820,1820,1146,1282,1325,1500,1100,0,0
43.090,1180,1820,1900,1820,1820,1820,1820,1820,1820,1158,1278,1330,1500,1100,0,0
43.105,1180,1820,1900,1820,1820,1820,1820,1820,1820,1172,1275,1336,1500,1100,0,0
43.126,1180,1820,1900,1820,1820,1820,1820,1820,1820,1185,1276,1342,1500,1100,0,0
43.147,1180,1820,1900,1820,1820,1820,1820,1820,1820,1199,1273,1349,1500,1100,0,0
43.167,1180,1820,1900,1820,1820,1820,1820,1820,1820,1213,1272,1356,1500,1100,0,0
43.185,1180,1820,1900,1820,1820,1820,1820,1820,1820,1227,1272,1362,1500,1100,0,0
43.205,1180,1820,1900,1820,1820,1820,1820,1820,1820,1242,1272,1369,1500,1100,0,0
43.225,1180,1820,1900,1820,1820,1820,1820,1820,1820,1256,1270,1376,1500,1100,0,0
43.245,1180,1820,1900,1820,1820,1820,1820,1820,1820,1271,1268,1383,1500,1100,0,0
43.265,1180,1820,1900,1820,1820,1820,1820,1820,1820,1285,1268,1390,1500,1100,0,0
43.285,1180,1820,1900,1820,1820,1820,1820,1820,1820,1298,1267,1397,1500,1100,0,0
43.304,1180,1820,1900,1820,1820,1820,1820,1820,1820,1312,1266,1403,1500,1100,0,0
43.328,1180,1820,1900,1820,1820,1820,1820,1820,1820,1324,1266,1409,1500,1100,0,0
43.346,1180,1820,1900,1820,1820,1820,1820,1820,1820,1100,1270,1297,1500,1100,0,0
43.365,1180,1820,1900,1820,1820,1820,1820,1820,1820,1204,1267,1355,1500,1100,0,0
43.388,1180,1820,1900,1820,1820,1820,1820,1820,1820,1158,1265,1334,1500,1100,0,0
43.406,1180,1820,1900,1820,1820,1820,1820,1820,1820,1142,1278,1327,1500,1100,0,0
43.425,1180,1820,1900,1820,1820,1820,1820,1820,1820,1144,1281,1328,1500,1100,0,0
43.449,1180,1820,1900,1820,1820,1820,1820,1820,1820,1153,1276,1332,1500,1100,0,0
43.468,1180,1820,1900,1820,1820,1820,1820,1820,1820,1163,1273,1336,1500,1100,0,0
43.486,1180,1820,1900,1820,1820,1820,1820,1820,1820,1173,1269,1340,1500,1100,0,0
43.504,1180,1820,1900,1820,1820,1820,1820,1820,1820,1182,1266,1344,1500,1100,0,0
43.529,1180,1820,1900,1820,1820,1820,1820,1820,1820,1193,1261,1349,1500,1100,0,0
43.545,1180,1820,1900,1820,1820,1820,1820,1820,1820,1205,1257,1354,1500,1100,0,0
43.569,1180,1820,1900,1820,1820,1820,1820,1820,1820,1217,1254,1360,1500,1100,0,0
43.587,1180,1820,1900,1820,1820,1820,1820,1820,1820,1230,1252,1366,1500,1100,0,0
43.605,1180,1820,1900,1820,1820,1820,1820,1820,1820,1241,1249,1371,1500,1100,0,0
43.623,1180,1820,1900,1820,1820,1820,1820,1820,1820,1252,1247,1376,1500,1100,0,0
43.646,1180,1820,1900,1820,1820,1820,1820,1820,1820,1266,1246,1382,1500,1100,0,0
43.665,1180,1820,1900,1820,1820,1820,1820,1820,1820,1279,1245,1388,1500,1100,0,0
43.688,1180,1820,1900,1820,1820,1820,1820,1820,1820,1289,1244,1393,1500,1100,0,0
43.709,1180,1820,1900,1820,1820,1820,1820,1820,1820,1170,1248,1335,1500,1100,0,0
43.728,1180,1820,1900,1820,1820,1820,1820,1820,1820,1186,1240,1347,1500,1100,0,0
43.743,1180,1820,1900,1820,1820,1820,1820,1820,1820,1164,1246,1337,1500,1100,0,0
43.763,1180,1820,1900,1820,1820,1820,1820,1820,1820,1159,1257,1335,1500,1100,0,0
43.788,1180,1820,1900,1820,1820,1820,1820,1820,1820,1166,1260,1338,1500,1100,0,0
43.806,1180,1820,1900,1820,1820,1820,1820,1820,1820,1175,1256,1342,1500,1100,0,0
43.824,1180,1820,1900,1820,1820,1820,1820,1820,1820,1184,1251,1346,1500,1100,0,0
43.843,1180,1820,1900,1820,1820,1820,1820,1820,1820,1193,1248,1350,1500,1100,0,0
43.868,1180,1820,1900,1820,1820,1820,1820,1820,1820,1203,1246,1354,1500,1100,0,0
43.887,1180,1820,1900,1820,1820,1820,1820,1820,1820,1214,1244,1359,1500,1100,0,0
43.906,1180,1820,1900,1820,1820,1820,1820,1820,1820,1225,1243,1364,1500,1100,0,0
43.925,1180,1820,1900,1820,1820,1820,1820,1820,1820,1236,1241,1369,1500,1100,0,0
43.944,1180,1820,1900,1820,1820,1820,1820,1820,1820,1246,1239,1373,1500,1100,0,0
43.967,1180,1820,1900,1820,1820,1820,1820,1820,1820,1257,1237,1379,1500,1100,0,0
43.986,1180,1820,1900,1820,1820,1820,1820,1820,1820,1268,1236,1384,1500,1100,0,0
44.005,1180,1820,1900,1820,1820,1820,1820,1820,1820,1278,1234,1388,1500,1100,0,0
44.025,1180,1820,1900,1820,1820,1820,1820,1820,1820,1288,1233,1393,1500,1100,0,0
