time_s,phase,alt_agl_m,airspeed,roll_deg,pitch_deg,climb_mps,throttle_pct,theta_cmd_deg,lat,lon,load_factor_nz,load_factor_total
8.86,CLIMB,17.37,9.24,-0.04,15.35,2.47,90,15.74,28.5598994,77.1167721,0.924,0.968
9.06,CLIMB,17.86,9.27,-0.04,14.84,2.39,90,15.77,28.5599030,77.1167569,0.861,0.905
9.36,CLIMB,18.55,9.41,-0.04,14.45,2.30,90,15.91,28.5599083,77.1167338,0.958,1.000
9.66,CLIMB,19.24,9.39,-0.04,14.07,2.27,90,15.89,28.5599137,77.1167103,0.944,0.985
9.96,CLIMB,19.93,9.49,-0.04,13.92,2.30,90,15.99,28.5599193,77.1166864,1.034,1.074
10.27,CLIMB,20.62,9.49,-0.04,13.85,2.30,90,15.99,28.5599249,77.1166620,0.953,0.991
10.56,CLIMB,21.32,9.60,-0.04,14.08,2.37,90,16.10,28.5599306,77.1166372,1.002,1.039
10.86,CLIMB,22.04,9.84,-0.03,14.45,2.40,90,16.34,28.5599365,77.1166121,0.996,1.032
11.06,CLIMB,22.52,9.89,-0.03,14.80,2.44,90,16.39,28.5599403,77.1165956,1.011,1.047
11.36,CLIMB,23.26,9.88,-0.02,15.24,2.56,90,16.38,28.5599461,77.1165708,1.025,1.061
11.67,CLIMB,24.04,9.91,-0.03,15.61,2.62,90,16.41,28.5599518,77.1165462,0.969,1.005
11.96,CLIMB,24.84,9.94,-0.04,15.95,2.69,90,16.44,28.5599575,77.1165215,0.964,1.000
12.27,CLIMB,25.66,9.78,-0.03,16.19,2.81,90,16.28,28.5599632,77.1164968,1.024,1.061
12.56,CLIMB,26.49,9.77,-0.03,16.48,2.78,90,16.27,28.5599689,77.1164722,0.973,1.010
12.86,CLIMB,27.34,9.83,-0.03,16.70,2.82,90,16.33,28.5599746,77.1164476,0.968,1.005
13.06,CLIMB,27.90,9.79,-0.03,16.88,2.80,90,16.29,28.5599783,77.1164315,1.010,1.047
13.36,CLIMB,28.77,9.68,-0.04,16.87,2.85,90,16.18,28.5599838,77.1164077,0.928,0.967
13.67,CLIMB,29.61,9.62,-0.04,17.00,2.78,90,16.12,28.5599893,77.1163841,0.958,0.997
13.96,CLIMB,30.44,9.59,-0.03,16.96,2.77,90,16.09,28.5599947,77.1163605,0.976,1.016
14.27,CLIMB,31.27,9.54,-0.03,16.77,2.74,90,16.04,28.5600002,77.1163370,0.914,0.954
14.56,CLIMB,32.09,9.59,-0.03,16.58,2.68,90,16.09,28.5600056,77.1163134,0.938,0.978
14.86,CLIMB,32.88,9.55,-0.03,16.42,2.65,90,16.05,28.5600111,77.1162897,0.972,1.013
15.07,CLIMB,33.41,9.42,-0.03,16.30,2.62,90,15.92,28.5600147,77.1162740,0.927,0.968
15.36,CLIMB,34.19,9.42,-0.03,16.05,2.64,90,15.92,28.5600201,77.1162506,0.976,1.016
15.67,CLIMB,34.98,9.46,-0.03,15.81,2.60,90,15.96,28.5600256,77.1162272,0.960,1.001
15.96,CLIMB,35.76,9.46,-0.03,15.74,2.58,90,15.96,28.5600310,77.1162037,0.979,1.019
16.27,CLIMB,36.53,9.43,-0.04,15.75,2.53,90,15.93,28.5600365,77.1161800,0.956,0.996
16.56,CLIMB,37.29,9.46,-0.03,15.70,2.52,90,15.96,28.5600421,77.1161560,0.977,1.017
16.86,CLIMB,38.03,9.55,-0.03,15.68,2.52,90,16.05,28.5600476,77.1161319,0.937,0.976
17.07,CLIMB,38.54,9.54,-0.02,15.76,2.50,90,16.04,28.5600514,77.1161158,1.002,1.041
17.36,CLIMB,39.30,9.56,-0.03,15.72,2.54,90,16.06,28.5600569,77.1160919,0.986,1.025
17.67,CLIMB,40.07,9.57,-0.03,15.71,2.56,90,16.07,28.5600624,77.1160681,0.975,1.014
17.96,CLIMB,40.85,9.62,-0.03,15.81,2.58,90,16.12,28.5600679,77.1160443,0.992,1.031
18.27,CLIMB,41.64,9.69,-0.02,15.80,2.61,90,16.19,28.5600735,77.1160203,0.965,1.004
18.56,CLIMB,42.42,9.59,-0.02,15.91,2.63,90,16.09,28.5600791,77.1159961,0.950,0.989
18.86,CLIMB,43.21,9.60,-0.02,16.02,2.62,90,16.10,28.5600847,77.1159720,0.950,0.989
19.07,CLIMB,43.73,9.65,-0.02,16.11,2.63,90,16.15,28.5600884,77.1159559,0.978,1.017
19.36,CLIMB,44.54,9.66,-0.02,16.12,2.67,90,16.16,28.5600939,77.1159319,0.960,0.999
19.67,CLIMB,45.34,9.58,-0.02,16.25,2.68,90,16.08,28.5600994,77.1159081,0.988,1.027
19.96,CLIMB,46.16,9.57,-0.02,16.22,2.70,90,16.07,28.5601049,77.1158844,0.940,0.979
20.27,CLIMB,46.97,9.52,-0.03,16.27,2.67,90,16.02,28.5601104,77.1158606,0.952,0.991
20.56,CLIMB,47.78,9.51,-0.03,16.24,2.70,90,16.01,28.5601159,77.1158368,0.981,1.020
20.86,CLIMB,48.59,9.56,-0.02,16.19,2.68,90,16.06,28.5601214,77.1158129,0.929,0.968
21.07,CLIMB,49.12,9.61,-0.02,16.28,2.64,90,16.11,28.5601251,77.1157969,0.926,0.965
21.36,CLIMB,49.92,9.50,-0.02,16.22,2.64,90,16.00,28.5601307,77.1157729,0.887,0.927
21.67,CLIMB,50.70,9.53,-0.03,16.30,2.61,90,16.03,28.5601361,77.1157492,0.974,1.014
21.96,CLIMB,51.49,9.45,-0.03,16.20,2.64,90,15.95,28.5601416,77.1157256,0.999,1.039
22.26,CLIMB,52.28,9.54,-0.03,16.13,2.61,90,16.04,28.5601470,77.1157021,0.963,1.003
22.47,CLIMB,52.81,9.47,-0.02,16.04,2.63,90,15.97,28.5601507,77.1156862,0.965,1.005
22.76,CLIMB,53.61,9.50,-0.02,15.86,2.65,90,16.00,28.5601562,77.1156623,0.941,0.981
22.97,CLIMB,54.15,9.54,-0.03,15.83,2.64,90,16.04,28.5601599,77.1156464,0.961,1.000
23.26,CLIMB,54.94,9.49,-0.03,15.85,2.64,90,15.99,28.5601655,77.1156223,0.957,0.996
23.56,CLIMB,55.73,9.63,-0.03,16.00,2.59,90,16.13,28.5601710,77.1155985,0.940,0.979
23.77,CLIMB,56.24,9.67,-0.02,16.10,2.61,90,16.17,28.5601746,77.1155827,0.996,1.035
24.06,CLIMB,57.02,9.58,-0.02,16.19,2.58,90,16.08,28.5601801,77.1155590,0.981,1.020
24.37,CLIMB,57.80,9.55,-0.02,16.07,2.66,90,16.05,28.5601856,77.1155353,1.015,1.055
24.66,CLIMB,58.60,9.52,-0.02,15.98,2.63,90,16.02,28.5601911,77.1155114,0.937,0.977
24.97,CLIMB,59.38,9.60,-0.03,16.07,2.60,90,16.10,28.5601966,77.1154875,0.948,0.987
25.26,CLIMB,60.16,9.62,-0.02,16.13,2.60,90,16.12,28.5602022,77.1154634,1.000,1.039
25.56,CLIMB,60.95,9.60,-0.02,16.11,2.61,90,16.10,28.5602077,77.1154395,0.933,0.972
25.77,CLIMB,61.47,9.53,-0.02,16.16,2.60,90,16.03,28.5602113,77.1154237,0.925,0.964
26.06,CLIMB,62.24,9.53,-0.02,16.24,2.61,90,16.03,28.5602168,77.1153999,1.024,1.063
26.37,CLIMB,63.03,9.62,-0.02,16.05,2.61,90,16.12,28.5602223,77.1153763,0.959,0.998
26.66,CLIMB,63.82,9.64,-0.01,16.08,2.60,90,16.14,28.5602278,77.1153524,0.986,1.026
26.97,CLIMB,64.59,9.54,-0.02,16.18,2.56,90,16.04,28.5602333,77.1153284,0.952,0.991
27.26,CLIMB,65.37,9.54,-0.02,16.04,2.64,90,16.04,28.5602389,77.1153044,0.994,1.034
27.56,CLIMB,66.16,9.51,-0.02,15.93,2.60,90,16.01,28.5602444,77.1152804,0.970,1.009
27.77,CLIMB,66.69,9.51,-0.02,16.02,2.58,90,16.01,28.5602481,77.1152645,0.977,1.016
28.06,CLIMB,67.47,9.62,-0.02,16.13,2.55,90,16.12,28.5602536,77.1152408,0.927,0.966
28.37,CLIMB,68.25,9.46,-0.02,16.12,2.62,90,15.96,28.5602590,77.1152171,1.025,1.064
28.66,CLIMB,69.03,9.55,-0.02,16.00,2.61,90,16.05,28.5602645,77.1151932,0.986,1.025
28.97,CLIMB,69.82,9.60,-0.01,15.98,2.58,90,16.10,28.5602700,77.1151692,0.918,0.957
29.26,CLIMB,70.59,9.57,-0.01,16.07,2.61,90,16.07,28.5602756,77.1151452,0.979,1.018
29.56,CLIMB,71.38,9.51,-0.02,16.01,2.62,90,16.01,28.5602811,77.1151211,0.982,1.021
29.77,CLIMB,71.91,9.61,-0.02,15.99,2.64,90,16.11,28.5602848,77.1151053,0.976,1.015
30.06,CLIMB,72.71,9.56,-0.02,15.95,2.64,90,16.06,28.5602902,77.1150815,0.948,0.987
30.37,CLIMB,73.49,9.58,-0.01,16.23,2.57,90,16.08,28.5602957,77.1150578,0.981,1.020
30.66,CLIMB,74.28,9.56,-0.02,16.16,2.64,90,16.06,28.5603012,77.1150341,0.967,1.006
30.97,CLIMB,75.08,9.46,-0.02,16.04,2.66,90,15.96,28.5603067,77.1150102,1.010,1.049
31.26,CLIMB,75.88,9.41,-0.02,15.98,2.66,90,15.91,28.5603122,77.1149862,0.975,1.014
31.56,CLIMB,76.67,9.55,-0.02,16.07,2.62,90,16.05,28.5603178,77.1149621,0.955,0.994
31.77,CLIMB,77.20,9.51,-0.01,16.13,2.61,90,16.01,28.5603215,77.1149461,0.968,1.007
32.06,CLIMB,78.00,9.54,-0.02,16.01,2.66,90,16.04,28.5603269,77.1149223,0.932,0.971
32.37,CLIMB,78.80,9.53,-0.02,15.99,2.63,90,16.03,28.5603324,77.1148986,0.934,0.973
32.66,CLIMB,79.59,9.57,-0.02,16.12,2.61,90,16.07,28.5603379,77.1148749,0.944,0.983
32.97,CLIMB,80.37,9.45,-0.02,16.22,2.62,90,15.95,28.5603434,77.1148509,0.990,1.029
33.27,CLIMB,81.16,9.54,-0.02,16.05,2.67,90,16.04,28.5603489,77.1148269,0.974,1.013
33.56,CLIMB,81.95,9.64,-0.02,15.97,2.64,90,16.14,28.5603544,77.1148028,0.929,0.968
33.77,CLIMB,82.48,9.69,-0.02,16.03,2.63,90,16.19,28.5603581,77.1147868,0.970,1.009
34.06,CLIMB,83.27,9.64,-0.02,16.17,2.59,90,16.14,28.5603636,77.1147630,0.930,0.969
34.37,CLIMB,84.04,9.63,-0.02,16.30,2.59,90,16.13,28.5603690,77.1147393,0.948,0.987
34.66,CLIMB,84.82,9.57,-0.02,16.27,2.60,90,16.07,28.5603745,77.1147157,0.967,1.006
34.97,CLIMB,85.60,9.62,-0.01,16.15,2.63,90,16.12,28.5603800,77.1146919,1.025,1.065
35.27,CLIMB,86.39,9.61,-0.01,16.02,2.63,90,16.11,28.5603855,77.1146680,0.984,1.024
35.56,CLIMB,87.17,9.54,-0.02,16.05,2.61,90,16.04,28.5603910,77.1146440,1.000,1.040
35.77,CLIMB,87.70,9.56,-0.02,15.91,2.68,90,16.06,28.5603947,77.1146279,1.017,1.056
36.06,CLIMB,88.51,9.49,-0.02,15.76,2.64,90,15.99,28.5604002,77.1146041,0.911,0.950
36.37,CLIMB,89.30,9.54,-0.01,15.99,2.64,90,16.04,28.5604056,77.1145803,1.018,1.057
36.67,CLIMB,90.10,9.55,-0.01,16.05,2.59,90,15.93,28.5604111,77.1145565,0.905,0.944
36.97,CLIMB,90.88,9.50,-0.02,16.18,2.60,89,15.88,28.5604166,77.1145327,0.931,0.969
37.27,CLIMB,91.66,9.53,-0.02,16.03,2.62,89,15.80,28.5604221,77.1145087,0.955,0.993
37.56,CLIMB,92.45,9.55,-0.02,16.00,2.57,89,15.68,28.5604276,77.1144847,0.970,1.008
37.77,CLIMB,92.97,9.57,-0.02,15.84,2.62,89,15.57,28.5604313,77.1144687,0.961,0.999
38.06,CLIMB,93.75,9.50,-0.02,15.70,2.57,89,15.34,28.5604368,77.1144448,0.958,0.995
38.37,CLIMB,94.53,9.49,-0.02,15.49,2.56,88,15.01,28.5604422,77.1144211,0.962,0.998
38.67,CLIMB,95.29,9.49,-0.01,15.32,2.47,87,14.53,28.5604476,77.1143975,0.923,0.958
38.96,CLIMB,96.01,9.46,-0.02,15.21,2.36,87,13.86,28.5604530,77.1143738,0.949,0.981
39.17,CLIMB,96.49,9.36,-0.03,14.82,2.36,86,13.28,28.5604567,77.1143580,0.979,1.010
39.46,CLIMB,97.17,9.43,-0.04,14.12,2.20,84,12.14,28.5604621,77.1143342,0.932,0.960
39.67,CLIMB,97.60,9.36,-0.04,13.58,2.08,83,11.21,28.5604658,77.1143183,0.876,0.901
39.97,CLIMB,98.19,9.29,-0.04,12.63,1.84,81,9.70,28.5604712,77.1142944,0.921,0.942
40.26,CLIMB,98.72,9.37,-0.04,11.16,1.56,78,8.21,28.5604766,77.1142708,0.864,0.881
40.47,CLIMB,99.01,9.34,-0.05,10.10,1.35,76,7.19,28.5604802,77.1142551,0.888,0.902
40.76,CRUISE,99.34,9.27,-0.05,7.77,0.88,66,-5.00,28.5604856,77.1142315,0.753,0.757
41.07,CRUISE,99.48,9.16,-0.06,3.48,0.16,66,-5.00,28.5604909,77.1142081,0.764,0.768
41.37,CRUISE,99.40,9.30,-0.07,-0.81,-0.55,66,-5.00,28.5604963,77.1141842,0.817,0.821
41.67,CRUISE,99.12,9.42,-0.06,-4.61,-1.15,66,-5.00,28.5605019,77.1141594,0.860,0.863
41.97,CRUISE,98.68,9.70,-0.05,-7.64,-1.67,66,-5.00,28.5605078,77.1141334,0.831,0.832
42.26,CRUISE,98.08,10.28,-0.04,-9.32,-2.16,66,-5.00,28.5605140,77.1141061,0.887,0.888
42.47,CRUISE,97.62,10.62,-0.04,-10.02,-2.38,66,-4.15,28.5605182,77.1140872,0.923,0.923
42.76,CRUISE,96.87,11.18,-0.03,-10.69,-2.56,66,-2.46,28.5605249,77.1140576,1.003,1.003
43.07,CRUISE,96.09,11.77,-0.02,-10.50,-2.61,66,-0.68,28.5605319,77.1140263,1.026,1.026
43.37,CRUISE,95.32,12.22,-0.02,-9.72,-2.47,66,0.67,28.5605394,77.1139931,1.040,1.040
43.67,CRUISE,94.61,12.62,-0.02,-8.45,-2.24,66,1.86,28.5605472,77.1139585,1.036,1.037
43.97,CRUISE,93.99,12.96,-0.02,-6.67,-1.90,66,2.89,28.5605553,77.1139226,1.162,1.163
44.26,CRUISE,93.49,13.27,-0.02,-5.07,-1.46,66,3.80,28.5605635,77.1138862,1.085,1.086
44.47,CRUISE,93.23,13.36,-0.01,-3.63,-1.17,66,4.07,28.5605689,77.1138619,1.172,1.173
44.76,CRUISE,92.97,13.44,-0.02,-1.97,-0.65,66,4.31,28.5605772,77.1138254,1.137,1.138
45.07,CRUISE,92.85,13.39,-0.02,-0.08,-0.27,66,4.16,28.5605854,77.1137890,1.080,1.081
45.37,CRUISE,92.84,13.23,-0.02,1.72,0.12,66,3.70,28.5605936,77.1137529,1.114,1.115
45.67,CRUISE,92.95,13.03,-0.02,3.05,0.47,66,3.08,28.5606016,77.1137171,1.105,1.105
45.97,CRUISE,93.14,12.88,-0.02,3.93,0.72,66,2.63,28.5606095,77.1136822,1.089,1.089
46.26,CRUISE,93.39,12.64,-0.03,4.70,0.84,66,1.93,28.5606173,77.1136479,1.014,1.014
46.47,CRUISE,93.57,12.51,-0.03,5.01,0.93,66,1.54,28.5606223,77.1136259,1.031,1.031
46.77,CRUISE,93.86,12.26,-0.03,5.11,0.93,66,0.79,28.5606295,77.1135936,1.019,1.019
47.07,CRUISE,94.13,11.95,-0.03,5.11,0.87,66,-0.15,28.5606366,77.1135623,1.033,1.033
47.37,CRUISE,94.37,11.64,-0.04,4.56,0.67,66,-1.07,28.5606435,77.1135315,0.891,0.891
47.67,CRUISE,94.55,11.45,-0.04,3.85,0.52,66,-1.66,28.5606504,77.1135010,0.883,0.883
47.97,CRUISE,94.67,11.33,-0.03,2.77,0.34,66,-2.00,28.5606571,77.1134709,0.924,0.924
48.26,CRUISE,94.72,11.21,-0.03,1.66,0.08,66,-2.36,28.5606639,77.1134409,0.969,0.969
48.47,CRUISE,94.72,11.12,-0.03,0.74,-0.04,66,-2.64,28.5606683,77.1134211,0.931,0.931
48.77,CRUISE,94.67,11.11,-0.04,-0.41,-0.28,66,-2.68,28.5606750,77.1133915,0.952,0.952
49.07,CRUISE,94.55,11.22,-0.04,-1.46,-0.46,66,-2.33,28.5606816,77.1133616,0.944,0.944
49.37,CRUISE,94.37,11.30,-0.04,-2.12,-0.70,66,-2.09,28.5606884,77.1133314,0.919,0.919
49.67,CRUISE,94.13,11.47,-0.04,-2.57,-0.83,66,-1.60,28.5606953,77.1133005,1.007,1.007
49.97,CRUISE,93.88,11.67,-0.02,-3.04,-0.91,66,-1.00,28.5607023,77.1132691,0.996,0.996
50.26,CRUISE,93.59,11.83,-0.02,-3.16,-0.92,66,-0.51,28.5607094,77.1132370,0.996,0.996
50.47,CRUISE,93.40,11.86,-0.02,-3.15,-0.93,66,-0.43,28.5607143,77.1132155,0.982,0.982
50.77,APPROACH,93.08,11.89,-0.03,-3.20,-1.24,41,-0.11,28.5607215,77.1131832,0.796,0.801
51.07,APPROACH,92.63,12.00,0.01,-5.66,-1.69,45,0.00,28.5607286,77.1131512,0.832,0.837
51.37,APPROACH,92.04,12.10,0.06,-7.63,-2.04,48,0.10,28.5607358,77.1131193,0.897,0.901
51.67,APPROACH,91.36,12.16,0.07,-8.32,-2.37,51,0.16,28.5607431,77.1130869,0.952,0.956
51.97,APPROACH,90.64,12.29,0.04,-8.62,-2.41,52,0.29,28.5607505,77.1130539,0.995,0.998
52.26,APPROACH,89.92,12.47,0.01,-8.42,-2.43,52,0.47,28.5607581,77.1130203,0.982,0.986
52.47,APPROACH,89.43,12.52,-0.00,-7.97,-2.41,52,0.52,28.5607632,77.1129975,1.043,1.047
52.77,APPROACH,88.73,12.79,0.00,-7.67,-2.21,51,0.79,28.5607709,77.1129634,1.000,1.005
53.07,APPROACH,88.06,12.88,0.02,-6.80,-2.19,50,0.88,28.5607787,77.1129291,1.030,1.035
53.37,APPROACH,87.43,12.91,0.05,-6.16,-2.02,49,0.91,28.5607865,77.1128946,1.046,1.051
53.67,APPROACH,86.83,12.87,0.07,-5.67,-1.91,48,0.87,28.5607943,77.1128599,1.031,1.036
53.97,APPROACH,86.27,12.88,0.07,-5.28,-1.77,47,0.88,28.5608023,77.1128249,1.033,1.038
54.26,APPROACH,85.74,12.87,0.07,-4.86,-1.72,47,0.87,28.5608102,77.1127900,1.054,1.058
54.47,APPROACH,85.39,12.83,0.06,-4.65,-1.70,46,0.83,28.5608155,77.1127668,0.966,0.971
54.77,APPROACH,84.88,12.72,0.07,-4.03,-1.67,46,0.72,28.5608235,77.1127324,1.055,1.059
55.07,APPROACH,84.38,12.71,0.07,-3.91,-1.61,45,0.71,28.5608313,77.1126984,1.010,1.014
55.37,APPROACH,83.91,12.64,0.07,-3.77,-1.58,45,0.64,28.5608390,77.1126647,1.002,1.006
55.67,APPROACH,83.43,12.53,0.07,-3.58,-1.55,45,0.53,28.5608468,77.1126312,1.035,1.039
55.97,APPROACH,82.97,12.50,0.07,-3.50,-1.57,45,0.50,28.5608546,77.1125977,0.952,0.956
56.26,APPROACH,82.49,12.41,0.07,-3.27,-1.58,45,0.41,28.5608624,77.1125643,1.046,1.049
56.47,APPROACH,82.19,12.35,0.06,-3.49,-1.50,45,0.35,28.5608675,77.1125421,0.981,0.985
56.77,APPROACH,81.72,12.27,0.06,-3.43,-1.56,45,0.27,28.5608752,77.1125091,0.978,0.982
57.07,APPROACH,81.25,12.24,0.06,-3.41,-1.54,45,0.24,28.5608828,77.1124766,0.977,0.981
57.37,APPROACH,80.77,12.14,0.06,-3.24,-1.57,45,0.14,28.5608904,77.1124445,1.002,1.005
57.66,APPROACH,80.31,12.06,0.07,-3.53,-1.52,45,0.06,28.5608979,77.1124125,0.988,0.991
57.87,APPROACH,80.00,11.96,0.07,-3.38,-1.60,45,-0.04,28.5609029,77.1123911,0.961,0.964
58.17,APPROACH,79.51,12.00,0.07,-3.18,-1.60,45,-0.00,28.5609105,77.1123591,0.968,0.971
58.37,APPROACH,79.18,12.00,0.06,-3.06,-1.62,45,-0.00,28.5609155,77.1123379,0.996,0.999
58.67,APPROACH,78.69,11.89,0.06,-3.10,-1.62,45,-0.11,28.5609230,77.1123061,1.009,1.012
58.96,APPROACH,78.21,11.69,0.06,-3.12,-1.59,45,-0.31,28.5609304,77.1122749,1.019,1.022
59.17,APPROACH,77.89,11.76,0.06,-3.17,-1.60,45,-0.24,28.5609353,77.1122543,1.029,1.031
59.47,APPROACH,77.40,11.69,0.06,-3.14,-1.64,46,-0.31,28.5609427,77.1122235,1.001,1.004
59.77,APPROACH,76.91,11.69,0.06,-3.17,-1.60,46,-0.31,28.5609500,77.1121929,1.001,1.003
60.07,APPROACH,76.42,11.63,0.06,-3.16,-1.65,46,-0.37,28.5609573,77.1121622,1.005,1.007
60.37,APPROACH,75.93,11.58,0.06,-3.16,-1.62,46,-0.42,28.5609646,77.1121315,1.018,1.020
60.67,APPROACH,75.44,11.62,0.05,-3.07,-1.67,46,-0.38,28.5609720,77.1121007,0.942,0.945
60.96,APPROACH,74.93,11.57,0.05,-2.88,-1.62,46,-0.43,28.5609793,77.1120701,1.077,1.078
61.17,APPROACH,74.62,11.54,0.04,-3.26,-1.59,45,-0.46,28.5609842,77.1120500,0.959,0.961
61.47,APPROACH,74.13,11.52,0.04,-3.01,-1.65,46,-0.48,28.5609914,77.1120200,0.987,0.989
61.77,APPROACH,73.63,11.39,0.04,-2.97,-1.61,46,-0.61,28.5609986,77.1119901,1.023,1.025
62.07,APPROACH,73.14,11.37,0.04,-3.01,-1.61,45,-0.63,28.5610058,77.1119601,1.035,1.037
62.37,APPROACH,72.66,11.30,0.04,-3.10,-1.62,45,-0.70,28.5610131,77.1119299,0.971,0.973
62.67,APPROACH,72.15,11.34,0.04,-2.62,-1.70,46,-0.66,28.5610204,77.1118999,0.989,0.991
62.97,APPROACH,71.65,11.33,0.03,-2.49,-1.69,46,-0.67,28.5610276,77.1118700,0.960,0.962
63.17,APPROACH,71.31,11.30,0.03,-2.43,-1.68,46,-0.70,28.5610324,77.1118503,0.966,0.968
63.47,APPROACH,70.81,11.30,0.04,-2.55,-1.67,46,-0.70,28.5610395,77.1118210,0.994,0.996
63.77,APPROACH,70.31,11.31,0.04,-2.74,-1.63,46,-0.69,28.5610466,77.1117917,1.021,1.022
64.07,APPROACH,69.81,11.16,0.04,-2.74,-1.67,46,-0.84,28.5610537,77.1117624,0.928,0.930
64.37,APPROACH,69.30,11.11,0.04,-2.67,-1.63,46,-0.89,28.5610609,77.1117331,1.011,1.012
64.67,APPROACH,68.81,11.12,0.03,-2.60,-1.72,46,-0.88,28.5610680,77.1117037,0.956,0.958
64.97,APPROACH,68.29,11.11,0.03,-2.53,-1.64,46,-0.89,28.5610752,77.1116744,0.984,0.985
65.17,APPROACH,67.95,11.06,0.03,-2.53,-1.68,46,-0.94,28.5610799,77.1116550,1.032,1.033
65.47,APPROACH,67.44,11.18,0.02,-2.34,-1.69,46,-0.82,28.5610870,77.1116261,1.030,1.031
65.77,APPROACH,66.92,11.08,0.02,-2.23,-1.69,46,-0.92,28.5610940,77.1115972,1.095,1.096
66.07,APPROACH,66.42,11.11,0.01,-2.57,-1.68,46,-0.89,28.5611011,77.1115684,0.971,0.972
66.37,APPROACH,65.91,10.99,0.00,-2.55,-1.67,46,-1.01,28.5611082,77.1115394,1.005,1.006
66.67,APPROACH,65.41,10.98,-0.00,-2.53,-1.68,46,-1.02,28.5611153,77.1115104,1.026,1.027
66.97,APPROACH,64.89,11.03,0.00,-2.41,-1.73,46,-0.97,28.5611224,77.1114813,1.020,1.021
67.17,APPROACH,64.55,10.96,0.00,-2.35,-1.73,46,-1.04,28.5611272,77.1114620,0.984,0.985
67.47,APPROACH,64.03,11.04,0.01,-2.33,-1.69,46,-0.96,28.5611342,77.1114334,1.044,1.045
