time_s,phase,alt_agl_m,airspeed,roll_deg,pitch_deg,climb_mps,throttle_pct,theta_cmd_deg,lat,lon
9.56,CLIMB,7.40,9.13,-0.06,14.14,1.69,90,15.63,28.5599369,77.1166141
9.86,CLIMB,7.88,8.92,-0.07,13.63,1.56,90,15.42,28.5599432,77.1165873
10.16,CLIMB,8.33,8.87,-0.07,13.04,1.43,90,15.37,28.5599494,77.1165604
10.46,CLIMB,8.73,8.79,-0.07,12.43,1.32,90,15.29,28.5599557,77.1165334
10.66,CLIMB,8.99,8.85,-0.07,12.06,1.25,90,15.10,28.5599599,77.1165152
10.96,CLIMB,9.35,8.87,-0.05,11.59,1.17,90,14.55,28.5599663,77.1164879
11.26,CLIMB,9.70,8.90,-0.05,11.22,1.11,90,14.14,28.5599726,77.1164608
11.56,CLIMB,10.02,9.04,-0.05,10.93,1.06,90,13.76,28.5599789,77.1164336
11.86,CLIMB,10.34,9.02,-0.06,10.72,1.04,90,13.62,28.5599853,77.1164061
12.06,CLIMB,10.54,9.04,-0.06,10.64,1.04,90,13.58,28.5599896,77.1163876
12.36,CLIMB,10.85,9.08,-0.06,10.59,1.04,90,13.59,28.5599961,77.1163594
12.66,CLIMB,11.17,9.13,-0.05,10.67,1.07,90,13.71,28.5600027,77.1163310
12.96,CLIMB,11.49,9.26,-0.04,10.89,1.11,90,13.87,28.5600094,77.1163026
13.26,CLIMB,11.83,9.28,-0.04,11.22,1.16,90,14.17,28.5600160,77.1162744
13.46,CLIMB,12.07,9.29,-0.04,11.48,1.20,90,14.40,28.5600203,77.1162556
13.76,CLIMB,12.44,9.32,-0.05,11.90,1.26,90,14.74,28.5600269,77.1162276
14.06,CLIMB,12.83,9.38,-0.05,12.34,1.31,90,15.05,28.5600335,77.1161995
14.36,CLIMB,13.23,9.30,-0.04,12.76,1.37,90,15.45,28.5600400,77.1161714
14.66,CLIMB,13.64,9.25,-0.04,13.12,1.41,90,15.75,28.5600466,77.1161434
14.96,CLIMB,14.08,9.10,-0.04,13.48,1.44,90,15.60,28.5600531,77.1161155
15.26,CLIMB,14.52,9.19,-0.04,13.80,1.46,90,15.69,28.5600595,77.1160881
15.46,CLIMB,14.82,9.08,-0.04,13.97,1.47,90,15.58,28.5600637,77.1160700
15.76,CLIMB,15.26,8.95,-0.04,14.15,1.47,90,15.45,28.5600700,77.1160432
16.06,CLIMB,15.71,8.85,-0.04,14.24,1.45,90,15.35,28.5600763,77.1160165
16.36,CLIMB,16.14,8.80,-0.04,14.23,1.43,90,15.30,28.5600825,77.1159897
16.66,CLIMB,16.56,8.77,-0.04,14.13,1.39,90,15.27,28.5600888,77.1159630
16.96,CLIMB,16.98,8.85,-0.04,13.98,1.35,90,15.35,28.5600950,77.1159363
17.26,CLIMB,17.38,8.74,-0.03,13.82,1.31,90,15.24,28.5601012,77.1159099
17.46,CLIMB,17.63,8.75,-0.03,13.71,1.28,90,15.25,28.5601053,77.1158925
17.76,CLIMB,18.02,8.60,-0.03,13.53,1.24,90,15.10,28.5601114,77.1158663
18.06,CLIMB,18.39,8.76,-0.04,13.33,1.21,90,14.93,28.5601175,77.1158402
18.36,CLIMB,18.75,8.72,-0.04,13.14,1.18,90,14.76,28.5601237,77.1158138
18.66,CLIMB,19.09,8.65,-0.04,12.94,1.15,90,14.66,28.5601299,77.1157872
18.96,CLIMB,19.43,8.78,-0.03,12.79,1.14,90,14.43,28.5601362,77.1157605
19.26,CLIMB,19.77,8.71,-0.03,12.70,1.13,90,14.43,28.5601425,77.1157338
19.46,CLIMB,20.00,8.79,-0.03,12.68,1.13,90,14.36,28.5601466,77.1157161
19.76,CLIMB,20.34,8.83,-0.03,12.68,1.13,90,14.35,28.5601529,77.1156895
20.06,CLIMB,20.69,8.82,-0.03,12.72,1.14,90,14.42,28.5601592,77.1156629
20.36,CLIMB,21.04,8.80,-0.03,12.80,1.16,90,14.54,28.5601655,77.1156361
20.66,CLIMB,21.40,8.92,-0.03,12.90,1.18,90,14.57,28.5601718,77.1156091
20.96,CLIMB,21.77,8.89,-0.03,13.02,1.20,90,14.75,28.5601782,77.1155820
21.26,CLIMB,22.14,8.93,-0.03,13.16,1.22,90,14.87,28.5601846,77.1155549
21.46,CLIMB,22.40,8.83,-0.03,13.27,1.24,90,15.07,28.5601888,77.1155370
21.76,CLIMB,22.78,8.85,-0.03,13.44,1.26,90,15.18,28.5601950,77.1155103
22.06,CLIMB,23.16,8.76,-0.03,13.59,1.27,90,15.26,28.5602013,77.1154837
22.36,CLIMB,23.56,8.72,-0.02,13.72,1.29,90,15.22,28.5602075,77.1154571
22.66,CLIMB,23.95,8.72,-0.02,13.79,1.29,90,15.22,28.5602138,77.1154304
22.86,CLIMB,24.21,8.73,-0.02,13.82,1.29,90,15.23,28.5602180,77.1154126
23.16,CLIMB,24.60,8.81,-0.02,13.84,1.29,90,15.31,28.5602243,77.1153859
23.46,CLIMB,24.99,8.70,-0.03,13.86,1.28,90,15.20,28.5602305,77.1153594
23.76,CLIMB,25.38,8.74,-0.03,13.86,1.27,90,15.24,28.5602367,77.1153331
24.06,CLIMB,25.76,8.68,-0.03,13.83,1.26,90,15.18,28.5602429,77.1153070
24.26,CLIMB,26.01,8.71,-0.03,13.79,1.25,90,15.21,28.5602470,77.1152896
24.56,CLIMB,26.38,8.78,-0.02,13.72,1.24,90,15.09,28.5602532,77.1152634
24.76,CLIMB,26.63,8.73,-0.02,13.66,1.23,90,15.07,28.5602573,77.1152458
25.06,CLIMB,27.00,8.69,-0.02,13.54,1.21,90,15.01,28.5602635,77.1152193
25.36,CLIMB,27.36,8.62,-0.02,13.44,1.20,90,14.99,28.5602698,77.1151928
25.56,CLIMB,27.61,8.71,-0.02,13.39,1.19,90,14.86,28.5602739,77.1151753
25.86,CLIMB,27.97,8.66,-0.02,13.31,1.18,90,14.85,28.5602801,77.1151490
26.16,CLIMB,28.32,8.81,-0.02,13.25,1.17,90,14.66,28.5602863,77.1151227
26.36,CLIMB,28.56,8.80,-0.02,13.21,1.17,90,14.65,28.5602905,77.1151052
26.66,CLIMB,28.91,8.72,-0.02,13.15,1.17,90,14.70,28.5602967,77.1150787
26.86,CLIMB,29.14,8.77,-0.02,13.12,1.17,90,14.66,28.5603010,77.1150608
27.16,CLIMB,29.50,8.80,-0.02,13.08,1.17,90,14.65,28.5603073,77.1150341
27.46,CLIMB,29.86,8.82,-0.02,13.07,1.18,90,14.67,28.5603137,77.1150071
27.66,CLIMB,30.09,8.76,-0.03,13.09,1.18,90,14.76,28.5603179,77.1149894
27.96,CLIMB,30.45,8.78,-0.03,13.14,1.19,90,14.80,28.5603242,77.1149629
28.26,CLIMB,30.82,8.77,-0.03,13.20,1.20,90,14.87,28.5603304,77.1149364
28.56,CLIMB,31.18,8.83,-0.02,13.27,1.21,90,14.88,28.5603367,77.1149099
28.86,CLIMB,31.54,8.91,-0.02,13.31,1.22,90,14.87,28.5603431,77.1148830
29.16,CLIMB,31.91,8.87,-0.02,13.36,1.23,90,14.96,28.5603494,77.1148562
29.46,CLIMB,32.28,8.89,-0.02,13.40,1.24,90,14.99,28.5603558,77.1148294
29.66,CLIMB,32.53,8.73,-0.02,13.45,1.24,90,15.17,28.5603600,77.1148116
29.96,CLIMB,32.90,8.75,-0.02,13.52,1.24,90,15.17,28.5603663,77.1147851
30.26,CLIMB,33.27,8.70,-0.02,13.57,1.25,90,15.20,28.5603725,77.1147588
30.56,CLIMB,33.65,8.67,-0.02,13.61,1.25,90,15.17,28.5603788,77.1147324
30.86,CLIMB,34.03,8.82,-0.02,13.63,1.25,90,15.14,28.5603851,77.1147059
31.16,CLIMB,34.41,8.80,-0.02,13.62,1.25,90,15.14,28.5603914,77.1146793
31.46,CLIMB,34.78,8.84,-0.02,13.59,1.24,90,15.07,28.5603977,77.1146526
31.66,CLIMB,35.03,8.86,-0.02,13.58,1.24,90,15.04,28.5604019,77.1146348
31.96,CLIMB,35.40,8.80,-0.02,13.56,1.23,90,15.05,28.5604082,77.1146084
32.26,CLIMB,35.77,8.83,-0.02,13.54,1.23,90,14.98,28.5604144,77.1145822
32.46,CLIMB,36.01,8.80,-0.02,13.52,1.22,90,14.97,28.5604186,77.1145647
32.76,CLIMB,36.38,8.74,-0.02,13.48,1.21,90,14.98,28.5604249,77.1145384
32.96,CLIMB,36.62,8.82,-0.02,13.45,1.21,90,14.89,28.5604291,77.1145207
33.26,CLIMB,36.98,8.77,-0.02,13.39,1.20,90,14.89,28.5604354,77.1144941
33.56,CLIMB,37.35,8.68,-0.01,13.34,1.20,90,14.95,28.5604417,77.1144674
33.76,CLIMB,37.59,8.66,-0.01,13.32,1.20,90,14.96,28.5604460,77.1144497
34.06,CLIMB,37.95,8.71,-0.01,13.31,1.20,90,14.91,28.5604522,77.1144233
34.36,CLIMB,38.32,8.76,-0.01,13.31,1.20,90,14.86,28.5604585,77.1143969
34.66,CLIMB,38.68,8.81,-0.02,13.31,1.20,90,14.83,28.5604648,77.1143706
34.96,CLIMB,39.05,8.67,-0.02,13.31,1.20,90,14.96,28.5604710,77.1143442
35.26,CLIMB,39.41,8.78,-0.01,13.31,1.20,90,14.88,28.5604774,77.1143175
35.56,CLIMB,39.77,8.73,-0.01,13.30,1.21,90,14.94,28.5604838,77.1142908
35.76,CLIMB,40.01,8.77,-0.01,13.30,1.21,90,14.92,28.5604880,77.1142728
36.06,CLIMB,40.37,8.74,-0.01,13.33,1.21,90,14.97,28.5604944,77.1142462
36.36,CLIMB,40.73,8.79,-0.02,13.37,1.22,90,14.96,28.5605007,77.1142198
36.66,CLIMB,41.10,8.77,-0.02,13.40,1.22,90,15.01,28.5605070,77.1141934
36.96,CLIMB,41.47,8.74,-0.01,13.43,1.22,90,15.06,28.5605133,77.1141669
37.26,CLIMB,41.85,8.73,-0.01,13.45,1.23,90,15.09,28.5605196,77.1141402
37.56,CLIMB,42.22,8.80,-0.01,13.46,1.23,90,15.05,28.5605260,77.1141135
37.77,CLIMB,42.47,8.76,-0.01,13.46,1.23,90,15.09,28.5605303,77.1140957
38.06,CLIMB,42.84,8.76,-0.01,13.48,1.23,90,15.10,28.5605366,77.1140691
38.36,CLIMB,43.22,8.69,-0.01,13.51,1.23,90,15.17,28.5605429,77.1140427
38.56,CLIMB,43.46,8.75,-0.01,13.52,1.23,90,15.10,28.5605471,77.1140252
38.86,CLIMB,43.82,8.77,-0.01,13.53,1.23,90,15.06,28.5605534,77.1139989
39.06,CLIMB,44.07,8.72,-0.01,13.52,1.23,90,15.11,28.5605576,77.1139813
39.36,CLIMB,44.44,8.78,-0.02,13.51,1.23,90,15.04,28.5605639,77.1139548
39.66,CLIMB,44.81,8.80,-0.01,13.48,1.22,90,15.00,28.5605702,77.1139282
39.86,CLIMB,45.05,8.68,-0.01,13.46,1.22,90,15.09,28.5605745,77.1139105
40.16,CLIMB,45.42,8.67,-0.01,13.45,1.22,90,15.09,28.5605808,77.1138839
40.46,CLIMB,45.80,8.79,-0.01,13.44,1.22,90,14.97,28.5605871,77.1138576
40.76,CLIMB,46.17,8.78,-0.02,13.43,1.22,90,14.97,28.5605934,77.1138313
41.06,CLIMB,46.53,8.67,-0.02,13.42,1.21,90,15.05,28.5605997,77.1138049
41.26,CLIMB,46.78,8.68,-0.01,13.41,1.21,90,15.04,28.5606039,77.1137872
41.56,CLIMB,47.14,8.72,-0.01,13.38,1.21,90,15.00,28.5606103,77.1137606
41.86,CLIMB,47.52,8.83,-0.01,13.36,1.21,90,14.91,28.5606167,77.1137338
42.16,CLIMB,47.88,8.68,-0.01,13.35,1.22,90,15.04,28.5606231,77.1137071
42.46,CLIMB,48.26,8.61,-0.01,13.36,1.22,90,15.11,28.5606294,77.1136807
42.66,CLIMB,48.50,8.70,-0.01,13.37,1.22,90,15.04,28.5606336,77.1136631
42.96,CLIMB,48.87,8.83,-0.01,13.39,1.22,90,14.95,28.5606399,77.1136368
43.27,CLIMB,49.24,8.82,-0.01,13.40,1.22,90,14.96,28.5606463,77.1136103
43.56,CLIMB,49.61,8.72,-0.01,13.38,1.22,90,15.07,28.5606527,77.1135836
43.86,CLIMB,49.98,8.70,-0.01,13.38,1.22,90,15.09,28.5606591,77.1135569
44.06,CLIMB,50.22,8.63,-0.01,13.38,1.23,90,15.13,28.5606633,77.1135390
44.36,CLIMB,50.59,8.69,-0.01,13.41,1.23,90,15.12,28.5606697,77.1135125
44.67,CLIMB,50.95,8.80,-0.01,13.44,1.23,90,15.03,28.5606760,77.1134862
44.96,CLIMB,51.33,8.81,-0.01,13.46,1.23,90,15.02,28.5606823,77.1134599
45.27,CLIMB,51.70,8.79,-0.01,13.46,1.23,90,15.04,28.5606886,77.1134335
45.56,CLIMB,52.06,8.68,-0.01,13.46,1.23,90,15.14,28.5606950,77.1134070
45.86,CLIMB,52.43,8.75,-0.01,13.45,1.23,90,15.08,28.5607014,77.1133803
46.06,CLIMB,52.68,8.69,-0.01,13.44,1.23,90,15.13,28.5607057,77.1133625
46.36,CLIMB,53.06,8.74,-0.02,13.44,1.23,90,15.09,28.5607121,77.1133358
46.66,CLIMB,53.43,8.74,-0.01,13.46,1.23,90,15.09,28.5607184,77.1133094
46.86,CLIMB,53.68,8.78,-0.01,13.46,1.23,90,15.05,28.5607226,77.1132919
47.16,CLIMB,54.05,8.77,-0.01,13.46,1.23,90,15.06,28.5607289,77.1132656
47.37,CLIMB,54.30,8.81,-0.01,13.46,1.23,90,15.02,28.5607331,77.1132480
47.66,CLIMB,54.67,8.78,-0.01,13.44,1.23,90,15.04,28.5607395,77.1132214
47.96,CLIMB,55.04,8.67,-0.01,13.42,1.23,90,15.13,28.5607459,77.1131948
48.16,CLIMB,55.28,8.71,-0.01,13.41,1.22,90,15.09,28.5607502,77.1131770
48.36,CLIMB,55.52,8.72,-0.01,13.41,1.22,90,15.07,28.5607545,77.1131592
48.66,CLIMB,55.89,8.75,-0.01,13.42,1.22,90,15.04,28.5607608,77.1131328
48.96,CLIMB,56.26,8.75,-0.01,13.42,1.22,90,15.04,28.5607672,77.1131065
49.26,CLIMB,56.63,8.66,-0.01,13.42,1.22,90,15.12,28.5607735,77.1130802
49.57,CLIMB,57.00,8.78,-0.01,13.42,1.22,90,15.01,28.5607798,77.1130538
49.86,CLIMB,57.37,8.80,-0.01,13.41,1.22,90,14.99,28.5607862,77.1130272
50.16,CLIMB,57.73,8.73,-0.01,13.39,1.22,90,15.06,28.5607926,77.1130006
50.36,CLIMB,57.98,8.64,-0.01,13.39,1.22,90,15.14,28.5607969,77.1129828
50.66,CLIMB,58.34,8.76,-0.01,13.41,1.22,90,15.03,28.5608033,77.1129564
50.96,CLIMB,58.70,8.76,-0.01,13.42,1.22,90,15.02,28.5608096,77.1129300
51.16,CLIMB,58.94,8.82,-0.01,13.42,1.22,90,14.97,28.5608139,77.1129124
51.46,CLIMB,59.30,8.69,-0.01,13.43,1.22,90,15.09,28.5608202,77.1128861
51.67,CLIMB,59.55,8.70,-0.01,13.43,1.22,90,15.08,28.5608245,77.1128683
51.96,CLIMB,59.91,8.68,-0.01,13.42,1.22,90,15.10,28.5608309,77.1128416
52.26,CLIMB,60.28,8.66,-0.01,13.41,1.22,90,15.13,28.5608373,77.1128149
52.46,CLIMB,60.53,8.75,-0.01,13.41,1.22,90,15.04,28.5608417,77.1127971
52.76,CLIMB,60.89,8.81,-0.01,13.43,1.23,90,15.00,28.5608480,77.1127706
53.07,CLIMB,61.26,8.70,-0.01,13.44,1.23,90,15.09,28.5608544,77.1127443
53.36,CLIMB,61.63,8.72,-0.01,13.44,1.22,90,15.08,28.5608607,77.1127180
53.67,CLIMB,62.00,8.75,-0.01,13.45,1.23,90,15.05,28.5608671,77.1126915
53.96,CLIMB,62.37,8.71,-0.01,13.43,1.22,90,15.09,28.5608735,77.1126649
54.26,CLIMB,62.73,8.73,-0.01,13.42,1.22,90,15.06,28.5608800,77.1126382
54.47,CLIMB,62.97,8.77,-0.01,13.42,1.22,90,15.02,28.5608843,77.1126205
54.76,CLIMB,63.34,8.71,-0.01,13.42,1.22,90,15.06,28.5608907,77.1125940
55.06,CLIMB,63.70,8.63,-0.01,13.43,1.22,90,15.13,28.5608970,77.1125677
55.26,CLIMB,63.95,8.66,-0.01,13.44,1.22,90,15.10,28.5609012,77.1125501
55.56,CLIMB,64.31,8.64,-0.01,13.45,1.22,90,15.12,28.5609076,77.1125238
55.77,CLIMB,64.55,8.66,-0.01,13.45,1.22,90,15.09,28.5609119,77.1125062
56.06,CLIMB,64.90,8.65,-0.01,13.43,1.22,90,15.09,28.5609183,77.1124796
56.36,CLIMB,65.27,8.67,-0.01,13.42,1.22,90,15.07,28.5609247,77.1124530
56.57,CLIMB,65.51,8.77,-0.01,13.41,1.22,90,14.97,28.5609290,77.1124351
56.86,CLIMB,65.88,8.73,-0.01,13.41,1.22,90,15.02,28.5609354,77.1124086
57.16,CLIMB,66.25,8.75,-0.01,13.42,1.22,90,14.99,28.5609418,77.1123822
57.36,CLIMB,66.49,8.75,-0.01,13.42,1.22,90,15.00,28.5609461,77.1123647
57.66,CLIMB,66.86,8.64,-0.01,13.42,1.22,90,15.10,28.5609524,77.1123384
57.87,CLIMB,67.11,8.66,-0.01,13.42,1.22,90,15.08,28.5609567,77.1123207
58.16,CLIMB,67.48,8.71,-0.01,13.41,1.22,90,15.04,28.5609631,77.1122941
58.46,CLIMB,67.85,8.77,-0.01,13.40,1.22,90,14.99,28.5609696,77.1122674
58.67,CLIMB,68.09,8.74,-0.01,13.39,1.22,90,15.03,28.5609739,77.1122496
58.96,CLIMB,68.47,8.79,-0.01,13.40,1.22,90,14.99,28.5609803,77.1122231
59.27,CLIMB,68.84,8.70,-0.01,13.42,1.22,90,15.07,28.5609867,77.1121968
59.56,CLIMB,69.21,8.70,-0.01,13.43,1.22,90,15.08,28.5609931,77.1121705
59.87,CLIMB,69.57,8.69,-0.01,13.43,1.22,90,15.09,28.5609994,77.1121441
60.16,CLIMB,69.95,8.70,-0.00,13.43,1.22,90,15.08,28.5610059,77.1121176
60.46,CLIMB,70.32,8.68,-0.01,13.42,1.23,90,15.11,28.5610123,77.1120910
60.67,CLIMB,70.56,8.68,-0.01,13.42,1.23,90,15.12,28.5610166,77.1120732
60.96,CLIMB,70.94,8.69,-0.01,13.42,1.23,90,15.11,28.5610231,77.1120465
61.27,CLIMB,71.31,8.71,-0.01,13.44,1.23,90,15.11,28.5610295,77.1120202
61.56,CLIMB,71.68,8.66,-0.01,13.45,1.23,90,15.16,28.5610359,77.1119939
61.86,CLIMB,72.05,8.57,-0.01,13.46,1.23,90,15.07,28.5610423,77.1119675
62.07,CLIMB,72.30,8.63,-0.01,13.46,1.23,90,15.13,28.5610466,77.1119499
62.36,CLIMB,72.66,8.75,-0.01,13.44,1.23,90,15.06,28.5610530,77.1119233
62.57,CLIMB,72.91,8.68,-0.01,13.43,1.23,90,15.13,28.5610573,77.1119055
62.86,CLIMB,73.28,8.69,-0.01,13.42,1.23,90,15.12,28.5610638,77.1118788
63.16,CLIMB,73.65,8.66,-0.01,13.43,1.23,90,15.15,28.5610702,77.1118524
63.37,CLIMB,73.90,8.70,-0.01,13.44,1.23,90,15.11,28.5610745,77.1118348
63.66,CLIMB,74.27,8.64,-0.01,13.45,1.23,90,15.14,28.5610809,77.1118086
63.96,CLIMB,74.64,8.73,-0.01,13.45,1.23,90,15.08,28.5610872,77.1117823
64.17,CLIMB,74.88,8.67,-0.01,13.45,1.23,90,15.13,28.5610915,77.1117647
64.46,CLIMB,75.25,8.57,-0.01,13.43,1.23,90,15.07,28.5610980,77.1117381
64.67,CLIMB,75.49,8.60,-0.01,13.42,1.23,90,15.10,28.5611023,77.1117204
64.96,CLIMB,75.86,8.68,-0.01,13.41,1.23,90,15.11,28.5611088,77.1116937
65.26,CLIMB,76.23,8.74,-0.01,13.42,1.22,90,15.06,28.5611152,77.1116673
65.47,CLIMB,76.47,8.67,-0.01,13.43,1.22,90,15.11,28.5611195,77.1116498
65.76,CLIMB,76.83,8.64,-0.01,13.43,1.22,90,15.14,28.5611259,77.1116234
66.07,CLIMB,77.20,8.65,-0.01,13.43,1.22,90,15.13,28.5611323,77.1115971
66.37,CLIMB,77.57,8.70,-0.01,13.43,1.22,90,15.09,28.5611387,77.1115705
66.67,CLIMB,77.93,8.70,-0.00,13.41,1.22,90,15.08,28.5611452,77.1115439
66.96,CLIMB,78.30,8.75,-0.01,13.40,1.22,90,15.04,28.5611517,77.1115172
67.26,CLIMB,78.67,8.66,-0.01,13.40,1.22,90,15.12,28.5611582,77.1114906
67.47,CLIMB,78.91,8.63,-0.01,13.41,1.22,90,15.13,28.5611625,77.1114730
67.76,CLIMB,79.28,8.61,-0.01,13.43,1.22,90,15.11,28.5611689,77.1114467
68.06,CLIMB,79.65,8.68,-0.00,13.44,1.22,90,15.12,28.5611753,77.1114204
68.26,CLIMB,79.89,8.61,-0.01,13.44,1.22,90,15.11,28.5611796,77.1114027
68.47,CLIMB,80.14,8.67,-0.01,13.43,1.22,90,15.12,28.5611839,77.1113850
68.76,CLIMB,80.50,8.63,-0.01,13.42,1.22,90,15.13,28.5611904,77.1113584
69.07,CLIMB,80.87,8.75,-0.01,13.41,1.23,90,15.05,28.5611969,77.1113316
69.36,CLIMB,81.24,8.68,-0.01,13.43,1.23,90,15.12,28.5612034,77.1113052
69.66,CLIMB,81.61,8.69,-0.01,13.44,1.23,90,15.11,28.5612098,77.1112789
69.87,CLIMB,81.86,8.70,-0.01,13.45,1.23,90,15.10,28.5612140,77.1112614
70.16,CLIMB,82.22,8.75,-0.01,13.45,1.23,90,15.05,28.5612204,77.1112352
70.37,CLIMB,82.47,8.68,-0.01,13.45,1.22,90,15.11,28.5612247,77.1112176
70.66,CLIMB,82.83,8.66,-0.01,13.43,1.22,90,15.12,28.5612312,77.1111910
70.96,CLIMB,83.20,8.67,-0.00,13.42,1.22,90,15.11,28.5612377,77.1111644
71.17,CLIMB,83.44,8.71,-0.01,13.41,1.22,90,15.07,28.5612421,77.1111465
71.46,CLIMB,83.80,8.60,-0.01,13.41,1.22,90,15.10,28.5612485,77.1111200
71.77,CLIMB,84.17,8.72,-0.01,13.43,1.22,90,15.06,28.5612550,77.1110937
72.06,CLIMB,84.53,8.74,-0.01,13.43,1.22,90,15.04,28.5612614,77.1110674
72.37,CLIMB,84.90,8.67,-0.01,13.44,1.22,90,15.10,28.5612678,77.1110410
72.67,CLIMB,85.27,8.73,-0.01,13.42,1.22,90,15.04,28.5612743,77.1110145
72.96,CLIMB,85.64,8.76,-0.01,13.41,1.22,90,15.02,28.5612808,77.1109879
73.17,CLIMB,85.89,8.78,-0.01,13.40,1.22,90,15.01,28.5612852,77.1109701
73.46,CLIMB,86.25,8.74,-0.00,13.40,1.22,90,15.04,28.5612917,77.1109435
73.77,CLIMB,86.61,8.62,-0.01,13.42,1.22,90,15.12,28.5612981,77.1109172
74.06,CLIMB,86.98,8.64,-0.01,13.43,1.22,90,15.13,28.5613046,77.1108909
74.26,CLIMB,87.23,8.61,-0.01,13.44,1.22,90,15.11,28.5613088,77.1108734
74.47,CLIMB,87.48,8.69,-0.01,13.44,1.22,90,15.09,28.5613131,77.1108558
74.77,CLIMB,87.85,8.63,-0.01,13.44,1.22,90,15.13,28.5613196,77.1108293
75.06,CLIMB,88.22,8.72,-0.00,13.43,1.23,90,15.08,28.5613261,77.1108027
75.27,CLIMB,88.47,8.70,-0.01,13.42,1.23,90,15.10,28.5613305,77.1107850
75.56,CLIMB,88.85,8.71,-0.01,13.43,1.23,90,15.10,28.5613370,77.1107585
75.87,CLIMB,89.22,8.68,-0.01,13.44,1.23,90,15.13,28.5613434,77.1107322
76.16,CLIMB,89.58,8.74,-0.01,13.45,1.23,90,15.08,28.5613499,77.1107058
76.46,CLIMB,89.95,8.67,-0.00,13.45,1.23,90,15.14,28.5613563,77.1106795
76.67,CLIMB,90.19,8.72,-0.01,13.45,1.23,89,15.13,28.5613606,77.1106618
76.96,CLIMB,90.55,8.68,-0.01,13.43,1.22,89,15.01,28.5613672,77.1106353
77.27,CLIMB,90.91,8.65,-0.01,13.38,1.21,89,14.79,28.5613737,77.1106086
77.57,CLIMB,91.27,8.66,-0.01,13.30,1.19,89,14.47,28.5613802,77.1105819
