time_s,phase,alt_agl_m,airspeed,roll_deg,pitch_deg,climb_mps,throttle_pct,theta_cmd_deg,lat,lon
0.06,GROUND,-0.21,0.79,0.02,0.01,0.05,0,-0.00,28.5597410,77.1174499
0.36,GROUND,-0.19,0.25,0.02,-0.03,-0.02,90,-1.57,28.5597413,77.1174485
0.66,GROUND,-0.17,1.79,0.02,-0.09,-0.00,90,-2.00,28.5597427,77.1174425
0.86,GROUND,-0.17,2.42,0.02,-0.12,-0.01,90,-2.00,28.5597442,77.1174362
1.16,GROUND,-0.16,3.72,0.02,-0.13,-0.01,90,-2.00,28.5597470,77.1174240
1.46,GROUND,-0.16,4.48,0.02,-0.11,-0.01,90,-2.00,28.5597505,77.1174091
1.76,GROUND,-0.15,5.14,0.02,-0.10,-0.01,90,-2.00,28.5597546,77.1173918
2.07,GROUND,-0.14,5.85,0.02,-0.11,-0.00,90,-2.00,28.5597591,77.1173727
2.36,CLIMB,-0.12,6.55,0.03,-0.10,-0.00,90,-0.48,28.5597640,77.1173518
2.66,CLIMB,-0.12,7.13,0.03,-0.05,0.00,90,0.50,28.5597692,77.1173297
2.87,CLIMB,-0.11,7.35,0.03,-0.00,0.01,90,1.52,28.5597728,77.1173143
3.16,CLIMB,-0.10,7.86,0.03,0.17,0.01,90,3.00,28.5597785,77.1172902
3.47,CLIMB,-0.08,8.24,0.00,0.87,0.11,90,4.49,28.5597844,77.1172648
3.76,CLIMB,-0.03,8.57,-0.05,1.98,0.32,90,6.01,28.5597907,77.1172384
4.07,CLIMB,0.10,8.87,-0.08,3.30,0.57,90,7.49,28.5597971,77.1172109
4.36,CLIMB,0.33,8.99,-0.09,4.76,0.86,90,9.01,28.5598036,77.1171830
4.66,CLIMB,0.63,9.16,-0.08,6.35,1.14,90,10.50,28.5598101,77.1171550
4.86,CLIMB,0.89,9.19,-0.07,7.45,1.32,90,11.52,28.5598144,77.1171365
5.16,CLIMB,1.33,9.09,-0.07,9.10,1.57,90,12.51,28.5598208,77.1171092
5.47,CLIMB,1.84,9.07,-0.08,10.72,1.78,90,12.49,28.5598270,77.1170823
5.76,CLIMB,2.41,8.92,-0.09,12.16,1.95,90,12.34,28.5598331,77.1170561
6.07,CLIMB,3.03,8.59,-0.09,13.29,2.06,90,12.01,28.5598390,77.1170305
6.36,CLIMB,3.66,8.43,-0.09,14.10,2.10,90,11.85,28.5598447,77.1170058
6.66,CLIMB,4.30,8.09,-0.09,14.61,2.07,90,11.51,28.5598502,77.1169818
6.86,CLIMB,4.71,7.83,-0.09,14.80,2.03,90,11.25,28.5598537,77.1169665
7.16,CLIMB,5.31,7.63,-0.09,14.85,1.93,90,11.05,28.5598588,77.1169443
7.47,CLIMB,5.87,7.30,-0.10,14.61,1.79,90,10.71,28.5598637,77.1169229
7.76,CLIMB,6.38,7.03,-0.10,14.13,1.64,90,10.45,28.5598686,77.1169019
8.07,CLIMB,6.83,6.85,-0.11,13.45,1.48,90,10.27,28.5598733,77.1168811
8.36,CLIMB,7.24,6.83,-0.11,12.68,1.32,90,10.24,28.5598780,77.1168605
8.66,CLIMB,7.61,6.80,-0.10,11.93,1.18,90,10.22,28.5598827,77.1168400
8.87,CLIMB,7.83,6.83,-0.10,11.48,1.10,90,10.24,28.5598857,77.1168266
9.16,CLIMB,8.13,6.63,-0.09,10.88,1.00,90,10.05,28.5598903,77.1168063
9.47,CLIMB,8.41,6.62,-0.09,10.36,0.92,90,10.04,28.5598950,77.1167860
9.76,CLIMB,8.68,6.68,-0.09,9.92,0.87,90,10.10,28.5598996,77.1167655
10.07,CLIMB,8.93,6.69,-0.09,9.57,0.85,90,10.11,28.5599044,77.1167447
10.36,CLIMB,9.18,6.74,-0.10,9.29,0.84,90,10.16,28.5599092,77.1167235
10.66,CLIMB,9.44,6.89,-0.10,9.12,0.84,90,10.31,28.5599141,77.1167019
10.87,CLIMB,9.61,6.88,-0.09,9.07,0.86,90,10.29,28.5599174,77.1166873
11.16,CLIMB,9.88,7.01,-0.08,9.13,0.88,90,10.42,28.5599223,77.1166657
11.47,CLIMB,10.16,7.10,-0.07,9.27,0.92,90,10.52,28.5599272,77.1166439
11.76,CLIMB,10.44,7.13,-0.08,9.44,0.96,90,10.55,28.5599322,77.1166220
12.07,CLIMB,10.74,7.14,-0.08,9.65,1.01,90,10.56,28.5599372,77.1165999
12.36,CLIMB,11.04,7.15,-0.08,9.83,1.05,90,10.56,28.5599423,77.1165775
12.66,CLIMB,11.37,7.15,-0.08,10.02,1.08,90,10.57,28.5599474,77.1165552
12.87,CLIMB,11.58,7.23,-0.07,10.16,1.10,90,10.65,28.5599507,77.1165402
13.16,CLIMB,11.92,7.19,-0.07,10.38,1.13,90,10.60,28.5599557,77.1165181
