time_s,phase,alt_agl_m,airspeed,roll_deg,pitch_deg,climb_mps,throttle_pct,theta_cmd_deg,lat,lon,load_factor_nz,load_factor_total
10.76,CLIMB,23.23,10.09,-0.07,13.10,2.27,90,16.50,28.5600023,77.1163312,0.928,0.975
11.06,CLIMB,23.90,10.28,-0.07,12.83,2.30,90,16.50,28.5600105,77.1162958,0.955,1.000
11.36,CLIMB,24.60,10.47,-0.06,12.76,2.38,90,16.50,28.5600188,77.1162600,1.006,1.049
11.66,CLIMB,25.33,10.62,-0.06,12.95,2.52,90,16.50,28.5600272,77.1162238,0.994,1.035
11.96,CLIMB,26.09,10.86,-0.06,13.60,2.61,90,16.50,28.5600358,77.1161869,1.027,1.066
12.26,CLIMB,26.91,10.99,-0.06,14.18,2.80,90,16.50,28.5600444,77.1161495,1.002,1.040
12.56,CLIMB,27.77,11.17,-0.06,15.00,2.92,90,16.50,28.5600532,77.1161118,1.036,1.073
12.76,CLIMB,28.36,11.16,-0.06,15.48,3.07,90,16.50,28.5600590,77.1160866,1.035,1.071
13.06,CLIMB,29.32,11.15,-0.06,16.10,3.25,90,16.50,28.5600677,77.1160492,1.001,1.038
13.36,CLIMB,30.32,11.19,-0.06,16.75,3.39,90,16.50,28.5600763,77.1160123,1.006,1.043
13.66,CLIMB,31.36,11.18,-0.06,17.39,3.49,90,16.50,28.5600848,77.1159757,0.987,1.024
13.96,CLIMB,32.43,11.01,-0.06,17.84,3.60,90,16.50,28.5600932,77.1159394,1.001,1.039
14.16,CLIMB,33.16,10.97,-0.05,18.04,3.63,90,16.50,28.5600988,77.1159152,0.974,1.013
14.46,CLIMB,34.26,10.89,-0.05,18.35,3.60,90,16.50,28.5601072,77.1158791,0.962,1.002
14.66,CLIMB,34.97,10.87,-0.05,18.59,3.57,90,16.50,28.5601127,77.1158551,0.973,1.013
14.96,CLIMB,36.04,10.70,-0.06,18.60,3.56,90,16.50,28.5601210,77.1158194,0.941,0.983
15.26,CLIMB,37.11,10.50,-0.06,18.44,3.52,90,16.50,28.5601291,77.1157844,0.968,1.010
15.46,CLIMB,37.82,10.50,-0.07,18.27,3.50,90,16.50,28.5601345,77.1157612,0.961,1.004
15.76,CLIMB,38.86,10.48,-0.06,18.07,3.39,90,16.50,28.5601425,77.1157266,0.918,0.962
16.06,CLIMB,39.87,10.46,-0.06,17.63,3.34,90,16.50,28.5601505,77.1156921,0.941,0.986
16.36,CLIMB,40.86,10.39,-0.06,17.26,3.24,90,16.50,28.5601586,77.1156573,0.935,0.980
16.66,CLIMB,41.80,10.35,-0.04,17.07,3.13,90,16.50,28.5601667,77.1156223,0.935,0.980
16.96,CLIMB,42.73,10.35,-0.04,16.78,3.06,90,16.50,28.5601749,77.1155872,0.923,0.968
17.26,CLIMB,43.65,10.31,-0.05,16.45,3.03,90,16.50,28.5601830,77.1155522,0.981,1.026
17.46,CLIMB,44.25,10.39,-0.05,16.11,2.99,90,16.50,28.5601884,77.1155290,0.902,0.947
17.76,CLIMB,45.14,10.43,-0.06,15.92,2.92,90,16.50,28.5601965,77.1154941,0.936,0.979
18.06,CLIMB,46.01,10.52,-0.05,15.86,2.94,90,16.50,28.5602046,77.1154590,1.003,1.046
18.36,CLIMB,46.89,10.59,-0.05,15.61,2.94,90,16.50,28.5602129,77.1154235,0.993,1.036
18.66,CLIMB,47.78,10.59,-0.04,15.48,2.95,90,16.50,28.5602212,77.1153876,0.920,0.962
18.96,CLIMB,48.67,10.60,-0.04,15.62,2.95,90,16.50,28.5602295,77.1153515,0.957,0.999
19.26,CLIMB,49.58,10.59,-0.05,15.63,3.04,90,16.50,28.5602379,77.1153154,0.954,0.995
19.46,CLIMB,50.19,10.67,-0.05,15.70,3.03,90,16.50,28.5602434,77.1152915,0.945,0.986
19.76,CLIMB,51.11,10.81,-0.05,16.02,3.07,90,16.50,28.5602517,77.1152557,0.979,1.019
20.06,CLIMB,52.04,10.87,-0.05,16.24,3.13,90,16.50,28.5602601,77.1152198,0.960,1.001
20.36,CLIMB,52.99,10.91,-0.04,16.45,3.14,90,16.50,28.5602684,77.1151839,0.985,1.025
20.66,CLIMB,53.93,10.77,-0.04,16.76,3.16,90,16.50,28.5602768,77.1151476,0.967,1.007
20.96,CLIMB,54.89,10.81,-0.05,16.76,3.23,90,16.50,28.5602852,77.1151114,0.948,0.988
21.26,CLIMB,55.86,10.67,-0.05,16.88,3.23,90,16.50,28.5602936,77.1150751,0.962,1.003
21.46,CLIMB,56.51,10.71,-0.05,16.84,3.26,90,16.50,28.5602991,77.1150513,0.978,1.019
21.76,CLIMB,57.48,10.68,-0.04,16.93,3.25,90,16.50,28.5603074,77.1150157,1.008,1.049
22.06,CLIMB,58.46,10.76,-0.04,16.82,3.27,90,16.50,28.5603156,77.1149803,0.920,0.961
22.36,CLIMB,59.44,10.62,-0.04,16.92,3.26,90,16.50,28.5603239,77.1149448,0.981,1.022
22.66,CLIMB,60.42,10.59,-0.03,16.83,3.26,90,16.50,28.5603321,77.1149090,0.970,1.012
22.96,CLIMB,61.39,10.65,-0.04,16.81,3.23,90,16.50,28.5603405,77.1148732,0.975,1.017
23.26,CLIMB,62.36,10.54,-0.03,16.83,3.21,90,16.50,28.5603488,77.1148373,0.950,0.992
23.46,CLIMB,63.01,10.58,-0.03,16.75,3.24,90,16.50,28.5603543,77.1148137,0.956,0.998
23.76,CLIMB,63.98,10.56,-0.04,16.74,3.19,90,16.50,28.5603625,77.1147784,0.939,0.981
24.06,CLIMB,64.94,10.58,-0.04,16.69,3.18,90,16.50,28.5603707,77.1147431,0.926,0.968
24.36,CLIMB,65.88,10.64,-0.04,16.72,3.15,90,16.50,28.5603789,77.1147078,0.934,0.976
24.66,CLIMB,66.83,10.60,-0.04,16.66,3.16,90,16.50,28.5603871,77.1146723,0.932,0.974
24.96,CLIMB,67.77,10.61,-0.03,16.63,3.12,90,16.50,28.5603954,77.1146367,0.978,1.020
25.26,CLIMB,68.71,10.59,-0.03,16.59,3.09,90,16.50,28.5604037,77.1146008,0.981,1.023
25.46,CLIMB,69.33,10.51,-0.03,16.56,3.10,90,16.50,28.5604092,77.1145770,0.977,1.019
25.76,CLIMB,70.27,10.45,-0.03,16.48,3.10,90,16.50,28.5604175,77.1145416,0.964,1.006
26.06,CLIMB,71.20,10.53,-0.03,16.46,3.10,90,16.50,28.5604257,77.1145062,1.000,1.042
26.36,CLIMB,72.14,10.54,-0.04,16.19,3.14,90,16.50,28.5604339,77.1144707,0.984,1.026
26.66,CLIMB,73.08,10.52,-0.04,16.24,3.11,90,16.50,28.5604422,77.1144350,0.976,1.018
26.96,CLIMB,74.02,10.57,-0.03,16.42,3.07,90,16.50,28.5604506,77.1143990,0.936,0.977
27.26,CLIMB,74.96,10.61,-0.03,16.28,3.16,90,16.50,28.5604589,77.1143629,0.959,1.001
27.46,CLIMB,75.60,10.68,-0.03,16.16,3.16,90,16.50,28.5604645,77.1143388,0.963,1.004
27.76,CLIMB,76.55,10.74,-0.04,16.38,3.12,90,16.50,28.5604728,77.1143030,0.952,0.993
28.06,CLIMB,77.48,10.74,-0.03,16.61,3.13,90,16.50,28.5604811,77.1142673,1.003,1.044
28.36,CLIMB,78.43,10.65,-0.03,16.46,3.20,90,16.50,28.5604894,77.1142317,0.975,1.016
28.66,CLIMB,79.39,10.67,-0.03,16.33,3.21,90,16.50,28.5604977,77.1141959,0.938,0.979
28.96,CLIMB,80.36,10.62,-0.04,16.32,3.21,90,16.50,28.5605060,77.1141599,0.948,0.989
29.26,CLIMB,81.33,10.63,-0.04,16.42,3.20,90,16.50,28.5605144,77.1141238,0.930,0.971
29.46,CLIMB,81.97,10.63,-0.03,16.61,3.17,90,16.50,28.5605200,77.1140998,0.929,0.970
29.76,CLIMB,82.93,10.69,-0.03,16.81,3.20,90,16.50,28.5605284,77.1140639,0.964,1.005
30.06,CLIMB,83.91,10.70,-0.02,16.53,3.25,90,16.50,28.5605366,77.1140284,0.933,0.974
30.36,CLIMB,84.87,10.67,-0.03,16.74,3.17,90,16.50,28.5605449,77.1139929,0.939,0.980
30.66,CLIMB,85.83,10.70,-0.03,16.72,3.23,90,16.50,28.5605531,77.1139574,0.949,0.990
30.86,CLIMB,86.47,10.73,-0.02,16.66,3.20,90,16.50,28.5605587,77.1139336,0.919,0.960
31.16,CLIMB,87.43,10.68,-0.02,16.69,3.19,90,16.50,28.5605670,77.1138978,0.968,1.010
31.36,CLIMB,88.07,10.71,-0.02,16.75,3.15,90,16.50,28.5605726,77.1138738,0.953,0.994
31.66,CLIMB,89.03,10.67,-0.03,16.68,3.18,90,16.50,28.5605810,77.1138377,0.956,0.998
31.96,CLIMB,89.98,10.62,-0.03,16.58,3.20,90,16.50,28.5605892,77.1138022,0.988,1.030
32.16,CLIMB,90.62,10.59,-0.03,16.57,3.15,89,16.35,28.5605947,77.1137786,0.948,0.989
32.46,CLIMB,91.57,10.66,-0.02,16.51,3.16,89,16.26,28.5606030,77.1137432,0.938,0.979
32.76,CLIMB,92.52,10.64,-0.03,16.44,3.12,89,16.11,28.5606112,77.1137077,0.929,0.970
33.06,CLIMB,93.46,10.51,-0.03,16.22,3.12,89,15.87,28.5606196,77.1136720,0.945,0.985
33.36,CLIMB,94.39,10.52,-0.03,15.82,3.12,88,15.50,28.5606279,77.1136362,0.940,0.979
33.66,CLIMB,95.30,10.52,-0.03,15.76,3.01,88,14.93,28.5606363,77.1136002,0.969,1.006
33.96,CLIMB,96.19,10.53,-0.03,15.40,2.91,86,14.04,28.5606446,77.1135646,0.906,0.940
34.16,CLIMB,96.76,10.53,-0.04,15.13,2.86,85,13.23,28.5606501,77.1135410,0.945,0.977
34.46,CLIMB,97.58,10.44,-0.04,14.49,2.63,83,11.74,28.5606583,77.1135057,0.876,0.903
34.76,CLIMB,98.33,10.38,-0.05,13.41,2.42,80,10.26,28.5606666,77.1134703,0.875,0.897
35.06,CLIMB,99.00,10.37,-0.06,11.86,2.04,76,8.74,28.5606748,77.1134349,0.864,0.880
35.36,CRUISE,99.53,10.27,-0.08,9.57,1.51,66,-5.00,28.5606830,77.1133994,0.818,0.823
35.66,CRUISE,99.86,10.11,-0.09,4.57,0.71,66,-5.00,28.5606912,77.1133640,0.723,0.728
35.96,CRUISE,99.94,10.14,-0.10,-0.48,-0.09,66,-5.00,28.5606995,77.1133284,0.706,0.710
36.16,CRUISE,99.86,10.18,-0.11,-3.08,-0.66,66,-5.00,28.5607050,77.1133046,0.732,0.736
36.46,CRUISE,99.53,10.52,-0.10,-6.09,-1.39,66,-4.45,28.5607134,77.1132680,0.854,0.857
36.76,CRUISE,99.02,10.99,-0.09,-8.74,-2.00,66,-3.03,28.5607222,77.1132301,0.851,0.853
37.06,CRUISE,98.33,11.57,-0.08,-10.25,-2.47,66,-1.29,28.5607313,77.1131903,0.906,0.907
37.36,CRUISE,97.54,12.18,-0.06,-10.93,-2.73,66,0.53,28.5607409,77.1131485,0.939,0.939
37.66,CRUISE,96.70,12.70,-0.06,-10.84,-2.80,66,2.11,28.5607509,77.1131049,1.033,1.033
37.96,CRUISE,95.86,13.29,-0.06,-10.00,-2.73,66,3.87,28.5607613,77.1130595,1.058,1.058
38.16,CRUISE,95.31,13.60,-0.06,-9.00,-2.57,66,4.79,28.5607684,77.1130287,1.142,1.142
38.46,CRUISE,94.59,14.05,-0.06,-7.80,-2.18,66,6.14,28.5607793,77.1129814,1.071,1.071
38.76,CRUISE,93.99,14.37,-0.06,-5.80,-1.74,66,7.10,28.5607903,77.1129330,1.174,1.174
39.06,CRUISE,93.55,14.56,-0.05,-3.61,-1.21,66,7.69,28.5608016,77.1128838,1.156,1.157
39.37,CRUISE,93.28,14.70,-0.05,-1.57,-0.61,66,8.11,28.5608131,77.1128341,1.176,1.177
39.66,CRUISE,93.20,14.69,-0.04,0.52,-0.09,66,8.07,28.5608245,77.1127842,1.151,1.152
39.96,CRUISE,93.27,14.59,-0.05,2.70,0.45,66,7.77,28.5608359,77.1127346,1.214,1.214
40.16,CRUISE,93.40,14.47,-0.05,3.67,0.78,66,7.40,28.5608434,77.1127022,1.126,1.126
40.46,CRUISE,93.71,14.23,-0.05,5.31,1.15,66,6.69,28.5608543,77.1126545,1.108,1.108
40.76,CRUISE,94.11,13.95,-0.06,6.80,1.42,66,5.85,28.5608650,77.1126080,1.142,1.142
41.06,CRUISE,94.58,13.63,-0.07,7.52,1.64,66,4.88,28.5608754,77.1125626,1.078,1.078
41.37,CRUISE,95.10,13.24,-0.07,7.96,1.68,66,3.71,28.5608857,77.1125180,1.019,1.019
41.66,CRUISE,95.62,12.88,-0.07,7.76,1.71,66,2.64,28.5608957,77.1124743,0.946,0.946
41.96,CRUISE,96.11,12.63,-0.07,7.79,1.51,66,1.88,28.5609055,77.1124314,0.965,0.965
42.16,CRUISE,96.41,12.44,-0.08,7.32,1.46,66,1.31,28.5609119,77.1124034,0.984,0.985
42.46,CRUISE,96.81,12.19,-0.08,6.66,1.17,66,0.56,28.5609213,77.1123624,0.933,0.934
42.76,CRUISE,97.12,11.92,-0.08,5.46,0.92,66,-0.24,28.5609305,77.1123221,0.885,0.886
43.06,CRUISE,97.36,11.77,-0.08,4.03,0.62,66,-0.70,28.5609397,77.1122821,0.871,0.872
43.37,CRUISE,97.49,11.71,-0.08,2.75,0.34,66,-0.87,28.5609488,77.1122418,0.941,0.943
43.66,CRUISE,97.54,11.63,-0.08,1.04,0.09,66,-1.10,28.5609581,77.1122013,0.964,0.966
43.96,CRUISE,97.51,11.76,-0.08,-0.47,-0.24,66,-0.72,28.5609674,77.1121603,0.874,0.875
44.16,CRUISE,97.44,11.79,-0.08,-1.02,-0.38,66,-0.63,28.5609736,77.1121328,0.921,0.922
44.46,CRUISE,97.28,11.97,-0.07,-1.54,-0.61,66,-0.09,28.5609830,77.1120915,0.993,0.994
44.76,CRUISE,97.09,12.24,-0.07,-2.20,-0.69,66,0.72,28.5609925,77.1120498,1.000,1.001
45.06,CRUISE,96.86,12.43,-0.07,-2.44,-0.78,66,1.29,28.5610021,77.1120074,0.976,0.976
45.37,APPROACH,96.60,12.60,-0.06,-3.00,-1.07,40,0.60,28.5610119,77.1119643,0.768,0.775
45.66,APPROACH,96.16,12.59,-0.04,-5.59,-1.72,45,0.59,28.5610216,77.1119214,0.839,0.843
45.96,APPROACH,95.56,12.60,-0.04,-7.86,-2.18,49,0.60,28.5610314,77.1118784,0.889,0.891
46.16,APPROACH,95.09,12.69,-0.05,-8.66,-2.40,51,0.69,28.5610380,77.1118492,0.914,0.916
46.46,APPROACH,94.32,12.91,-0.06,-8.87,-2.59,53,0.91,28.5610479,77.1118056,0.995,0.996
46.77,APPROACH,93.52,13.07,-0.06,-8.47,-2.66,54,1.07,28.5610580,77.1117614,1.043,1.044
47.06,APPROACH,92.73,13.36,-0.06,-8.08,-2.55,53,1.36,28.5610682,77.1117164,1.005,1.007
47.37,APPROACH,91.97,13.60,-0.05,-7.71,-2.38,52,1.60,28.5610785,77.1116706,1.059,1.062
47.66,APPROACH,91.26,13.72,-0.03,-6.77,-2.31,51,1.72,28.5610891,77.1116240,1.045,1.048
47.96,APPROACH,90.60,13.92,-0.04,-6.20,-2.08,50,1.92,28.5610998,77.1115769,1.092,1.096
48.16,APPROACH,90.19,13.95,-0.04,-5.82,-2.01,49,1.95,28.5611069,77.1115453,1.034,1.039
48.46,APPROACH,89.60,13.94,-0.04,-5.18,-1.90,48,1.94,28.5611176,77.1114981,1.008,1.013
48.77,APPROACH,89.04,13.86,-0.04,-4.35,-1.83,47,1.86,28.5611282,77.1114515,1.012,1.017
49.06,APPROACH,88.52,13.84,-0.03,-4.08,-1.75,46,1.84,28.5611387,77.1114051,0.971,0.977
49.36,APPROACH,88.02,13.80,-0.04,-3.97,-1.64,46,1.80,28.5611492,77.1113590,1.047,1.051
49.56,APPROACH,87.70,13.79,-0.03,-4.12,-1.60,45,1.79,28.5611562,77.1113282,0.987,0.992
49.86,APPROACH,87.21,13.70,-0.03,-3.72,-1.65,46,1.70,28.5611666,77.1112820,1.024,1.028
50.07,APPROACH,86.87,13.63,-0.03,-3.60,-1.62,46,1.63,28.5611736,77.1112514,1.015,1.019
50.36,APPROACH,86.40,13.55,-0.03,-4.05,-1.55,45,1.55,28.5611840,77.1112054,0.951,0.956
50.66,APPROACH,85.92,13.44,-0.03,-3.57,-1.64,45,1.44,28.5611943,77.1111603,0.970,0.974
50.86,APPROACH,85.59,13.40,-0.03,-3.28,-1.63,46,1.40,28.5612011,77.1111303,1.018,1.021
51.16,APPROACH,85.10,13.38,-0.03,-3.30,-1.57,45,1.38,28.5612112,77.1110857,1.053,1.056
51.47,APPROACH,84.63,13.25,-0.02,-3.40,-1.64,45,1.25,28.5612213,77.1110412,0.997,1.000
51.76,APPROACH,84.13,13.23,-0.02,-3.35,-1.61,45,1.23,28.5612315,77.1109966,0.975,0.978
52.07,APPROACH,83.63,13.14,-0.03,-3.12,-1.63,46,1.14,28.5612416,77.1109521,0.999,1.002
52.36,APPROACH,83.13,13.02,-0.03,-3.25,-1.64,46,1.02,28.5612517,77.1109075,1.016,1.019
52.66,APPROACH,82.62,12.98,-0.03,-2.91,-1.70,46,0.98,28.5612617,77.1108635,0.992,0.995
52.87,APPROACH,82.28,13.01,-0.04,-2.83,-1.68,46,1.01,28.5612683,77.1108344,0.988,0.991
53.16,APPROACH,81.78,12.88,-0.04,-2.76,-1.70,46,0.88,28.5612781,77.1107911,0.996,0.998
53.47,APPROACH,81.28,12.82,-0.03,-2.94,-1.64,46,0.82,28.5612879,77.1107479,0.985,0.987
53.76,APPROACH,80.76,12.78,-0.04,-2.79,-1.70,46,0.78,28.5612978,77.1107045,1.058,1.059
54.07,APPROACH,80.27,12.73,-0.04,-3.22,-1.63,46,0.73,28.5613077,77.1106611,0.971,0.973
54.36,APPROACH,79.77,12.70,-0.04,-3.11,-1.68,46,0.70,28.5613175,77.1106176,1.019,1.021
54.66,APPROACH,79.26,12.75,-0.03,-2.77,-1.66,46,0.75,28.5613273,77.1105744,1.002,1.004
54.87,APPROACH,78.93,12.74,-0.03,-2.64,-1.68,46,0.74,28.5613338,77.1105459,1.023,1.025
55.16,APPROACH,78.44,12.59,-0.04,-2.69,-1.65,46,0.59,28.5613434,77.1105034,1.034,1.036
55.47,APPROACH,77.94,12.60,-0.04,-2.73,-1.64,46,0.60,28.5613530,77.1104610,1.014,1.016
55.76,APPROACH,77.45,12.54,-0.04,-2.68,-1.67,45,0.54,28.5613627,77.1104185,0.968,0.970
56.07,APPROACH,76.94,12.52,-0.04,-2.29,-1.67,46,0.52,28.5613723,77.1103757,0.997,0.998
56.36,APPROACH,76.45,12.51,-0.03,-2.32,-1.67,46,0.51,28.5613820,77.1103331,1.001,1.002
56.66,APPROACH,75.95,12.45,-0.03,-2.57,-1.64,46,0.45,28.5613917,77.1102903,0.939,0.941
56.87,APPROACH,75.61,12.39,-0.03,-2.42,-1.65,46,0.39,28.5613981,77.1102622,1.037,1.038
57.16,APPROACH,75.10,12.34,-0.03,-2.32,-1.67,46,0.34,28.5614076,77.1102203,1.000,1.001
57.47,APPROACH,74.60,12.41,-0.03,-2.42,-1.67,46,0.41,28.5614170,77.1101785,0.979,0.980
57.76,APPROACH,74.10,12.30,-0.04,-2.49,-1.65,46,0.30,28.5614265,77.1101367,1.039,1.040
58.07,APPROACH,73.58,12.36,-0.04,-2.24,-1.70,46,0.36,28.5614360,77.1100946,1.061,1.062
58.36,APPROACH,73.07,12.35,-0.04,-2.39,-1.70,46,0.35,28.5614455,77.1100525,1.044,1.045
58.66,APPROACH,72.57,12.25,-0.04,-2.49,-1.68,46,0.25,28.5614550,77.1100102,0.987,0.988
58.87,APPROACH,72.23,12.23,-0.04,-2.51,-1.70,46,0.23,28.5614613,77.1099824,0.965,0.966
59.16,APPROACH,71.72,12.29,-0.04,-2.37,-1.69,46,0.29,28.5614707,77.1099409,0.970,0.971
59.47,APPROACH,71.20,12.33,-0.04,-2.19,-1.72,46,0.33,28.5614800,77.1098995,0.969,0.970
59.76,APPROACH,70.68,12.23,-0.05,-2.23,-1.66,46,0.23,28.5614893,77.1098581,1.022,1.023
60.07,APPROACH,70.17,12.23,-0.05,-2.23,-1.72,46,0.23,28.5614987,77.1098165,1.000,1.001
60.36,APPROACH,69.65,12.26,-0.05,-2.11,-1.69,46,0.26,28.5615081,77.1097749,1.019,1.020
60.66,APPROACH,69.15,12.17,-0.04,-2.45,-1.67,46,0.17,28.5615176,77.1097329,1.026,1.027
60.87,APPROACH,68.81,12.22,-0.04,-2.64,-1.69,46,0.22,28.5615239,77.1097050,0.936,0.938
61.16,APPROACH,68.30,12.21,-0.04,-2.39,-1.71,46,0.21,28.5615332,77.1096635,0.987,0.988
61.47,APPROACH,67.78,12.22,-0.04,-1.96,-1.70,46,0.22,28.5615425,77.1096223,1.037,1.038
61.76,APPROACH,67.26,12.15,-0.04,-1.88,-1.72,46,0.15,28.5615518,77.1095812,1.011,1.012
62.07,APPROACH,66.75,12.14,-0.04,-2.19,-1.65,46,0.14,28.5615611,77.1095398,0.988,0.989
62.36,APPROACH,66.25,12.15,-0.04,-2.35,-1.67,46,0.15,28.5615704,77.1094982,0.978,0.979
62.66,APPROACH,65.75,12.13,-0.05,-2.17,-1.70,46,0.13,28.5615798,77.1094566,1.004,1.005
62.87,APPROACH,65.41,12.07,-0.04,-2.25,-1.66,46,0.07,28.5615860,77.1094288,0.960,0.961
63.16,APPROACH,64.90,12.07,-0.04,-2.09,-1.69,46,0.07,28.5615953,77.1093876,1.002,1.003
63.47,APPROACH,64.40,12.12,-0.04,-2.09,-1.69,46,0.12,28.5616045,77.1093466,0.969,0.970
63.76,APPROACH,63.89,12.16,-0.04,-1.84,-1.71,46,0.16,28.5616137,77.1093057,1.009,1.010
64.07,APPROACH,63.38,12.14,-0.04,-1.97,-1.64,46,0.14,28.5616229,77.1092647,0.971,0.972
64.36,APPROACH,62.88,12.11,-0.04,-1.97,-1.70,46,0.11,28.5616321,77.1092236,0.935,0.936
64.66,APPROACH,62.37,12.02,-0.05,-1.89,-1.69,46,0.02,28.5616414,77.1091823,0.987,0.988
64.87,APPROACH,62.04,12.03,-0.04,-1.84,-1.67,46,0.03,28.5616475,77.1091548,1.020,1.021
65.16,APPROACH,61.53,12.03,-0.04,-1.75,-1.71,46,0.03,28.5616568,77.1091137,1.018,1.019
65.47,APPROACH,61.02,12.02,-0.04,-1.96,-1.64,46,0.02,28.5616659,77.1090730,1.027,1.028
65.76,APPROACH,60.53,11.93,-0.04,-2.17,-1.70,46,-0.07,28.5616750,77.1090322,0.958,0.959
66.06,APPROACH,60.02,11.94,-0.04,-1.90,-1.72,46,-0.06,28.5616841,77.1089915,0.942,0.943
66.27,APPROACH,59.68,11.92,-0.04,-1.73,-1.67,46,-0.08,28.5616902,77.1089641,1.023,1.024
66.56,APPROACH,59.19,12.02,-0.04,-2.30,-1.63,45,0.02,28.5616994,77.1089230,0.942,0.943
66.77,APPROACH,58.86,11.98,-0.04,-2.24,-1.66,46,-0.02,28.5617056,77.1088955,0.983,0.984
67.06,APPROACH,58.35,12.05,-0.04,-1.84,-1.69,46,0.05,28.5617148,77.1088541,1.020,1.021
