time_s,phase,alt_agl_m,airspeed,roll_deg,pitch_deg,climb_mps,throttle_pct,theta_cmd_deg,lat,lon
6.76,CLIMB,6.31,10.24,-0.07,19.79,3.32,90,16.50,28.5598717,77.1168917
7.06,CLIMB,7.31,9.92,-0.07,20.48,3.28,90,16.42,28.5598783,77.1168636
7.36,CLIMB,8.28,9.58,-0.07,20.77,3.18,90,16.08,28.5598845,77.1168366
7.66,CLIMB,9.20,9.15,-0.07,20.65,3.01,90,15.65,28.5598906,77.1168105
7.96,CLIMB,10.06,8.87,-0.08,20.12,2.80,90,15.37,28.5598965,77.1167850
8.26,CLIMB,10.85,8.69,-0.08,19.24,2.55,90,15.19,28.5599023,77.1167599
8.56,CLIMB,11.57,8.52,-0.08,18.15,2.30,90,15.02,28.5599081,77.1167351
8.76,CLIMB,12.00,8.41,-0.08,17.36,2.14,90,14.91,28.5599119,77.1167187
9.06,CLIMB,12.59,8.26,-0.08,16.16,1.90,90,14.76,28.5599175,77.1166944
9.36,CLIMB,13.12,8.12,-0.07,14.95,1.70,90,14.62,28.5599232,77.1166700
9.66,CLIMB,13.60,8.19,-0.07,13.83,1.52,90,14.69,28.5599289,77.1166454
9.96,CLIMB,14.03,8.20,-0.08,12.87,1.39,90,14.70,28.5599347,77.1166203
10.26,CLIMB,14.42,8.34,-0.08,12.12,1.31,90,14.84,28.5599407,77.1165944
10.56,CLIMB,14.80,8.45,-0.08,11.62,1.27,90,14.95,28.5599468,77.1165680
10.76,CLIMB,15.06,8.64,-0.07,11.45,1.27,90,15.14,28.5599510,77.1165499
11.06,CLIMB,15.45,8.86,-0.06,11.46,1.31,90,15.36,28.5599572,77.1165228
11.36,CLIMB,15.86,8.96,-0.05,11.71,1.38,90,15.46,28.5599636,77.1164955
11.66,CLIMB,16.29,9.16,-0.05,12.13,1.49,90,15.66,28.5599700,77.1164679
11.96,CLIMB,16.76,9.20,-0.06,12.70,1.61,90,15.70,28.5599765,77.1164400
12.26,CLIMB,17.26,9.24,-0.06,13.30,1.73,90,15.74,28.5599830,77.1164117
12.56,CLIMB,17.80,9.20,-0.06,13.95,1.85,90,15.70,28.5599896,77.1163834
12.76,CLIMB,18.18,9.21,-0.05,14.38,1.93,90,15.71,28.5599940,77.1163645
13.06,CLIMB,18.78,9.30,-0.05,15.05,2.03,90,15.80,28.5600005,77.1163366
13.36,CLIMB,19.41,9.26,-0.05,15.68,2.11,90,15.76,28.5600069,77.1163092
13.66,CLIMB,20.06,9.22,-0.05,16.18,2.17,90,15.72,28.5600132,77.1162821
13.96,CLIMB,20.71,9.12,-0.06,16.56,2.19,90,15.62,28.5600194,77.1162553
14.16,CLIMB,21.15,9.03,-0.06,16.73,2.19,90,15.53,28.5600236,77.1162376
14.46,CLIMB,21.81,8.88,-0.06,16.85,2.17,90,15.38,28.5600297,77.1162111
14.66,CLIMB,22.23,8.87,-0.06,16.84,2.15,90,15.37,28.5600338,77.1161936
14.96,CLIMB,22.88,8.66,-0.05,16.75,2.10,90,15.16,28.5600399,77.1161675
15.26,CLIMB,23.50,8.74,-0.05,16.58,2.03,90,15.24,28.5600459,77.1161419
15.46,CLIMB,23.91,8.62,-0.05,16.41,1.99,90,15.12,28.5600498,77.1161249
15.76,CLIMB,24.49,8.50,-0.05,16.10,1.91,90,15.00,28.5600557,77.1160997
16.06,CLIMB,25.06,8.43,-0.05,15.74,1.84,90,14.93,28.5600616,77.1160744
16.26,CLIMB,25.42,8.41,-0.05,15.47,1.79,90,14.91,28.5600656,77.1160574
16.56,CLIMB,25.95,8.40,-0.05,15.06,1.72,90,14.90,28.5600715,77.1160318
16.76,CLIMB,26.29,8.54,-0.05,14.81,1.69,90,15.04,28.5600755,77.1160147
17.06,CLIMB,26.79,8.57,-0.05,14.49,1.64,90,15.07,28.5600816,77.1159887
17.36,CLIMB,27.27,8.63,-0.05,14.28,1.61,90,15.13,28.5600876,77.1159630
17.56,CLIMB,27.59,8.59,-0.04,14.19,1.61,90,15.09,28.5600916,77.1159458
17.86,CLIMB,28.08,8.63,-0.05,14.10,1.60,90,15.13,28.5600976,77.1159199
18.16,CLIMB,28.56,8.79,-0.05,14.08,1.61,90,15.29,28.5601037,77.1158938
18.46,CLIMB,29.05,8.74,-0.05,14.12,1.64,90,15.24,28.5601099,77.1158673
18.76,CLIMB,29.55,8.79,-0.05,14.21,1.67,90,15.29,28.5601161,77.1158407
19.06,CLIMB,30.05,8.78,-0.05,14.35,1.70,90,15.28,28.5601224,77.1158139
19.36,CLIMB,30.57,8.83,-0.04,14.57,1.74,90,15.33,28.5601286,77.1157873
19.56,CLIMB,30.93,8.88,-0.04,14.72,1.77,90,15.38,28.5601327,77.1157697
19.86,CLIMB,31.46,8.79,-0.04,14.96,1.81,90,15.29,28.5601389,77.1157433
20.16,CLIMB,32.02,8.79,-0.04,15.18,1.84,90,15.29,28.5601450,77.1157170
20.46,CLIMB,32.58,8.85,-0.04,15.36,1.86,90,15.35,28.5601512,77.1156906
20.76,CLIMB,33.16,8.81,-0.03,15.49,1.88,90,15.31,28.5601574,77.1156642
21.06,CLIMB,33.73,8.85,-0.03,15.59,1.89,90,15.35,28.5601636,77.1156376
21.36,CLIMB,34.31,8.77,-0.03,15.67,1.90,90,15.27,28.5601698,77.1156113
21.56,CLIMB,34.70,8.72,-0.04,15.72,1.89,90,15.22,28.5601738,77.1155940
21.86,CLIMB,35.27,8.66,-0.04,15.73,1.88,90,15.16,28.5601799,77.1155682
22.16,CLIMB,35.84,8.64,-0.04,15.69,1.87,90,15.14,28.5601859,77.1155425
22.46,CLIMB,36.41,8.56,-0.04,15.61,1.85,90,15.06,28.5601920,77.1155166
22.76,CLIMB,36.96,8.58,-0.04,15.48,1.82,90,15.08,28.5601980,77.1154907
22.96,CLIMB,37.32,8.59,-0.03,15.39,1.80,90,15.09,28.5602021,77.1154734
23.26,CLIMB,37.86,8.68,-0.03,15.26,1.78,90,15.18,28.5602082,77.1154474
23.56,CLIMB,38.39,8.60,-0.03,15.17,1.76,90,15.10,28.5602142,77.1154216
23.76,CLIMB,38.75,8.61,-0.03,15.11,1.75,90,15.11,28.5602182,77.1154045
24.06,CLIMB,39.27,8.58,-0.03,15.03,1.74,90,15.08,28.5602243,77.1153789
24.36,CLIMB,39.79,8.63,-0.03,14.96,1.73,90,15.13,28.5602303,77.1153531
24.66,CLIMB,40.30,8.69,-0.03,14.90,1.72,90,15.19,28.5602364,77.1153272
24.96,CLIMB,40.83,8.70,-0.03,14.86,1.72,90,15.20,28.5602425,77.1153011
25.26,CLIMB,41.35,8.64,-0.03,14.84,1.73,90,15.14,28.5602487,77.1152749
25.56,CLIMB,41.88,8.69,-0.04,14.86,1.74,90,15.19,28.5602548,77.1152487
25.76,CLIMB,42.23,8.64,-0.04,14.89,1.74,90,15.14,28.5602589,77.1152314
26.06,CLIMB,42.75,8.75,-0.04,14.94,1.75,90,15.25,28.5602650,77.1152054
26.36,CLIMB,43.28,8.78,-0.03,15.00,1.77,90,15.28,28.5602711,77.1151794
26.66,CLIMB,43.81,8.69,-0.03,15.07,1.78,90,15.19,28.5602773,77.1151532
26.96,CLIMB,44.35,8.72,-0.03,15.12,1.79,90,15.22,28.5602834,77.1151268
27.26,CLIMB,44.89,8.66,-0.03,15.16,1.80,90,15.16,28.5602896,77.1151005
27.56,CLIMB,45.44,8.73,-0.03,15.22,1.81,90,15.23,28.5602958,77.1150741
27.76,CLIMB,45.80,8.67,-0.03,15.27,1.81,90,15.17,28.5602999,77.1150568
28.06,CLIMB,46.35,8.68,-0.03,15.32,1.82,90,15.18,28.5603060,77.1150309
28.36,CLIMB,46.90,8.70,-0.03,15.35,1.82,90,15.20,28.5603121,77.1150050
28.66,CLIMB,47.45,8.70,-0.03,15.36,1.81,90,15.20,28.5603182,77.1149790
28.96,CLIMB,47.98,8.77,-0.03,15.34,1.81,90,15.27,28.5603243,77.1149529
29.26,CLIMB,48.53,8.75,-0.03,15.32,1.80,90,15.25,28.5603305,77.1149268
29.56,CLIMB,49.07,8.65,-0.03,15.31,1.80,90,15.15,28.5603366,77.1149007
29.76,CLIMB,49.43,8.62,-0.03,15.31,1.80,90,15.12,28.5603407,77.1148835
30.06,CLIMB,49.96,8.55,-0.03,15.29,1.79,90,15.05,28.5603468,77.1148577
30.36,CLIMB,50.50,8.56,-0.02,15.25,1.78,90,15.06,28.5603528,77.1148320
30.66,CLIMB,51.03,8.62,-0.02,15.20,1.77,90,15.12,28.5603589,77.1148063
30.96,CLIMB,51.57,8.67,-0.02,15.15,1.77,90,15.17,28.5603650,77.1147803
31.26,CLIMB,52.10,8.68,-0.02,15.10,1.76,90,15.18,28.5603712,77.1147542
31.56,CLIMB,52.63,8.73,-0.02,15.07,1.76,90,15.23,28.5603774,77.1147280
31.76,CLIMB,52.98,8.67,-0.02,15.07,1.76,90,15.17,28.5603815,77.1147106
32.06,CLIMB,53.51,8.74,-0.02,15.08,1.76,90,15.24,28.5603876,77.1146847
32.36,CLIMB,54.03,8.75,-0.02,15.10,1.76,90,15.25,28.5603936,77.1146589
32.66,CLIMB,54.56,8.67,-0.02,15.13,1.76,90,15.17,28.5603997,77.1146330
32.96,CLIMB,55.09,8.75,-0.02,15.14,1.77,90,15.25,28.5604059,77.1146070
33.26,CLIMB,55.62,8.70,-0.02,15.14,1.77,90,15.20,28.5604120,77.1145808
33.56,CLIMB,56.16,8.61,-0.02,15.15,1.78,90,15.11,28.5604182,77.1145546
33.76,CLIMB,56.52,8.58,-0.02,15.16,1.78,90,15.08,28.5604223,77.1145371
34.06,CLIMB,57.06,8.62,-0.02,15.18,1.78,90,15.12,28.5604284,77.1145112
34.36,CLIMB,57.60,8.68,-0.02,15.20,1.78,90,15.18,28.5604345,77.1144854
34.66,CLIMB,58.13,8.71,-0.02,15.21,1.78,90,15.21,28.5604406,77.1144596
34.96,CLIMB,58.67,8.57,-0.02,15.22,1.78,90,15.07,28.5604467,77.1144337
35.26,CLIMB,59.21,8.67,-0.02,15.21,1.78,90,15.17,28.5604529,77.1144076
35.56,CLIMB,59.74,8.62,-0.02,15.19,1.78,90,15.12,28.5604590,77.1143814
35.76,CLIMB,60.09,8.65,-0.02,15.18,1.78,90,15.15,28.5604632,77.1143639
36.06,CLIMB,60.63,8.62,-0.02,15.18,1.78,90,15.12,28.5604693,77.1143379
36.36,CLIMB,61.16,8.67,-0.02,15.19,1.78,90,15.17,28.5604754,77.1143120
36.56,CLIMB,61.52,8.63,-0.02,15.19,1.78,90,15.13,28.5604795,77.1142948
36.86,CLIMB,62.06,8.58,-0.02,15.20,1.78,90,15.08,28.5604856,77.1142690
37.06,CLIMB,62.42,8.55,-0.02,15.19,1.78,90,15.05,28.5604896,77.1142516
37.36,CLIMB,62.96,8.60,-0.02,15.16,1.78,90,15.10,28.5604958,77.1142255
37.66,CLIMB,63.49,8.62,-0.02,15.14,1.78,90,15.12,28.5605020,77.1141993
37.86,CLIMB,63.85,8.58,-0.02,15.13,1.78,90,15.08,28.5605061,77.1141819
38.16,CLIMB,64.39,8.65,-0.02,15.14,1.78,90,15.15,28.5605123,77.1141559
38.50,CLIMB,64.92,8.64,-0.02,15.15,1.78,90,15.14,28.5605184,77.1141301
38.76,CLIMB,65.44,8.69,-0.02,15.15,1.78,90,15.19,28.5605245,77.1141043
39.06,CLIMB,65.98,8.62,-0.02,15.16,1.78,90,15.12,28.5605306,77.1140784
39.36,CLIMB,66.51,8.69,-0.02,15.15,1.78,90,15.19,28.5605367,77.1140524
39.66,CLIMB,67.04,8.72,-0.02,15.15,1.78,90,15.22,28.5605429,77.1140262
39.86,CLIMB,67.40,8.60,-0.02,15.15,1.78,90,15.10,28.5605470,77.1140088
40.16,CLIMB,67.94,8.58,-0.02,15.16,1.78,90,15.08,28.5605532,77.1139827
40.46,CLIMB,68.48,8.70,-0.02,15.17,1.78,90,15.20,28.5605593,77.1139568
40.76,CLIMB,69.02,8.69,-0.02,15.19,1.78,90,15.19,28.5605654,77.1139310
41.06,CLIMB,69.56,8.58,-0.02,15.19,1.78,90,15.08,28.5605715,77.1139051
41.26,CLIMB,69.92,8.59,-0.02,15.19,1.79,90,15.09,28.5605756,77.1138877
41.56,CLIMB,70.45,8.63,-0.02,15.17,1.79,90,15.13,28.5605818,77.1138616
41.76,CLIMB,70.81,8.71,-0.02,15.15,1.79,90,15.21,28.5605859,77.1138441
42.06,CLIMB,71.36,8.63,-0.02,15.15,1.78,90,15.13,28.5605922,77.1138178
42.36,CLIMB,71.90,8.51,-0.02,15.17,1.79,90,15.01,28.5605983,77.1137919
42.56,CLIMB,72.26,8.54,-0.02,15.17,1.79,90,15.04,28.5606024,77.1137746
42.86,CLIMB,72.80,8.67,-0.02,15.16,1.79,90,15.17,28.5606085,77.1137488
43.16,CLIMB,73.34,8.66,-0.02,15.16,1.79,90,15.16,28.5606146,77.1137229
43.46,CLIMB,73.88,8.64,-0.02,15.16,1.78,90,15.14,28.5606208,77.1136968
43.76,CLIMB,74.41,8.65,-0.02,15.15,1.79,90,15.15,28.5606270,77.1136706
43.96,CLIMB,74.77,8.55,-0.02,15.14,1.79,90,15.05,28.5606312,77.1136531
44.26,CLIMB,75.30,8.53,-0.02,15.14,1.79,90,15.03,28.5606374,77.1136271
44.56,CLIMB,75.84,8.67,-0.02,15.13,1.78,90,15.17,28.5606435,77.1136012
44.86,CLIMB,76.37,8.71,-0.02,15.14,1.78,90,15.21,28.5606496,77.1135754
45.16,CLIMB,76.91,8.74,-0.02,15.16,1.78,90,15.24,28.5606558,77.1135496
45.36,CLIMB,77.27,8.67,-0.02,15.17,1.78,90,15.17,28.5606599,77.1135323
45.66,CLIMB,77.80,8.55,-0.02,15.17,1.79,90,15.05,28.5606661,77.1135061
45.86,CLIMB,78.16,8.65,-0.02,15.15,1.79,90,15.15,28.5606702,77.1134887
46.16,CLIMB,78.70,8.64,-0.02,15.14,1.79,90,15.14,28.5606765,77.1134624
46.46,CLIMB,79.24,8.64,-0.02,15.14,1.79,90,15.14,28.5606826,77.1134364
46.66,CLIMB,79.60,8.65,-0.02,15.16,1.79,90,15.15,28.5606867,77.1134191
46.96,CLIMB,80.14,8.68,-0.02,15.17,1.79,90,15.18,28.5606929,77.1133933
47.26,CLIMB,80.68,8.69,-0.02,15.19,1.79,90,15.19,28.5606990,77.1133675
47.56,CLIMB,81.22,8.76,-0.02,15.19,1.79,90,15.26,28.5607052,77.1133414
47.86,CLIMB,81.76,8.64,-0.02,15.18,1.79,90,15.14,28.5607114,77.1133153
48.16,CLIMB,82.29,8.61,-0.02,15.18,1.79,90,15.11,28.5607176,77.1132890
48.46,CLIMB,82.83,8.62,-0.02,15.17,1.79,90,15.12,28.5607238,77.1132630
48.66,CLIMB,83.19,8.65,-0.02,15.18,1.79,90,15.15,28.5607279,77.1132458
48.96,CLIMB,83.72,8.65,-0.02,15.18,1.79,90,15.15,28.5607341,77.1132199
49.26,CLIMB,84.26,8.55,-0.02,15.19,1.79,90,15.05,28.5607402,77.1131941
49.56,CLIMB,84.80,8.67,-0.01,15.18,1.79,90,15.17,28.5607464,77.1131683
49.87,CLIMB,85.34,8.70,-0.01,15.16,1.79,90,15.20,28.5607526,77.1131422
50.16,CLIMB,85.88,8.63,-0.01,15.15,1.79,90,15.13,28.5607588,77.1131160
50.46,CLIMB,86.41,8.62,-0.01,15.14,1.79,90,15.12,28.5607650,77.1130899
50.66,CLIMB,86.76,8.66,-0.01,15.14,1.78,90,15.16,28.5607692,77.1130727
50.96,CLIMB,87.29,8.66,-0.02,15.15,1.78,90,15.16,28.5607753,77.1130468
51.26,CLIMB,87.82,8.67,-0.02,15.16,1.78,90,15.17,28.5607815,77.1130210
51.56,CLIMB,88.35,8.60,-0.01,15.17,1.78,90,15.10,28.5607877,77.1129950
51.87,CLIMB,88.89,8.52,-0.01,15.15,1.78,90,15.02,28.5607939,77.1129689
52.16,CLIMB,89.42,8.55,-0.01,15.12,1.78,90,15.05,28.5608001,77.1129427
52.46,CLIMB,89.95,8.65,-0.01,15.10,1.78,90,15.15,28.5608064,77.1129164
52.66,CLIMB,90.31,8.67,-0.01,15.11,1.78,89,15.11,28.5608106,77.1128991
52.96,CLIMB,90.85,8.68,-0.01,15.12,1.77,89,14.84,28.5608167,77.1128732
53.26,CLIMB,91.38,8.63,-0.01,15.06,1.75,89,14.37,28.5608229,77.1128474
53.56,CLIMB,91.90,8.55,-0.02,14.87,1.71,88,13.72,28.5608290,77.1128216
53.87,CLIMB,92.40,8.64,-0.02,14.47,1.63,86,12.95,28.5608352,77.1127956
54.16,CLIMB,92.87,8.56,-0.03,13.86,1.51,85,12.12,28.5608414,77.1127696
54.46,CLIMB,93.29,8.54,-0.03,13.03,1.35,84,11.31,28.5608476,77.1127437
54.66,CLIMB,93.54,8.47,-0.04,12.36,1.23,83,10.79,28.5608517,77.1127264
54.96,CLIMB,93.88,8.43,-0.04,11.23,1.03,82,10.07,28.5608578,77.1127007
55.26,CLIMB,94.16,8.43,-0.05,9.98,0.82,81,9.48,28.5608640,77.1126749
55.56,CLIMB,94.36,8.47,-0.05,8.69,0.61,80,9.02,28.5608702,77.1126488
55.87,CLIMB,94.50,8.60,-0.05,7.45,0.42,79,8.70,28.5608765,77.1126222
56.16,CLIMB,94.59,8.72,-0.05,6.34,0.26,79,8.50,28.5608829,77.1125950
56.46,CLIMB,94.64,8.94,-0.05,5.46,0.13,79,8.39,28.5608895,77.1125671
56.66,CLIMB,94.66,9.07,-0.05,5.02,0.08,79,8.34,28.5608940,77.1125482
56.96,CLIMB,94.68,9.30,-0.05,4.62,0.03,79,8.31,28.5609008,77.1125197
57.26,CLIMB,94.69,9.42,-0.05,4.48,0.04,79,8.29,28.5609076,77.1124906
57.46,CLIMB,94.70,9.51,-0.05,4.53,0.07,79,8.26,28.5609123,77.1124710
57.76,CLIMB,94.73,9.61,-0.05,4.79,0.14,79,8.18,28.5609194,77.1124410
58.07,CLIMB,94.79,9.85,-0.04,5.19,0.24,78,8.05,28.5609266,77.1124104
58.36,CLIMB,94.88,10.03,-0.04,5.67,0.35,78,7.84,28.5609339,77.1123795
58.66,CLIMB,95.01,10.06,-0.04,6.17,0.47,78,7.55,28.5609413,77.1123482
58.86,CLIMB,95.12,10.12,-0.04,6.49,0.53,77,7.31,28.5609462,77.1123276
59.16,CLIMB,95.30,10.10,-0.04,6.90,0.61,77,6.90,28.5609535,77.1122968
59.47,CLIMB,95.49,10.06,-0.04,7.16,0.65,76,6.47,28.5609607,77.1122662
59.76,CLIMB,95.69,9.98,-0.05,7.23,0.66,75,6.03,28.5609679,77.1122357
60.07,CLIMB,95.88,9.97,-0.05,7.11,0.62,75,5.59,28.5609751,77.1122053
60.36,CLIMB,96.06,9.83,-0.05,6.78,0.55,74,5.19,28.5609823,77.1121750
60.66,CLIMB,96.22,9.80,-0.05,6.30,0.45,73,4.87,28.5609895,77.1121446
60.87,CLIMB,96.30,9.76,-0.05,5.91,0.37,73,4.69,28.5609943,77.1121244
61.16,CLIMB,96.40,9.73,-0.05,5.29,0.25,73,4.48,28.5610013,77.1120946
61.47,CLIMB,96.45,9.75,-0.05,4.64,0.13,72,4.36,28.5610084,77.1120648
61.76,CLIMB,96.47,9.67,-0.05,4.01,0.01,72,4.32,28.5610154,77.1120349
62.07,CLIMB,96.45,9.75,-0.05,3.46,-0.09,72,4.36,28.5610225,77.1120047
62.36,CLIMB,96.41,9.94,-0.05,3.02,-0.16,73,4.46,28.5610298,77.1119740
62.66,CLIMB,96.35,9.97,-0.04,2.75,-0.20,73,4.57,28.5610371,77.1119431
62.87,CLIMB,96.31,10.03,-0.04,2.67,-0.21,73,4.66,28.5610420,77.1119222
63.16,CLIMB,96.25,10.10,-0.04,2.70,-0.20,73,4.79,28.5610494,77.1118910
63.47,CLIMB,96.19,10.26,-0.04,2.89,-0.15,73,4.92,28.5610568,77.1118596
63.76,CLIMB,96.16,10.29,-0.04,3.20,-0.08,73,4.99,28.5610642,77.1118281
64.07,CLIMB,96.14,10.40,-0.04,3.58,0.00,73,5.02,28.5610717,77.1117962
64.36,CLIMB,96.16,10.32,-0.04,4.01,0.09,73,4.99,28.5610793,77.1117642
64.66,CLIMB,96.20,10.35,-0.04,4.41,0.18,73,4.91,28.5610869,77.1117319
64.87,CLIMB,96.24,10.39,-0.04,4.67,0.23,73,4.82,28.5610920,77.1117104
65.16,CLIMB,96.32,10.40,-0.03,5.00,0.29,73,4.65,28.5610996,77.1116784
65.47,CLIMB,96.40,10.35,-0.03,5.23,0.33,73,4.47,28.5611070,77.1116467
65.76,CLIMB,96.50,10.27,-0.04,5.34,0.34,72,4.27,28.5611145,77.1116152
66.06,CLIMB,96.60,10.22,-0.04,5.31,0.33,72,4.07,28.5611219,77.1115839
66.26,CLIMB,96.66,10.19,-0.04,5.23,0.30,72,3.94,28.5611268,77.1115630
66.56,CLIMB,96.74,10.13,-0.04,4.99,0.25,72,3.78,28.5611342,77.1115317
66.77,CLIMB,96.78,10.20,-0.04,4.78,0.21,71,3.69,28.5611392,77.1115107
67.06,CLIMB,96.83,10.15,-0.04,4.42,0.14,71,3.59,28.5611466,77.1114794
67.36,CLIMB,96.86,10.05,-0.04,4.04,0.06,71,3.55,28.5611539,77.1114485
67.57,CLIMB,96.86,10.06,-0.04,3.79,0.01,71,3.54,28.5611587,77.1114280
67.86,CLIMB,96.86,10.06,-0.05,3.44,-0.06,71,3.55,28.5611660,77.1113972
68.17,CLIMB,96.82,10.07,-0.04,3.14,-0.12,71,3.62,28.5611733,77.1113662
68.46,CLIMB,96.77,10.12,-0.04,2.89,-0.16,71,3.72,28.5611807,77.1113349
68.77,CLIMB,96.71,10.14,-0.04,2.75,-0.18,72,3.84,28.5611882,77.1113033
69.06,CLIMB,96.66,10.29,-0.04,2.73,-0.18,72,3.95,28.5611957,77.1112714
69.36,CLIMB,96.61,10.29,-0.04,2.83,-0.16,72,4.05,28.5612032,77.1112398
69.57,CLIMB,96.58,10.28,-0.04,2.95,-0.13,72,4.11,28.5612082,77.1112187
69.86,CLIMB,96.54,10.39,-0.03,3.18,-0.08,72,4.18,28.5612157,77.1111869
70.17,CLIMB,96.52,10.46,-0.03,3.45,-0.03,72,4.23,28.5612232,77.1111551
70.46,CLIMB,96.52,10.38,-0.03,3.73,0.03,72,4.23,28.5612308,77.1111230
70.77,CLIMB,96.53,10.46,-0.03,4.00,0.09,72,4.21,28.5612384,77.1110908
71.06,CLIMB,96.56,10.40,-0.03,4.23,0.13,72,4.15,28.5612460,77.1110585
71.36,CLIMB,96.60,10.37,-0.03,4.43,0.17,72,4.06,28.5612537,77.1110263
71.57,CLIMB,96.63,10.34,-0.03,4.54,0.19,72,3.99,28.5612587,77.1110051
71.86,CLIMB,96.69,10.34,-0.03,4.63,0.20,72,3.88,28.5612662,77.1109735
72.17,CLIMB,96.74,10.36,-0.03,4.64,0.19,72,3.77,28.5612736,77.1109421
72.46,CLIMB,96.80,10.31,-0.03,4.56,0.17,71,3.66,28.5612810,77.1109106
72.77,CLIMB,96.84,10.24,-0.03,4.40,0.14,71,3.57,28.5612885,77.1108790
73.06,CLIMB,96.88,10.29,-0.03,4.18,0.09,71,3.50,28.5612960,77.1108475
73.36,CLIMB,96.89,10.18,-0.03,3.94,0.05,71,3.48,28.5613034,77.1108160
73.57,CLIMB,96.89,10.18,-0.04,3.80,0.01,71,3.48,28.5613083,77.1107952
73.86,CLIMB,96.89,10.17,-0.03,3.59,-0.03,71,3.48,28.5613157,77.1107641
74.17,CLIMB,96.87,10.15,-0.03,3.39,-0.07,71,3.52,28.5613230,77.1107330
74.46,CLIMB,96.85,10.21,-0.03,3.23,-0.10,71,3.56,28.5613304,77.1107017
74.77,CLIMB,96.82,10.18,-0.03,3.11,-0.12,71,3.62,28.5613379,77.1106703
75.06,CLIMB,96.79,10.29,-0.03,3.04,-0.12,71,3.69,28.5613454,77.1106385
75.36,CLIMB,96.75,10.35,-0.03,3.04,-0.12,71,3.75,28.5613529,77.1106066
75.57,CLIMB,96.73,10.34,-0.03,3.09,-0.11,71,3.80,28.5613579,77.1105855
75.86,CLIMB,96.70,10.34,-0.03,3.21,-0.08,72,3.86,28.5613654,77.1105538
76.17,CLIMB,96.67,10.41,-0.03,3.36,-0.05,72,3.91,28.5613729,77.1105221
76.46,CLIMB,96.66,10.37,-0.03,3.53,-0.02,72,3.94,28.5613804,77.1104903
76.76,CLIMB,96.66,10.37,-0.03,3.70,0.02,72,3.95,28.5613880,77.1104582
76.97,CLIMB,96.66,10.40,-0.03,3.80,0.04,72,3.95,28.5613931,77.1104368
77.26,CLIMB,96.67,10.37,-0.03,3.94,0.07,72,3.93,28.5614007,77.1104045
77.56,CLIMB,96.69,10.37,-0.03,4.08,0.10,72,3.88,28.5614083,77.1103723
77.77,CLIMB,96.71,10.43,-0.03,4.16,0.11,72,3.84,28.5614133,77.1103512
78.06,CLIMB,96.74,10.37,-0.03,4.24,0.12,72,3.78,28.5614208,77.1103195
78.37,CLIMB,96.77,10.33,-0.03,4.27,0.12,71,3.72,28.5614282,77.1102880
78.66,CLIMB,96.80,10.30,-0.03,4.23,0.11,71,3.66,28.5614357,77.1102564
