wall_time_s,ardu_mode,lat_degE7,lon_degE7,alt_msl_mm,alt_agl_mm,vx_cmps,vy_cmps,vz_cmps,roll_rad,pitch_rad,yaw_rad,rollspeed_rps,pitchspeed_rps,yawspeed_rps,local_x_m,local_y_m,local_z_m,local_vx_mps,local_vy_mps,local_vz_mps,airspeed_mps,groundspeed_mps,heading_deg,throttle_pct,climb_mps,xacc_mg,yacc_mg,zacc_mg,xgyro_mradps,ygyro_mradps,zgyro_mradps,nav_roll_deg,nav_pitch_deg,alt_error_m,aspd_error_mps,xtrack_error_m
13.459,-1,0,0,0,0,0,0,0,0.00203,0.00183,-1.30628,0.00023,0.00033,0.00020,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
13.459,-1,285597410,771174500,237000,-57,0,1,0,0.00204,0.00184,-1.30626,0.00028,0.00033,0.00025,0.006,0.011,0.098,0.009,0.016,0.000,0.42,0.02,285,0,-0.00,0,0,0,0,0,0,0.00,4.99,100.06,-36.12,0.00
13.459,-1,285597410,771174500,236990,-60,0,1,0,0.00205,0.00186,-1.30624,0.00029,0.00031,0.00025,0.007,0.011,0.100,0.009,0.016,0.001,0.71,0.02,285,8,-0.00,0,0,0,0,0,0,0.00,4.99,100.07,-42.10,0.00
13.460,-1,285597410,771174500,236990,-62,0,1,0,0.00206,0.00187,-1.30621,0.00032,0.00031,0.00028,0.007,0.011,0.102,0.010,0.016,0.001,0.81,0.02,285,18,-0.00,0,0,0,0,0,0,0.00,4.99,100.07,226.02,0.00
13.460,-1,285597410,771174500,236990,-62,1,0,0,0.00208,0.00188,-1.30619,0.00026,0.00032,0.00032,0.007,0.011,0.103,0.013,0.005,0.001,0.29,0.01,285,28,-0.00,0,0,0,0,0,0,0.00,4.99,100.07,1919.38,0.00
13.460,-1,285597410,771174499,236990,-63,2,-3,0,0.00209,0.00188,-1.30616,0.00037,0.00033,0.00028,0.008,0.009,0.103,0.024,-0.035,0.001,0.57,0.04,285,38,-0.00,0,0,0,0,0,0,0.00,4.99,100.07,2971.10,0.00
13.461,10,285597410,771174499,236990,-63,4,-12,0,0.00210,0.00188,-1.30614,0.00030,0.00038,0.00021,0.011,-0.000,0.103,0.049,-0.124,0.001,0.29,0.13,285,48,-0.00,0,0,0,0,0,0,0.00,4.99,100.07,2942.52,0.00
13.461,10,285597411,771174497,236990,-63,9,-28,0,0.00211,0.00185,-1.30612,0.00031,0.00030,0.00028,0.017,-0.022,0.104,0.092,-0.283,0.001,0.58,0.30,285,58,-0.00,0,0,0,0,0,0,0.00,4.99,100.07,2970.62,0.00
13.461,10,285597412,771174493,236990,-63,15,-52,0,0.00213,0.00182,-1.30611,0.00031,0.00034,0.00029,0.029,-0.065,0.104,0.159,-0.529,0.000,0.48,0.55,285,68,-0.00,0,0,0,0,0,0,0.00,4.99,100.07,2941.61,0.00
13.462,10,285597414,771174485,236990,-63,25,-88,0,0.00213,0.00175,-1.30610,0.00026,0.00032,0.00027,0.049,-0.137,0.103,0.255,-0.881,-0.001,0.19,0.92,285,78,0.00,0,0,0,0,0,0,0.00,4.99,100.07,2952.02,0.00
13.462,10,285597417,771174474,236990,-62,38,-136,0,0.00213,0.00168,-1.30612,0.00032,0.00032,0.00022,0.080,-0.254,0.102,0.385,-1.362,-0.002,0.25,1.41,285,88,0.00,0,0,0,0,0,0,0.00,4.99,100.07,2980.49,0.00
13.462,10,285597421,771174456,236990,-61,55,-197,0,0.00214,0.00153,-1.30617,0.00035,0.00033,0.00029,0.126,-0.425,0.101,0.552,-1.979,-0.003,0.47,2.06,285,98,0.00,0,0,0,0,0,0,0.00,6.06,100.07,2975.46,0.00
13.462,10,285597427,771174432,236990,-60,73,-266,0,0.00214,0.00139,-1.30625,0.00029,0.00031,0.00023,0.190,-0.664,0.100,0.739,-2.669,-0.004,1.25,2.77,285,100,0.00,0,0,0,0,0,0,0.00,8.42,100.07,2953.36,0.00
13.463,10,285597434,771174400,237000,-59,92,-335,0,0.00214,0.00121,-1.30643,0.00027,0.00029,0.00021,0.273,-0.974,0.099,0.925,-3.357,-0.004,1.86,3.48,285,100,0.00,0,0,0,0,0,0,0.00,9.32,100.06,2875.39,0.00
13.463,10,285597443,771174361,237000,-58,111,-404,0,0.00214,0.00106,-1.30662,0.00025,0.00026,0.00019,0.375,-1.353,0.099,1.111,-4.047,-0.005,2.13,4.20,285,100,0.00,0,0,0,0,0,0,0.00,9.42,100.06,2814.44,0.00
13.463,10,285597454,771174315,237000,-58,129,-473,0,0.00214,0.00088,-1.30692,0.00037,0.00030,0.00020,0.496,-1.802,0.098,1.297,-4.737,-0.005,2.83,4.91,285,100,0.00,0,0,0,0,0,0,0.00,9.44,100.06,2786.84,0.00
13.464,10,285597467,771174262,237000,-58,147,-538,0,0.00214,0.00074,-1.30722,0.00032,0.00029,0.00020,0.635,-2.319,0.099,1.471,-5.385,-0.005,3.51,5.58,285,100,0.00,0,0,0,0,0,0,0.00,9.54,100.06,2717.10,0.00
13.464,10,285597481,771174203,237000,-59,163,-601,0,0.00214,0.00060,-1.30762,0.00029,0.00026,0.00015,0.791,-2.898,0.099,1.638,-6.013,-0.004,4.28,6.23,285,100,0.00,0,0,0,0,0,0,0.00,8.71,100.06,2649.25,0.00
13.464,10,285597496,771174137,237000,-59,180,-662,0,0.00215,0.00049,-1.30796,0.00027,0.00025,0.00013,0.963,-3.540,0.099,1.802,-6.627,-0.004,4.97,6.87,285,100,0.00,0,0,0,0,0,0,-0.04,8.59,100.06,2571.55,0.00
13.465,10,285597513,771174066,237000,-59,196,-724,0,0.00216,0.00036,-1.30835,0.00030,0.00022,0.00018,1.152,-4.243,0.099,1.965,-7.242,-0.003,5.64,7.50,285,100,0.00,0,0,0,0,0,0,-0.04,8.48,100.06,2503.29,0.00
13.465,10,285597531,771173987,237000,-59,212,-786,0,0.00217,0.00026,-1.30866,0.00027,0.00021,0.00009,1.356,-5.008,0.100,2.130,-7.862,-0.002,6.13,8.15,285,100,0.00,0,0,0,0,0,0,-0.04,8.63,100.06,2435.49,0.00
13.465,10,285597551,771173903,236990,-60,229,-848,0,0.00218,0.00014,-1.30901,0.00030,0.00026,0.00015,1.577,-5.834,0.100,2.294,-8.484,-0.001,6.81,8.79,285,100,0.00,0,0,0,0,0,0,-0.03,8.77,100.07,2387.39,0.00
13.466,10,285597573,771173811,236990,-60,245,-911,0,0.00220,-0.00004,-1.30932,0.00030,0.00023,0.00009,1.816,-6.731,0.101,2.459,-9.110,-0.000,7.33,9.44,284,100,0.00,0,0,0,0,0,0,-0.02,8.84,100.07,2318.58,0.00
13.466,10,285597596,771173713,236990,-62,262,-973,0,0.00222,-0.00033,-1.30960,0.00029,0.00017,0.00016,2.072,-7.690,0.102,2.623,-9.732,0.002,7.98,10.08,284,100,-0.00,0,0,0,0,0,0,-0.01,8.80,100.07,2267.50,0.00
13.466,10,285597620,771173608,236990,-61,278,-1034,0,0.00223,-0.00065,-1.30982,0.00029,0.00018,0.00009,2.344,-8.712,0.102,2.786,-10.350,0.004,8.54,10.72,284,100,-0.00,0,0,0,0,0,0,0.00,8.73,100.07,2202.37,0.00
13.467,10,285597646,771173497,236990,-60,294,-1096,0,0.00226,-0.00100,-1.31000,0.00029,0.00021,0.00010,2.634,-9.799,0.101,2.949,-10.966,0.007,9.15,11.36,284,100,-0.01,0,0,0,0,0,0,0.00,8.64,100.07,2145.72,0.00
13.467,10,285597674,771173380,236990,-60,311,-1157,0,0.00228,-0.00133,-1.31015,0.00024,0.00015,0.00009,2.940,-10.947,0.101,3.111,-11.577,0.010,9.80,11.99,284,100,-0.01,0,0,0,0,0,0,0.00,8.52,100.07,2084.70,0.00
13.467,10,285597702,771173257,236990,-60,326,-1217,1,0.00230,-0.00165,-1.31027,0.00029,0.00010,0.00007,3.260,-12.148,0.100,3.270,-12.179,0.013,10.40,12.61,284,100,-0.01,0,0,0,0,0,0,0.01,8.40,100.07,2019.53,0.00
13.467,10,285597733,771173127,236990,-60,342,-1278,1,0.00233,-0.00192,-1.31036,0.00028,0.00010,0.00011,3.598,-13.418,0.101,3.429,-12.780,0.017,11.03,13.23,284,100,-0.02,0,0,0,0,0,0,0.02,8.26,100.07,1959.60,0.00
13.482,10,285597765,771172991,236990,-62,358,-1337,2,0.00235,-0.00218,-1.31043,0.00030,0.00018,0.00007,3.953,-14.748,0.102,3.587,-13.376,0.021,11.62,13.85,284,100,-0.02,0,0,0,0,0,0,0.03,8.11,100.07,1897.04,0.00
13.533,10,285597798,771172849,236990,-63,374,-1396,2,0.00238,-0.00233,-1.31047,0.00026,0.00010,0.00009,4.323,-16.135,0.103,3.744,-13.966,0.024,12.16,14.46,284,100,-0.02,0,0,0,0,0,0,0.03,7.95,100.07,1837.66,0.00
13.539,10,285597833,771172701,236990,-63,390,-1454,2,0.00241,-0.00231,-1.31051,0.00026,0.00014,0.00010,4.711,-17.584,0.103,3.900,-14.550,0.026,12.78,15.06,284,100,-0.03,0,0,0,0,0,0,0.04,7.78,100.07,1783.88,0.00
13.542,10,285597868,771172549,236990,-63,405,-1511,2,0.00244,-0.00221,-1.31052,0.00027,0.00014,0.00009,5.109,-19.072,0.104,4.052,-15.119,0.027,13.40,15.65,284,100,-0.03,0,0,0,0,0,0,0.04,7.61,100.07,1722.33,0.00
13.562,10,285597905,771172391,236990,-63,420,-1567,2,0.00247,-0.00202,-1.31054,0.00024,0.00011,0.00008,5.521,-20.612,0.103,4.202,-15.680,0.027,13.97,16.23,284,100,-0.03,0,0,0,0,0,0,0.04,7.43,100.07,1660.39,0.00
13.581,10,285597944,771172229,236990,-63,435,-1623,2,0.00250,-0.00183,-1.31054,0.00029,0.00018,0.00009,5.947,-22.204,0.103,4.350,-16.232,0.027,14.51,16.81,284,100,-0.03,0,0,0,0,0,0,0.04,7.24,100.07,1603.24,0.00
13.601,10,285597983,771172060,236990,-61,449,-1677,2,0.00252,-0.00162,-1.31054,0.00028,0.00021,0.00012,6.387,-23.848,0.102,4.496,-16.777,0.026,15.08,17.37,284,100,-0.03,0,0,0,0,0,0,0.05,7.05,100.07,1548.80,0.00
13.621,10,285598024,771171887,236990,-62,464,-1731,2,0.00255,-0.00144,-1.31055,0.00031,0.00022,0.00003,6.842,-25.544,0.103,4.641,-17.315,0.025,15.65,17.93,284,100,-0.02,0,0,0,0,0,0,0.05,6.87,100.07,1492.37,0.00
13.640,10,285598066,771171708,236990,-61,478,-1784,2,0.00258,-0.00124,-1.31058,0.00035,0.00022,0.00007,7.310,-27.292,0.102,4.783,-17.845,0.023,16.20,18.47,284,100,-0.02,0,0,0,0,0,0,0.05,6.68,100.07,1435.41,0.00
13.660,10,285598109,771171524,237000,-59,492,-1836,2,0.00261,-0.00109,-1.31061,0.00027,0.00023,0.00009,7.792,-29.092,0.099,4.923,-18.368,0.021,16.76,19.02,284,100,-0.02,0,0,0,0,0,0,0.05,6.49,100.06,1379.51,0.00
13.679,10,285598154,771171335,237000,-56,506,-1888,1,0.00263,-0.00092,-1.31064,0.00033,0.00020,0.00013,8.287,-30.944,0.096,5.062,-18.885,0.019,17.28,19.55,284,100,-0.02,0,0,0,0,0,0,0.06,6.30,100.06,1324.32,0.00
13.697,10,285598200,771171140,237000,-54,519,-1939,1,0.00266,-0.00078,-1.31066,0.00042,0.00021,0.00009,8.797,-32.847,0.095,5.198,-19.395,0.017,17.83,20.08,284,100,-0.02,0,0,0,0,0,0,0.07,6.11,100.06,1272.13,0.00
13.722,10,285598247,771170940,237000,-55,533,-1989,1,0.00269,-0.00063,-1.31069,0.00029,0.00023,0.00010,9.320,-34.800,0.095,5.333,-19.898,0.015,18.39,20.60,284,100,-0.02,0,0,0,0,0,0,0.07,5.93,100.06,1216.60,0.00
13.742,10,285598295,771170735,237000,-54,546,-2039,1,0.00272,-0.00059,-1.31072,0.00035,0.00017,0.00013,9.856,-36.804,0.095,5.466,-20.395,0.013,18.93,21.11,284,100,-0.01,0,0,0,0,0,0,0.07,5.75,100.06,1161.28,0.00
13.761,10,285598345,771170522,237000,-56,560,-2089,1,0.00275,-0.00072,-1.31074,0.00035,0.00018,0.00006,10.413,-38.888,0.096,5.600,-20.896,0.014,19.44,21.63,284,100,-0.01,0,0,0,0,0,0,0.07,5.57,100.06,1107.27,0.00
13.780,10,285598396,771170305,237000,-59,573,-2138,1,0.00278,-0.00082,-1.31075,0.00031,0.00296,0.00015,10.982,-41.010,0.100,5.733,-21.388,0.016,19.95,22.14,284,100,-0.02,0,0,0,0,0,0,0.07,5.39,100.06,1056.23,0.00
13.822,10,285598448,771170082,236990,-64,586,-2187,1,0.00281,-0.00003,-1.31077,0.00036,0.01699,0.00011,11.564,-43.187,0.104,5.864,-21.877,0.019,20.47,22.65,284,100,-0.02,0,0,0,0,0,0,0.09,5.22,100.07,1004.99,0.00
