wall_time_s,ardu_mode,lat_degE7,lon_degE7,alt_msl_mm,alt_agl_mm,vx_cmps,vy_cmps,vz_cmps,roll_rad,pitch_rad,yaw_rad,rollspeed_rps,pitchspeed_rps,yawspeed_rps,local_x_m,local_y_m,local_z_m,local_vx_mps,local_vy_mps,local_vz_mps,airspeed_mps,groundspeed_mps,heading_deg,throttle_pct,climb_mps,xacc_mg,yacc_mg,zacc_mg,xgyro_mradps,ygyro_mradps,zgyro_mradps,nav_roll_deg,nav_pitch_deg,alt_error_m,aspd_error_mps,xtrack_error_m
13.470,-1,0,0,0,0,0,0,0,0.00194,0.00174,-1.30637,0.00026,0.00033,0.00022,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
13.471,-1,285597410,771174499,236850,-194,0,1,1,0.00195,0.00175,-1.30635,0.00026,0.00033,0.00023,0.005,0.008,0.244,0.008,0.013,0.012,0.42,0.02,285,0,-0.01,0,0,0,0,0,0,0.00,-2.00,100.20,-36.12,0.00
13.471,-1,285597410,771174499,236850,-197,0,1,1,0.00197,0.00178,-1.30633,0.00027,0.00035,0.00028,0.005,0.008,0.247,0.008,0.014,0.012,0.71,0.02,285,2,-0.01,0,0,0,0,0,0,0.00,4.99,100.20,-42.10,0.00
13.472,-1,285597410,771174499,236840,-200,0,1,1,0.00199,0.00179,-1.30630,0.00028,0.00031,0.00028,0.005,0.009,0.251,0.008,0.014,0.013,0.81,0.02,285,12,-0.01,0,0,0,0,0,0,0.00,4.99,100.21,226.03,0.00
13.472,-1,285597410,771174499,236840,-202,0,1,1,0.00201,0.00181,-1.30628,0.00026,0.00028,0.00029,0.005,0.009,0.253,0.009,0.012,0.013,0.29,0.01,285,22,-0.01,0,0,0,0,0,0,0.00,4.99,100.21,1919.38,0.00
13.473,-1,285597410,771174499,236840,-204,1,0,1,0.00202,0.00182,-1.30626,0.00029,0.00030,0.00026,0.006,0.009,0.254,0.015,-0.008,0.013,0.57,0.02,285,32,-0.01,0,0,0,0,0,0,0.00,4.99,100.21,2971.10,0.00
13.474,-1,285597410,771174499,236840,-204,3,-6,1,0.00204,0.00183,-1.30623,0.00030,0.00033,0.00022,0.008,0.004,0.255,0.031,-0.066,0.012,0.29,0.07,285,42,-0.01,0,0,0,0,0,0,0.00,4.99,100.21,2942.52,0.00
13.475,10,285597411,771174499,236840,-205,6,-18,1,0.00206,0.00182,-1.30621,0.00026,0.00028,0.00030,0.012,-0.009,0.256,0.062,-0.180,0.012,0.58,0.19,285,52,-0.01,0,0,0,0,0,0,0.00,4.99,100.21,2970.62,0.00
13.475,10,285597411,771174496,236840,-206,11,-37,1,0.00207,0.00181,-1.30619,0.00027,0.00033,0.00029,0.020,-0.039,0.256,0.114,-0.372,0.011,0.48,0.39,285,62,-0.01,0,0,0,0,0,0,0.00,4.99,100.21,2941.61,0.00
13.476,10,285597413,771174490,236840,-206,19,-65,1,0.00209,0.00177,-1.30618,0.00028,0.00031,0.00026,0.034,-0.091,0.256,0.192,-0.658,0.011,0.19,0.69,285,72,-0.01,0,0,0,0,0,0,0.00,4.99,100.21,2952.02,0.00
