time_s,phase,mode,armed,lat,lon,alt_agl_m,airspeed,groundspeed,roll_deg,pitch_deg,yaw_deg,p_dps,q_dps,r_dps,gamma_deg,vN,vE,vD,climb_mps,throttle_pct
0.30,TAKEOFF,TAKEOFF,1,-35.3632621,149.1652374,0.04,0.51,0.00,0.02,0.01,-7.01,0.01,0.01,0.01,0.00,0.00,0.00,-0.02,0.02,8
0.51,TAKEOFF,TAKEOFF,1,-35.3632621,149.1652374,0.04,0.27,0.04,0.02,0.01,-7.01,0.01,0.01,0.01,0.00,0.04,0.00,-0.01,0.01,28
0.71,TAKEOFF,TAKEOFF,1,-35.3632619,149.1652374,0.04,0.29,0.24,0.02,0.01,-7.01,0.01,0.01,0.01,2.38,0.24,-0.02,-0.01,0.01,48
0.91,TAKEOFF,TAKEOFF,1,-35.3632610,149.1652373,0.04,0.73,0.73,0.02,0.01,-7.01,0.01,0.01,0.01,0.79,0.72,-0.08,-0.01,0.01,68
1.12,TAKEOFF,TAKEOFF,1,-35.3632589,149.1652370,0.04,0.80,1.61,0.02,0.01,-7.01,0.01,0.01,0.01,0.36,1.59,-0.19,-0.01,0.01,88
1.32,TAKEOFF,TAKEOFF,1,-35.3632549,149.1652364,0.04,1.79,2.79,0.03,0.00,-7.01,0.01,0.01,0.01,0.21,2.76,-0.33,-0.01,0.01,90
1.53,TAKEOFF,TAKEOFF,1,-35.3632488,149.1652354,0.04,2.22,3.93,0.03,-0.00,-7.01,0.01,0.01,0.01,0.15,3.89,-0.47,-0.01,0.01,90
1.73,TAKEOFF,TAKEOFF,1,-35.3632406,149.1652342,0.05,3.13,5.04,0.03,-0.01,-7.02,0.01,0.00,0.01,0.11,5.00,-0.61,-0.01,0.01,90
1.94,TAKEOFF,TAKEOFF,1,-35.3632305,149.1652327,0.05,4.27,6.03,0.03,-0.02,-7.02,0.01,0.00,0.01,-0.00,5.98,-0.73,0.00,-0.00,90
2.14,TAKEOFF,TAKEOFF,1,-35.3632186,149.1652309,0.05,5.23,6.97,0.03,0.38,-7.02,0.01,4.61,0.01,-0.00,6.91,-0.84,0.00,-0.00,90
2.34,TAKEOFF,TAKEOFF,1,-35.3632051,149.1652289,0.05,6.08,7.86,0.03,1.89,-7.01,0.01,9.38,0.01,-0.00,7.80,-0.95,0.00,-0.00,90
2.55,TAKEOFF,TAKEOFF,1,-35.3631901,149.1652266,0.05,7.00,8.69,0.03,3.68,-7.01,0.01,7.49,0.01,-0.00,8.62,-1.05,0.00,-0.00,90
2.75,TAKEOFF,TAKEOFF,1,-35.3631740,149.1652242,0.05,7.75,9.44,0.04,4.43,-7.01,0.01,0.57,0.01,-0.00,9.36,-1.14,0.00,-0.00,90
2.96,TAKEOFF,TAKEOFF,1,-35.3631567,149.1652216,0.05,8.50,10.14,0.04,4.02,-7.02,0.01,-3.27,0.01,-0.00,10.06,-1.23,0.00,-0.00,90
3.16,TAKEOFF,TAKEOFF,1,-35.3631382,149.1652188,0.05,9.17,10.80,0.04,3.51,-7.02,0.01,-1.44,0.01,-0.00,10.72,-1.31,0.00,-0.00,90
3.37,TAKEOFF,TAKEOFF,1,-35.3631186,149.1652158,0.05,9.86,11.43,0.04,4.12,-7.02,0.01,13.08,0.01,-0.00,11.34,-1.39,0.00,-0.00,90
3.57,TAKEOFF,TAKEOFF,1,-35.3630979,149.1652127,0.07,10.52,11.93,0.04,8.96,-7.01,-0.05,25.55,0.05,1.59,11.83,-1.45,-0.33,0.33,90
3.77,TAKEOFF,TAKEOFF,1,-35.3630766,149.1652095,0.22,10.99,12.20,0.02,12.19,-7.00,-0.09,7.79,0.05,5.16,12.10,-1.48,-1.10,1.10,90
3.97,TAKEOFF,TAKEOFF,1,-35.3630546,149.1652062,0.53,11.30,12.39,0.00,12.67,-6.99,-0.10,0.25,0.05,7.77,12.30,-1.50,-1.69,1.69,90
4.18,TAKEOFF,TAKEOFF,1,-35.3630323,149.1652029,0.92,11.54,12.58,-0.02,12.98,-6.99,-0.10,2.86,0.05,9.35,12.48,-1.52,-2.07,2.07,90
4.38,TAKEOFF,TAKEOFF,1,-35.3630097,149.1651995,1.38,11.71,12.74,-0.03,13.78,-6.99,-0.09,4.17,0.04,10.63,12.64,-1.54,-2.39,2.39,90
4.59,TAKEOFF,TAKEOFF,1,-35.3629868,149.1651960,1.90,11.94,12.85,-0.05,14.50,-6.98,-0.08,2.82,0.03,11.83,12.75,-1.55,-2.69,2.69,90
4.79,TAKEOFF,TAKEOFF,1,-35.3629640,149.1651926,2.47,12.13,12.92,-0.20,14.96,-7.03,-1.36,1.72,-0.44,12.82,12.82,-1.56,-2.94,2.94,90
4.99,TAKEOFF,TAKEOFF,1,-35.3629412,149.1651892,3.09,12.30,12.97,-0.73,15.28,-7.21,-3.17,1.29,-1.09,13.57,12.87,-1.56,-3.13,3.13,90
5.20,TAKEOFF,TAKEOFF,1,-35.3629070,149.1651840,4.07,12.48,13.02,-1.90,15.70,-7.59,-3.56,1.26,-1.15,14.44,12.91,-1.62,-3.35,3.35,90
5.40,TAKEOFF,TAKEOFF,1,-35.3628841,149.1651804,4.75,12.60,13.04,-2.65,15.94,-7.83,-3.24,1.03,-1.04,14.87,12.92,-1.70,-3.46,3.46,90
5.61,TAKEOFF,TAKEOFF,1,-35.3628611,149.1651765,5.45,12.68,13.06,-3.32,16.13,-8.05,-2.77,0.84,-0.98,15.21,12.93,-1.79,-3.55,3.55,90
5.81,TAKEOFF,TAKEOFF,1,-35.3628381,149.1651725,6.17,12.67,13.08,-3.88,16.29,-8.26,-2.25,0.78,-0.96,15.52,12.93,-1.90,-3.63,3.63,90
6.02,TAKEOFF,TAKEOFF,1,-35.3628148,149.1651681,6.90,12.77,13.10,-4.34,16.40,-8.47,-1.73,0.58,-0.99,15.75,12.93,-2.02,-3.69,3.69,90
6.22,TAKEOFF,TAKEOFF,1,-35.3627914,149.1651635,7.64,12.80,13.12,-4.70,16.47,-8.69,-1.23,0.50,-1.05,15.88,12.94,-2.14,-3.73,3.73,90
6.42,TAKEOFF,TAKEOFF,1,-35.3627680,149.1651585,8.38,12.81,13.15,-4.98,16.51,-8.91,-0.78,0.46,-1.12,16.00,12.95,-2.26,-3.77,3.77,90
6.62,TAKEOFF,TAKEOFF,1,-35.3627446,149.1651534,9.13,12.85,13.17,-5.17,16.56,-9.16,-0.39,0.41,-1.19,16.06,12.95,-2.37,-3.79,3.79,90
6.83,TAKEOFF,TAKEOFF,1,-35.3627212,149.1651480,9.89,12.82,13.19,-5.29,16.59,-9.42,-0.06,0.28,-1.27,16.16,12.95,-2.48,-3.82,3.82,90
7.03,TAKEOFF,TAKEOFF,1,-35.3626981,149.1651424,10.65,12.83,13.19,-5.35,16.63,-9.71,0.20,0.16,-1.34,16.20,12.93,-2.58,-3.83,3.83,90
7.23,TAKEOFF,TAKEOFF,1,-35.3626750,149.1651366,11.41,12.82,13.19,-5.47,16.63,-10.05,-0.35,0.03,-1.68,16.28,12.91,-2.67,-3.85,3.85,90
7.44,TAKEOFF,TAKEOFF,1,-35.3626520,149.1651306,12.18,12.90,13.19,-5.82,16.60,-10.48,-1.78,-0.06,-2.27,16.27,12.90,-2.76,-3.85,3.85,90
7.64,TAKEOFF,TAKEOFF,1,-35.3626290,149.1651245,12.94,12.94,13.19,-6.46,16.55,-11.01,-2.98,-0.02,-2.73,16.23,12.88,-2.86,-3.84,3.84,90
7.85,TAKEOFF,TAKEOFF,1,-35.3626060,149.1651181,13.70,12.94,13.20,-7.41,16.47,-11.65,-4.41,0.06,-3.23,16.19,12.85,-2.97,-3.83,3.83,90
8.05,TAKEOFF,TAKEOFF,1,-35.3625828,149.1651113,14.46,12.93,13.21,-8.65,16.39,-12.37,-5.85,0.19,-3.73,16.09,12.83,-3.13,-3.81,3.81,90
8.26,TAKEOFF,TAKEOFF,1,-35.3625596,149.1651041,15.21,12.88,13.24,-10.16,16.31,-13.16,-6.76,0.57,-4.10,15.98,12.81,-3.32,-3.79,3.79,90
8.46,TAKEOFF,TAKEOFF,1,-35.3625364,149.1650964,15.95,12.87,13.26,-11.86,16.26,-14.03,-7.67,0.91,-4.55,15.87,12.77,-3.56,-3.77,3.77,90
8.66,TAKEOFF,TAKEOFF,1,-35.3625133,149.1650881,16.69,12.95,13.29,-13.75,16.24,-15.02,-8.24,1.33,-4.96,15.72,12.72,-3.84,-3.74,3.74,90
8.87,TAKEOFF,TAKEOFF,1,-35.3624904,149.1650792,17.42,12.93,13.31,-15.76,16.28,-16.14,-8.54,1.90,-5.38,15.59,12.63,-4.17,-3.71,3.71,90
9.07,TAKEOFF,TAKEOFF,1,-35.3624678,149.1650696,18.15,12.92,13.32,-17.88,16.37,-17.42,-8.92,2.36,-5.91,15.45,12.52,-4.54,-3.68,3.68,90
9.28,TAKEOFF,TAKEOFF,1,-35.3624455,149.1650592,18.88,12.93,13.33,-20.06,16.48,-18.84,-8.90,2.97,-6.37,15.31,12.38,-4.95,-3.65,3.65,90
9.48,TAKEOFF,TAKEOFF,1,-35.3624236,149.1650479,19.59,12.94,13.35,-22.29,16.62,-20.41,-8.88,3.62,-6.91,15.14,12.20,-5.39,-3.61,3.61,90
9.69,TAKEOFF,TAKEOFF,1,-35.3624020,149.1650355,20.30,12.98,13.36,-24.55,16.80,-22.13,-8.65,4.43,-7.42,14.93,11.99,-5.87,-3.56,3.56,90
9.89,TAKEOFF,TAKEOFF,1,-35.3623807,149.1650221,20.99,13.01,13.38,-26.79,17.01,-24.02,-8.25,5.28,-7.92,14.67,11.75,-6.38,-3.50,3.50,90
10.09,TAKEOFF,TAKEOFF,1,-35.3623598,149.1650073,21.68,13.05,13.39,-29.05,17.23,-26.10,-8.11,5.97,-8.55,14.37,11.46,-6.93,-3.43,3.43,90
10.30,TAKEOFF,TAKEOFF,1,-35.3623395,149.1649914,22.35,13.07,13.42,-31.32,17.45,-28.35,-7.86,6.94,-9.14,14.06,11.13,-7.49,-3.36,3.36,90
10.50,TAKEOFF,TAKEOFF,1,-35.3623099,149.1649648,23.33,13.03,13.49,-34.66,17.85,-32.08,-6.84,8.56,-9.81,13.48,10.55,-8.39,-3.23,3.23,90
10.70,TAKEOFF,TAKEOFF,1,-35.3622912,149.1649454,23.96,13.06,13.53,-36.86,18.14,-34.87,-6.28,9.65,-10.33,13.08,10.08,-9.01,-3.14,3.14,90
10.91,TAKEOFF,TAKEOFF,1,-35.3622735,149.1649249,24.57,13.01,13.55,-39.00,18.46,-37.98,-5.58,10.80,-10.79,12.69,9.54,-9.62,-3.05,3.05,90
11.11,TAKEOFF,TAKEOFF,1,-35.3622569,149.1649031,25.17,12.97,13.57,-41.11,18.78,-41.37,-4.97,11.97,-11.27,12.27,8.92,-10.22,-2.95,2.95,90
11.31,TAKEOFF,TAKEOFF,1,-35.3622416,149.1648801,25.76,12.94,13.58,-43.16,19.13,-45.03,-3.97,13.40,-11.59,11.85,8.23,-10.80,-2.85,2.85,90
11.52,TAKEOFF,TAKEOFF,1,-35.3622276,149.1648558,26.32,12.97,13.60,-45.04,19.54,-48.93,-2.17,14.73,-11.60,11.40,7.45,-11.37,-2.74,2.74,90
11.72,TAKEOFF,TAKEOFF,1,-35.3622150,149.1648303,26.86,13.03,13.61,-46.50,20.01,-52.94,0.79,15.15,-11.14,10.98,6.58,-11.91,-2.64,2.64,90
11.92,TAKEOFF,TAKEOFF,1,-35.3622041,149.1648036,27.38,12.98,13.62,-47.31,20.47,-56.82,4.06,14.36,-10.25,10.52,5.63,-12.40,-2.53,2.53,90
12.13,TAKEOFF,TAKEOFF,1,-35.3621949,149.1647758,27.87,12.98,13.65,-47.36,20.93,-60.29,6.99,12.46,-8.22,9.98,4.64,-12.83,-2.40,2.40,90
12.33,TAKEOFF,TAKEOFF,1,-35.3621874,149.1647470,28.34,13.00,13.67,-46.68,21.29,-63.06,9.92,9.36,-7.56,9.43,3.68,-13.16,-2.27,2.27,90
12.54,TAKEOFF,TAKEOFF,1,-35.3621815,149.1647175,28.78,12.97,13.66,-45.11,21.14,-65.37,14.01,5.71,-8.52,9.03,2.84,-13.36,-2.17,2.17,90
12.75,TAKEOFF,TAKEOFF,1,-35.3621769,149.1646877,29.20,12.94,13.63,-42.57,20.46,-67.31,17.90,2.75,-9.12,8.76,2.15,-13.45,-2.10,2.10,90
12.95,TAKEOFF,TAKEOFF,1,-35.3621735,149.1646578,29.61,12.93,13.59,-39.25,19.50,-69.01,20.60,1.00,-9.16,8.54,1.59,-13.49,-2.04,2.04,90
13.15,TAKEOFF,TAKEOFF,1,-35.3621710,149.1646283,30.02,12.88,13.54,-35.44,18.47,-70.61,21.92,0.11,-8.82,8.49,1.15,-13.48,-2.02,2.02,90
13.36,TAKEOFF,TAKEOFF,1,-35.3621691,149.1645989,30.43,12.85,13.49,-31.43,17.51,-72.14,22.07,-0.16,-8.21,8.60,0.80,-13.46,-2.04,2.04,90
13.56,TAKEOFF,TAKEOFF,1,-35.3621678,149.1645696,30.84,12.83,13.45,-27.45,16.70,-73.58,21.41,-0.27,-7.44,8.84,0.53,-13.43,-2.09,2.09,90
13.77,TAKEOFF,TAKEOFF,1,-35.3621669,149.1645403,31.28,12.84,13.42,-23.61,16.00,-74.88,20.28,-0.52,-6.60,9.27,0.33,-13.41,-2.19,2.19,90
13.97,TAKEOFF,TAKEOFF,1,-35.3621663,149.1645111,31.73,12.75,13.41,-20.00,15.43,-76.04,18.87,-0.50,-5.72,9.74,0.20,-13.40,-2.30,2.30,90
14.18,TAKEOFF,TAKEOFF,1,-35.3621659,149.1644818,32.21,12.76,13.40,-16.62,15.01,-77.06,17.43,-0.25,-4.88,10.28,0.13,-13.40,-2.43,2.43,90
14.38,TAKEOFF,TAKEOFF,1,-35.3621655,149.1644520,32.72,12.84,13.42,-13.50,14.72,-77.94,16.08,-0.08,-4.13,10.89,0.12,-13.41,-2.58,2.58,90
14.58,TAKEOFF,TAKEOFF,1,-35.3621651,149.1644223,33.26,12.92,13.43,-10.62,14.54,-78.69,14.91,0.05,-3.58,11.49,0.16,-13.43,-2.73,2.73,90
14.79,TAKEOFF,TAKEOFF,1,-35.3621646,149.1643924,33.82,12.89,13.45,-7.93,14.43,-79.37,13.97,0.19,-3.29,12.08,0.25,-13.45,-2.88,2.88,90
14.99,TAKEOFF,TAKEOFF,1,-35.3621639,149.1643625,34.41,12.87,13.47,-5.38,14.39,-80.02,13.22,0.36,-3.04,12.68,0.40,-13.46,-3.03,3.03,90
15.20,TAKEOFF,TAKEOFF,1,-35.3621629,149.1643329,35.03,12.94,13.48,-2.96,14.44,-80.57,12.36,0.50,-2.46,13.24,0.59,-13.46,-3.17,3.17,90
15.40,TAKEOFF,TAKEOFF,1,-35.3621608,149.1642887,36.01,12.99,13.49,0.38,14.61,-81.13,10.71,0.59,-1.32,13.96,0.91,-13.45,-3.35,3.35,90
15.61,TAKEOFF,TAKEOFF,1,-35.3621589,149.1642593,36.69,13.04,13.50,2.37,14.75,-81.30,9.62,0.67,-0.57,14.34,1.14,-13.45,-3.45,3.45,90
15.81,TAKEOFF,TAKEOFF,1,-35.3621566,149.1642299,37.39,13.10,13.51,4.19,14.90,-81.32,8.67,0.76,0.15,14.69,1.39,-13.43,-3.54,3.54,90
16.02,TAKEOFF,TAKEOFF,1,-35.3621538,149.1642005,38.10,13.13,13.53,5.87,15.05,-81.20,7.88,0.84,0.82,14.95,1.65,-13.42,-3.61,3.61,90
16.22,TAKEOFF,TAKEOFF,1,-35.3621506,149.1641711,38.83,13.17,13.55,7.44,15.20,-80.94,7.26,0.90,1.46,15.13,1.92,-13.40,-3.66,3.66,90
16.42,TAKEOFF,TAKEOFF,1,-35.3621468,149.1641414,39.58,13.17,13.57,8.95,15.33,-80.56,6.77,1.03,2.07,15.29,2.20,-13.39,-3.71,3.71,90
16.62,TAKEOFF,TAKEOFF,1,-35.3621426,149.1641116,40.33,13.20,13.61,10.39,15.44,-80.07,6.43,1.18,2.64,15.37,2.50,-13.37,-3.74,3.74,90
16.83,TAKEOFF,TAKEOFF,1,-35.3621377,149.1640818,41.09,13.20,13.65,11.81,15.55,-79.47,6.18,1.32,3.19,15.41,2.81,-13.35,-3.76,3.76,90
17.03,TAKEOFF,TAKEOFF,1,-35.3621324,149.1640521,41.84,13.28,13.69,13.22,15.65,-78.73,5.99,1.41,3.71,15.44,3.13,-13.32,-3.78,3.78,90
17.24,TAKEOFF,TAKEOFF,1,-35.3621264,149.1640227,42.60,13.33,13.72,14.63,15.75,-77.85,5.80,1.65,4.19,15.41,3.47,-13.27,-3.78,3.78,90
19.36,TAKEOFF,TAKEOFF,1,-35.3621233,149.1640081,42.98,13.32,13.73,15.34,15.81,-77.35,5.68,1.74,4.41,15.40,3.64,-13.23,-3.78,3.78,90
19.56,TAKEOFF,TAKEOFF,1,-35.3621165,149.1639792,43.73,13.29,13.74,16.73,15.92,-76.28,5.41,1.90,4.83,15.35,4.00,-13.14,-3.77,3.77,90
19.76,TAKEOFF,TAKEOFF,1,-35.3621091,149.1639506,44.48,13.36,13.75,18.09,16.03,-75.11,5.09,2.20,5.21,15.26,4.37,-13.03,-3.75,3.75,90
19.97,TAKEOFF,TAKEOFF,1,-35.3621010,149.1639223,45.23,13.37,13.76,19.41,16.14,-73.86,4.73,2.52,5.56,15.13,4.76,-12.91,-3.72,3.72,90
20.17,TAKEOFF,TAKEOFF,1,-35.3620922,149.1638942,45.97,13.35,13.78,20.68,16.26,-72.53,4.35,2.75,5.90,15.04,5.16,-12.77,-3.70,3.70,90
20.37,TAKEOFF,TAKEOFF,1,-35.3620827,149.1638664,46.71,13.36,13.79,21.90,16.37,-71.13,3.93,3.08,6.22,14.91,5.57,-12.61,-3.67,3.67,90
20.58,TAKEOFF,TAKEOFF,1,-35.3620722,149.1638385,47.45,13.41,13.83,23.05,16.47,-69.66,3.50,3.39,6.52,14.72,6.00,-12.45,-3.63,3.63,90
20.78,TAKEOFF,TAKEOFF,1,-35.3620610,149.1638110,48.17,13.37,13.86,24.15,16.57,-68.13,3.08,3.67,6.82,14.56,6.45,-12.27,-3.60,3.60,90
20.99,TAKEOFF,TAKEOFF,1,-35.3620489,149.1637839,48.89,13.34,13.90,25.19,16.68,-66.50,2.66,3.99,7.09,14.38,6.89,-12.06,-3.56,3.56,90
21.19,TAKEOFF,TAKEOFF,1,-35.3620361,149.1637573,49.60,13.38,13.93,26.17,16.79,-64.78,2.23,4.29,7.35,14.19,7.34,-11.83,-3.52,3.52,90
21.39,TAKEOFF,TAKEOFF,1,-35.3620225,149.1637316,50.30,13.41,13.95,27.09,16.92,-62.96,1.78,4.48,7.58,14.02,7.79,-11.56,-3.48,3.48,90
21.60,TAKEOFF,TAKEOFF,1,-35.3620083,149.1637066,51.00,13.43,13.96,27.93,17.03,-61.05,1.28,4.61,7.78,13.89,8.23,-11.27,-3.45,3.45,90
21.80,TAKEOFF,TAKEOFF,1,-35.3619933,149.1636823,51.69,13.45,13.96,28.68,17.12,-59.11,0.77,4.74,7.95,13.73,8.66,-10.95,-3.41,3.41,90
22.00,TAKEOFF,TAKEOFF,1,-35.3619775,149.1636588,52.37,13.46,13.97,29.35,17.20,-57.11,0.26,5.01,8.12,13.54,9.08,-10.60,-3.36,3.36,90
22.21,TAKEOFF,TAKEOFF,1,-35.3619610,149.1636360,53.04,13.49,13.95,29.90,17.05,-55.22,-0.26,0.10,8.25,13.35,9.49,-10.22,-3.31,3.31,86
22.41,TAKEOFF,TAKEOFF,1,-35.3619438,149.1636140,53.68,13.42,13.91,30.03,15.15,-54.35,-0.70,-8.57,8.42,12.34,9.79,-9.87,-3.04,3.04,82
22.62,TAKEOFF,TAKEOFF,1,-35.3619261,149.1635925,54.24,13.32,13.88,30.08,13.48,-53.29,-1.16,-0.32,8.69,10.33,9.99,-9.63,-2.53,2.53,78
22.82,TAKEOFF,TAKEOFF,1,-35.3619080,149.1635715,54.70,13.17,13.80,30.27,13.41,-51.24,-1.55,7.83,9.00,8.61,10.19,-9.30,-2.09,2.09,73
23.02,TAKEOFF,TAKEOFF,1,-35.3618894,149.1635513,55.08,13.04,13.64,30.51,13.93,-48.76,-1.97,7.67,9.28,7.64,10.40,-8.82,-1.83,1.83,69
23.23,TAKEOFF,TAKEOFF,1,-35.3618705,149.1635323,55.43,12.83,13.41,30.61,14.01,-46.47,-2.53,5.16,9.50,6.89,10.57,-8.24,-1.62,1.62,65
23.43,TAKEOFF,TAKEOFF,1,-35.3618513,149.1635147,55.73,12.64,13.14,30.57,13.91,-44.24,-3.24,5.31,9.70,6.00,10.69,-7.64,-1.38,1.38,61
23.64,TAKEOFF,TAKEOFF,1,-35.3618322,149.1634985,55.97,12.40,12.83,30.38,13.95,-41.86,-4.06,6.46,9.87,4.95,10.74,-7.01,-1.11,1.11,57
23.84,TAKEOFF,TAKEOFF,1,-35.3618130,149.1634839,56.17,12.05,12.50,30.03,13.98,-39.44,-4.88,5.15,9.99,3.94,10.76,-6.35,-0.86,0.86,58
24.05,TAKEOFF,TAKEOFF,1,-35.3617939,149.1634708,56.32,11.73,12.19,29.48,13.71,-37.20,-5.57,3.59,9.99,3.01,10.77,-5.70,-0.64,0.64,59
24.25,TAKEOFF,TAKEOFF,1,-35.3617748,149.1634590,56.42,11.41,11.93,28.79,13.36,-35.05,-6.07,3.49,9.79,2.07,10.78,-5.09,-0.43,0.43,60
24.46,TAKEOFF,TAKEOFF,1,-35.3617460,149.1634436,56.51,11.14,11.62,27.59,13.00,-31.91,-6.36,3.82,9.13,0.84,10.81,-4.24,-0.17,0.17,63
24.66,TAKEOFF,TAKEOFF,1,-35.3617265,149.1634349,56.53,10.96,11.48,26.76,12.85,-29.93,-6.33,3.75,8.74,0.30,10.85,-3.70,-0.06,0.06,66
24.86,TAKEOFF,TAKEOFF,1,-35.3617069,149.1634272,56.53,10.78,11.39,25.93,12.75,-28.02,-6.30,3.81,8.60,0.05,10.92,-3.22,-0.01,0.01,69
25.07,TAKEOFF,TAKEOFF,1,-35.3616871,149.1634205,56.53,10.72,11.34,25.10,12.71,-26.11,-6.34,4.02,8.61,-0.00,10.99,-2.77,0.00,-0.00,71
25.27,TAKEOFF,TAKEOFF,1,-35.3616671,149.1634148,56.54,10.66,11.33,24.28,12.73,-24.17,-6.34,4.18,8.65,0.20,11.08,-2.36,-0.04,0.04,74
25.47,TAKEOFF,TAKEOFF,1,-35.3616470,149.1634099,56.56,10.62,11.35,23.45,12.79,-22.20,-6.22,4.25,8.67,0.66,11.17,-1.98,-0.13,0.13,77
25.68,TAKEOFF,TAKEOFF,1,-35.3616269,149.1634059,56.60,10.62,11.41,22.66,12.91,-20.19,-5.97,4.44,8.76,1.31,11.29,-1.64,-0.26,0.26,80
25.88,TAKEOFF,TAKEOFF,1,-35.3616066,149.1634025,56.67,10.61,11.50,21.95,13.07,-18.12,-5.68,4.75,9.13,2.24,11.42,-1.33,-0.45,0.45,83
26.09,TAKEOFF,TAKEOFF,1,-35.3615861,149.1633998,56.80,10.81,11.64,21.32,13.29,-15.92,-5.49,5.14,9.83,3.34,11.59,-1.05,-0.68,0.68,86
26.29,TAKEOFF,TAKEOFF,1,-35.3615652,149.1633977,56.98,10.88,11.82,20.77,13.54,-13.57,-5.28,5.46,10.32,4.69,11.79,-0.80,-0.97,0.97,89
26.50,TAKEOFF,TAKEOFF,1,-35.3615438,149.1633961,57.21,11.02,12.03,20.33,13.88,-11.19,-4.62,5.85,10.03,6.12,12.01,-0.53,-1.29,1.29,90
26.70,TAKEOFF,TAKEOFF,1,-35.3615219,149.1633951,57.52,11.31,12.22,20.08,14.31,-8.89,-3.59,5.93,9.39,7.46,12.22,-0.23,-1.60,1.60,90
26.91,TAKEOFF,TAKEOFF,1,-35.3614995,149.1633949,57.88,11.43,12.40,20.02,14.74,-6.75,-2.63,5.48,8.75,8.63,12.39,0.09,-1.88,1.88,90
27.11,TAKEOFF,TAKEOFF,1,-35.3614769,149.1633954,58.30,11.63,12.55,20.11,15.13,-4.76,-2.00,5.12,8.20,9.68,12.54,0.45,-2.14,2.14,90
27.31,TAKEOFF,TAKEOFF,1,-35.3614539,149.1633968,58.77,11.82,12.68,20.25,15.50,-2.88,-1.77,4.86,7.73,10.55,12.65,0.82,-2.36,2.36,90
27.51,TAKEOFF,TAKEOFF,1,-35.3614310,149.1633989,59.28,12.00,12.79,20.38,15.85,-1.09,-1.86,4.55,7.32,11.28,12.73,1.20,-2.55,2.55,90
27.72,TAKEOFF,TAKEOFF,1,-35.3614081,149.1634019,59.82,12.11,12.87,20.43,16.17,0.61,-2.17,4.13,6.97,11.94,12.76,1.59,-2.72,2.72,90
27.92,TAKEOFF,TAKEOFF,1,-35.3613853,149.1634057,60.39,12.27,12.93,20.38,16.44,2.22,-2.62,3.73,6.67,12.48,12.77,1.97,-2.86,2.86,90
28.12,TAKEOFF,TAKEOFF,1,-35.3613625,149.1634104,60.98,12.34,12.97,20.22,16.63,3.75,-3.13,3.12,6.41,12.90,12.75,2.34,-2.97,2.97,90
28.33,TAKEOFF,TAKEOFF,1,-35.3613397,149.1634159,61.59,12.39,13.01,19.93,16.61,5.14,-3.63,1.36,6.20,13.23,12.73,2.69,-3.06,3.06,90
28.53,TAKEOFF,TAKEOFF,1,-35.3613170,149.1634221,62.22,12.46,13.06,19.50,16.32,6.38,-4.07,0.17,6.02,13.35,12.71,3.02,-3.10,3.10,90
28.74,TAKEOFF,TAKEOFF,1,-35.3612942,149.1634290,62.85,12.48,13.13,18.96,15.92,7.54,-4.38,-0.04,5.88,13.29,12.70,3.31,-3.10,3.10,90
28.94,TAKEOFF,TAKEOFF,1,-35.3612712,149.1634366,63.47,12.56,13.21,18.37,15.53,8.69,-4.54,-0.08,5.78,13.13,12.71,3.59,-3.08,3.08,90
29.14,TAKEOFF,TAKEOFF,1,-35.3612482,149.1634449,64.10,12.66,13.30,17.77,15.13,9.80,-4.52,-0.21,5.69,12.96,12.73,3.84,-3.06,3.06,90
29.35,TAKEOFF,TAKEOFF,1,-35.3612250,149.1634537,64.71,12.74,13.41,17.17,14.72,10.89,-4.35,-0.36,5.60,12.74,12.76,4.09,-3.03,3.03,90
29.56,TAKEOFF,TAKEOFF,1,-35.3611902,149.1634678,65.62,12.82,13.57,16.34,14.11,12.49,-3.89,-0.42,5.48,12.43,12.82,4.43,-2.99,2.99,90
29.76,TAKEOFF,TAKEOFF,1,-35.3611672,149.1634778,66.22,12.89,13.67,15.86,13.73,13.53,-3.46,-0.45,5.40,12.26,12.85,4.65,-2.97,2.97,90
29.96,TAKEOFF,TAKEOFF,1,-35.3611442,149.1634882,66.82,13.07,13.75,15.45,13.37,14.57,-3.00,-0.33,5.32,11.99,12.86,4.85,-2.92,2.92,86
30.17,TAKEOFF,TAKEOFF,1,-35.3611213,149.1634990,67.39,13.04,13.75,15.12,12.88,15.55,-2.57,-2.16,5.25,11.60,12.79,5.02,-2.82,2.82,82
30.37,TAKEOFF,TAKEOFF,1,-35.3610985,149.1635101,67.94,13.12,13.71,14.82,11.98,16.41,-2.23,-3.99,5.21,10.86,12.69,5.17,-2.63,2.63,79
30.58,TAKEOFF,TAKEOFF,1,-35.3610760,149.1635216,68.44,13.04,13.66,14.56,11.01,17.24,-1.96,-2.97,5.20,9.85,12.58,5.30,-2.37,2.37,77
30.78,TAKEOFF,TAKEOFF,1,-35.3610536,149.1635333,68.89,12.98,13.61,14.37,10.45,18.18,-1.72,-0.52,5.20,8.82,12.47,5.43,-2.11,2.11,76
30.99,TAKEOFF,TAKEOFF,1,-35.3610311,149.1635456,69.30,12.90,13.57,14.24,10.22,19.22,-1.50,0.48,5.20,8.10,12.35,5.59,-1.93,1.93,75
