time_s,phase,mode,armed,lat,lon,alt_agl_m,airspeed,groundspeed,roll_deg,pitch_deg,yaw_deg,p_dps,q_dps,r_dps,gamma_deg,vN,vE,vD,climb_mps,throttle_pct
31.35,CLIMB,GUIDED,1,-35.3628481,149.1616417,81.22,15.08,16.49,36.66,8.25,-73.66,3.94,6.24,9.50,4.37,6.53,-15.13,-1.26,1.26,100
31.56,CLIMB,GUIDED,1,-35.3628359,149.1616086,81.48,15.38,16.78,37.77,8.13,-71.34,4.15,6.53,9.47,4.26,7.25,-15.12,-1.25,1.25,100
31.76,CLIMB,MANUAL,0,-35.3628223,149.1615755,81.74,15.63,17.06,38.93,8.02,-69.00,4.30,6.83,9.45,4.16,7.99,-15.07,-1.24,1.24,100
31.97,CLIMB,MANUAL,0,-35.3628075,149.1615426,82.00,15.94,17.33,40.12,7.90,-66.63,4.40,7.12,9.45,3.99,8.74,-14.96,-1.21,1.21,100
32.17,CLIMB,MANUAL,0,-35.3627912,149.1615100,82.25,16.16,17.60,41.32,7.78,-64.22,4.45,7.41,9.45,3.80,9.51,-14.80,-1.17,1.17,100
32.38,CLIMB,GUIDED,1,-35.3627735,149.1614777,82.48,16.46,17.85,42.53,7.65,-61.76,4.47,7.70,9.46,3.59,10.28,-14.58,-1.12,1.12,100
32.58,CLIMB,GUIDED,1,-35.3627543,149.1614457,82.71,16.68,18.11,43.75,7.49,-59.30,4.45,7.99,9.47,3.35,11.06,-14.33,-1.06,1.06,100
32.79,CLIMB,MANUAL,0,-35.3627226,149.1613987,83.01,17.03,18.50,45.58,7.22,-55.53,4.37,8.42,9.49,2.91,12.25,-13.85,-0.94,0.94,100
32.99,CLIMB,MANUAL,0,-35.3626998,149.1613683,83.19,17.23,18.75,46.77,7.03,-52.97,4.29,8.70,9.50,2.57,13.03,-13.46,-0.84,0.84,100
33.20,CLIMB,MANUAL,0,-35.3626756,149.1613390,83.36,17.43,18.98,47.93,6.83,-50.36,4.19,8.99,9.51,2.23,13.80,-13.02,-0.74,0.74,100
33.40,CLIMB,GUIDED,1,-35.3626502,149.1613110,83.50,17.65,19.19,49.05,6.62,-47.70,4.10,9.27,9.52,1.88,14.55,-12.51,-0.63,0.63,100
33.61,CLIMB,MANUAL,0,-35.3626237,149.1612842,83.63,17.82,19.39,50.14,6.41,-44.99,3.98,9.55,9.53,1.54,15.27,-11.94,-0.52,0.52,100
33.81,CLIMB,MANUAL,0,-35.3625959,149.1612588,83.72,18.04,19.58,51.20,6.18,-42.25,3.87,9.84,9.53,1.14,15.97,-11.32,-0.39,0.39,100
34.02,CLIMB,MANUAL,0,-35.3625668,149.1612348,83.79,18.24,19.77,52.23,5.93,-39.47,3.74,10.12,9.52,0.75,16.65,-10.64,-0.26,0.26,100
34.22,CLIMB,MANUAL,0,-35.3625365,149.1612124,83.84,18.48,19.95,53.23,5.67,-36.65,3.61,10.40,9.52,0.34,17.30,-9.92,-0.12,0.12,100
34.42,CLIMB,MANUAL,0,-35.3625048,149.1611913,83.86,18.61,20.15,54.21,5.38,-33.80,3.51,10.66,9.51,-0.03,17.94,-9.15,0.01,-0.01,100
34.63,CLIMB,MANUAL,0,-35.3624719,149.1611720,83.84,18.80,20.35,55.18,5.08,-30.94,3.39,10.97,9.49,-0.45,18.56,-8.33,0.16,-0.16,100
34.83,CLIMB,MANUAL,0,-35.3624377,149.1611545,83.80,19.03,20.55,56.12,4.76,-28.05,3.28,11.25,9.47,-0.89,19.14,-7.47,0.32,-0.32,100
35.04,CLIMB,MANUAL,0,-35.3624026,149.1611389,83.72,19.16,20.75,57.01,4.43,-25.11,3.17,11.52,9.44,-1.33,19.69,-6.55,0.48,-0.48,100
35.24,CLIMB,MANUAL,0,-35.3623666,149.1611255,83.61,19.35,20.94,57.86,4.10,-22.12,3.07,11.82,9.41,-1.75,20.18,-5.59,0.64,-0.64,100
35.44,CLIMB,MANUAL,0,-35.3623302,149.1611143,83.47,19.54,21.11,58.65,3.77,-19.06,2.98,12.11,9.38,-2.20,20.60,-4.58,0.81,-0.81,100
35.65,CLIMB,MANUAL,0,-35.3622931,149.1611054,83.30,19.67,21.27,59.40,3.43,-15.94,2.90,12.39,9.34,-2.61,20.97,-3.53,0.97,-0.97,100
35.85,CLIMB,MANUAL,0,-35.3622555,149.1610989,83.09,19.87,21.43,60.12,3.10,-12.79,2.81,12.67,9.31,-3.02,21.28,-2.44,1.13,-1.13,100
36.06,CLIMB,MANUAL,0,-35.3622173,149.1610949,82.85,20.07,21.58,60.82,2.76,-9.62,2.74,12.95,9.26,-3.42,21.53,-1.31,1.29,-1.29,100
36.26,CLIMB,MANUAL,0,-35.3621787,149.1610933,82.58,20.21,21.73,61.49,2.40,-6.42,2.67,13.16,9.22,-3.84,21.73,-0.14,1.46,-1.46,100
36.47,CLIMB,MANUAL,0,-35.3621396,149.1610944,82.27,20.42,21.89,62.13,2.04,-3.19,2.61,13.36,9.16,-4.26,21.86,1.05,1.63,-1.63,100
36.68,CLIMB,MANUAL,0,-35.3621002,149.1610981,81.92,20.59,22.05,62.76,1.67,0.04,2.55,13.58,9.11,-4.67,21.93,2.28,1.80,-1.80,100
36.88,CLIMB,MANUAL,0,-35.3620605,149.1611045,81.54,20.74,22.24,63.38,1.29,3.26,2.49,13.79,9.04,-5.09,21.95,3.53,1.98,-1.98,100
37.09,CLIMB,MANUAL,0,-35.3620008,149.1611195,80.90,20.97,22.52,64.24,0.70,8.13,2.39,14.09,8.95,-5.71,21.85,5.44,2.25,-2.25,100
37.29,CLIMB,GUIDED,1,-35.3619617,149.1611329,80.43,21.17,22.68,64.74,0.31,11.45,2.33,14.30,8.88,-6.09,21.66,6.72,2.42,-2.42,100
37.50,CLIMB,GUIDED,1,-35.3619231,149.1611491,79.94,21.29,22.84,65.19,-0.06,14.85,2.28,14.51,8.81,-6.47,21.38,8.00,2.59,-2.59,100
37.70,CLIMB,MANUAL,0,-35.3618852,149.1611681,79.40,21.47,22.98,65.60,-0.44,18.26,2.20,14.69,8.74,-6.85,21.02,9.28,2.76,-2.76,100
37.90,CLIMB,MANUAL,0,-35.3618481,149.1611898,78.83,21.67,23.12,65.98,-0.80,21.70,2.13,14.88,8.66,-7.22,20.57,10.55,2.93,-2.93,100
38.11,CLIMB,MANUAL,0,-35.3618118,149.1612143,78.23,21.86,23.27,66.33,-1.16,25.15,2.05,15.09,8.58,-7.57,20.03,11.82,3.09,-3.09,100
38.32,CLIMB,GUIDED,1,-35.3617765,149.1612416,77.60,22.00,23.41,66.63,-1.51,28.62,1.86,15.25,8.46,-7.91,19.42,13.06,3.25,-3.25,100
38.52,CLIMB,GUIDED,1,-35.3617421,149.1612718,76.92,22.19,23.55,66.86,-1.83,32.11,1.49,15.45,8.30,-8.24,18.71,14.29,3.41,-3.41,100
38.73,CLIMB,MANUAL,0,-35.3617090,149.1613049,76.22,22.37,23.72,67.01,-2.13,35.57,1.02,15.61,8.12,-8.56,17.94,15.51,3.57,-3.57,100
38.93,CLIMB,MANUAL,0,-35.3616772,149.1613408,75.47,22.53,23.90,67.06,-2.39,39.03,0.47,15.79,7.93,-8.83,17.08,16.70,3.71,-3.71,100
39.14,CLIMB,MANUAL,0,-35.3616470,149.1613794,74.70,22.68,24.07,66.98,-2.60,42.51,0.02,15.93,7.79,-9.07,16.14,17.85,3.84,-3.84,100
39.34,CLIMB,GUIDED,1,-35.3616186,149.1614203,73.92,22.82,24.23,66.82,-2.78,46.03,-0.17,16.09,7.73,-9.24,15.11,18.94,3.94,-3.94,100
39.55,CLIMB,GUIDED,1,-35.3615924,149.1614633,73.13,22.97,24.37,66.59,-2.91,49.62,-0.29,16.24,7.66,-9.32,13.98,19.95,4.00,-4.00,100
39.75,CLIMB,MANUAL,0,-35.3615685,149.1615081,72.33,23.10,24.49,66.31,-3.00,53.26,-0.40,16.36,7.59,-9.37,12.77,20.88,4.04,-4.04,100
39.96,CLIMB,MANUAL,0,-35.3615468,149.1615547,71.54,23.25,24.59,66.01,-3.03,56.92,-0.50,16.52,7.52,-9.36,11.49,21.73,4.05,-4.05,100
40.16,CLIMB,MANUAL,0,-35.3615275,149.1616031,70.74,23.40,24.69,65.69,-3.03,60.58,-0.59,16.64,7.44,-9.30,10.14,22.50,4.04,-4.04,100
40.37,CLIMB,GUIDED,1,-35.3615107,149.1616532,69.94,23.48,24.78,65.36,-2.99,64.25,-0.67,16.75,7.37,-9.20,8.73,23.18,4.01,-4.01,100
40.57,CLIMB,GUIDED,1,-35.3614964,149.1617047,69.15,23.56,24.86,65.02,-2.90,67.92,-0.78,16.89,7.30,-9.05,7.26,23.77,3.96,-3.96,100
40.77,CLIMB,MANUAL,0,-35.3614847,149.1617582,68.36,23.67,24.97,64.69,-2.78,71.59,-0.89,16.98,7.21,-8.88,5.74,24.29,3.90,-3.90,100
40.98,CLIMB,MANUAL,0,-35.3614757,149.1618127,67.59,23.74,25.07,64.36,-2.61,75.24,-1.01,17.10,7.14,-8.67,4.19,24.71,3.82,-3.82,100
41.18,CLIMB,MANUAL,0,-35.3614695,149.1618681,66.83,23.82,25.17,64.01,-2.41,78.90,-1.12,17.20,7.06,-8.41,2.59,25.03,3.72,-3.72,100
41.39,CLIMB,GUIDED,1,-35.3614663,149.1619240,66.10,23.90,25.25,63.65,-2.16,82.59,-1.26,17.27,7.00,-8.11,0.97,25.23,3.60,-3.60,100
41.59,CLIMB,GUIDED,1,-35.3614670,149.1620074,65.07,23.97,25.31,63.04,-1.68,88.19,-1.49,17.41,6.92,-7.59,-1.47,25.26,3.37,-3.37,100
41.79,CLIMB,MANUAL,0,-35.3614711,149.1620626,64.42,23.95,25.32,62.60,-1.29,91.95,-1.64,17.46,6.86,-7.18,-3.11,25.12,3.19,-3.19,100
42.00,CLIMB,MANUAL,0,-35.3614781,149.1621173,63.82,23.97,25.31,62.17,-0.87,95.71,-1.82,17.55,6.81,-6.76,-4.73,24.86,3.00,-3.00,100
42.20,CLIMB,MANUAL,0,-35.3614880,149.1621713,63.25,23.94,25.29,61.74,-0.40,99.46,-2.01,17.58,6.75,-6.27,-6.33,24.48,2.78,-2.78,100
42.41,CLIMB,GUIDED,1,-35.3615007,149.1622244,62.73,23.97,25.25,61.30,0.10,103.20,-2.22,17.64,6.71,-5.77,-7.90,23.98,2.55,-2.55,100
42.61,CLIMB,GUIDED,1,-35.3615163,149.1622764,62.25,23.92,25.20,60.85,0.64,106.93,-2.43,17.68,6.66,-5.22,-9.43,23.36,2.30,-2.30,100
42.82,CLIMB,MANUAL,0,-35.3615347,149.1623273,61.82,23.87,25.15,60.40,1.22,110.67,-2.67,17.70,6.62,-4.66,-10.93,22.65,2.05,-2.05,100
43.02,CLIMB,MANUAL,0,-35.3615558,149.1623767,61.44,23.78,25.10,59.97,1.82,114.35,-2.89,17.65,6.59,-4.06,-12.36,21.84,1.78,-1.78,100
43.23,CLIMB,MANUAL,0,-35.3615796,149.1624244,61.11,23.70,25.04,59.53,2.45,118.01,-3.14,17.61,6.55,-3.45,-13.74,20.93,1.51,-1.51,100
43.43,CLIMB,GUIDED,1,-35.3616057,149.1624699,60.83,23.61,24.96,59.08,3.11,121.66,-3.41,17.52,6.52,-2.82,-15.03,19.92,1.23,-1.23,100
43.63,CLIMB,GUIDED,1,-35.3616340,149.1625128,60.61,23.49,24.85,58.60,3.80,125.31,-3.68,17.42,6.50,-2.14,-16.22,18.82,0.93,-0.93,100
43.84,CLIMB,MANUAL,0,-35.3616640,149.1625529,60.47,23.40,24.70,58.08,4.53,128.97,-3.97,17.31,6.47,-1.44,-17.29,17.62,0.62,-0.62,100
44.05,CLIMB,MANUAL,0,-35.3616958,149.1625902,60.38,23.24,24.52,57.55,5.28,132.61,-4.27,17.19,6.45,-0.72,-18.26,16.36,0.31,-0.31,100
44.25,CLIMB,MANUAL,0,-35.3617292,149.1626246,60.37,23.09,24.33,57.01,6.06,136.22,-4.56,17.07,6.44,-0.00,-19.11,15.04,0.00,-0.00,100
44.45,CLIMB,GUIDED,1,-35.3617640,149.1626560,60.41,22.92,24.12,56.46,6.85,139.79,-4.88,16.90,6.43,0.76,-19.86,13.68,-0.32,0.32,100
44.66,CLIMB,GUIDED,1,-35.3618001,149.1626845,60.52,22.72,23.89,55.89,7.66,143.32,-5.20,16.72,6.41,1.53,-20.49,12.28,-0.64,0.64,100
44.86,CLIMB,MANUAL,0,-35.3618375,149.1627101,60.69,22.53,23.66,55.31,8.48,146.83,-5.52,16.56,6.40,2.32,-21.02,10.86,-0.96,0.96,100
45.07,CLIMB,MANUAL,0,-35.3618760,149.1627326,60.92,22.31,23.43,54.72,9.31,150.27,-5.86,16.36,6.39,3.10,-21.45,9.43,-1.27,1.27,100
45.27,CLIMB,MANUAL,0,-35.3619152,149.1627520,61.20,22.12,23.19,54.11,10.15,153.66,-6.20,16.14,6.38,3.90,-21.77,8.00,-1.58,1.58,100
45.48,CLIMB,GUIDED,1,-35.3619549,149.1627683,61.55,21.92,22.94,53.47,11.01,157.03,-6.53,15.94,6.37,4.71,-21.97,6.57,-1.89,1.89,100
45.68,CLIMB,GUIDED,1,-35.3619947,149.1627813,61.96,21.69,22.65,52.80,11.88,160.37,-6.89,15.69,6.37,5.52,-22.06,5.15,-2.19,2.19,100
45.89,CLIMB,MANUAL,0,-35.3620538,149.1627950,62.70,21.28,22.17,51.71,13.22,165.35,-7.39,15.31,6.35,6.82,-21.95,3.08,-2.65,2.65,100
46.09,CLIMB,MANUAL,0,-35.3620928,149.1628003,63.27,21.03,21.83,50.95,14.13,168.62,-7.76,15.03,6.34,7.67,-21.75,1.75,-2.94,2.94,100
46.30,CLIMB,GUIDED,1,-35.3621314,149.1628028,63.90,20.77,21.47,50.16,15.05,171.83,-8.11,14.75,6.33,8.56,-21.46,0.46,-3.23,3.23,100
46.50,CLIMB,GUIDED,1,-35.3621694,149.1628025,64.58,20.47,21.10,49.35,15.96,174.99,-8.13,14.45,6.45,9.45,-21.08,-0.76,-3.51,3.51,100
46.70,CLIMB,GUIDED,1,-35.3622067,149.1627995,65.31,20.19,20.72,48.63,16.85,178.13,-8.06,14.15,6.56,10.34,-20.62,-1.93,-3.78,3.78,100
46.91,CLIMB,MANUAL,0,-35.3622433,149.1627941,66.11,19.85,20.33,47.89,17.74,-178.77,-8.46,13.83,6.47,11.24,-20.10,-3.05,-4.04,4.04,100
47.12,CLIMB,MANUAL,0,-35.3622791,149.1627863,66.94,19.55,19.96,47.09,18.63,-175.76,-9.02,13.50,6.34,12.08,-19.53,-4.10,-4.27,4.27,100
47.32,CLIMB,GUIDED,1,-35.3623140,149.1627761,67.81,19.27,19.58,46.20,19.53,-172.83,-9.58,13.14,6.20,12.89,-18.91,-5.09,-4.48,4.48,100
47.52,CLIMB,GUIDED,1,-35.3623478,149.1627638,68.72,18.96,19.20,45.24,20.44,-169.97,-9.97,12.77,6.13,13.70,-18.23,-6.01,-4.68,4.68,100
47.73,CLIMB,GUIDED,1,-35.3623800,149.1627497,69.68,18.60,18.80,44.21,21.36,-167.16,-10.31,12.39,6.04,14.53,-17.50,-6.85,-4.87,4.87,100
47.93,CLIMB,MANUAL,0,-35.3624107,149.1627339,70.67,18.27,18.37,43.13,22.30,-164.41,-10.60,11.98,5.95,15.37,-16.72,-7.60,-5.05,5.05,100
48.14,CLIMB,MANUAL,0,-35.3624399,149.1627165,71.70,17.93,17.94,42.00,23.24,-161.75,-10.81,11.57,5.84,16.23,-15.91,-8.27,-5.22,5.22,100
48.34,CLIMB,GUIDED,1,-35.3624677,149.1626978,72.76,17.56,17.50,40.88,24.16,-159.15,-10.70,11.12,5.90,17.09,-15.09,-8.85,-5.38,5.38,100
48.54,CLIMB,GUIDED,1,-35.3624940,149.1626779,73.85,17.29,17.05,39.83,25.04,-156.60,-10.40,10.69,6.04,17.98,-14.25,-9.35,-5.53,5.53,100
48.75,CLIMB,GUIDED,1,-35.3625188,149.1626569,74.97,16.90,16.61,38.87,25.88,-154.08,-10.07,10.26,6.22,18.80,-13.41,-9.78,-5.65,5.65,100
48.95,CLIMB,MANUAL,0,-35.3625422,149.1626350,76.11,16.53,16.16,37.99,26.66,-151.58,-9.72,9.83,6.40,19.63,-12.58,-10.13,-5.76,5.76,100
49.16,CLIMB,MANUAL,0,-35.3625643,149.1626122,77.27,16.20,15.74,37.21,27.38,-149.12,-9.38,9.39,6.59,20.36,-11.78,-10.43,-5.84,5.84,100
49.36,CLIMB,GUIDED,1,-35.3625850,149.1625888,78.43,15.84,15.33,36.53,28.03,-146.69,-9.03,8.97,6.81,21.02,-10.99,-10.68,-5.89,5.89,100
49.57,CLIMB,GUIDED,1,-35.3626043,149.1625648,79.61,15.52,14.94,35.92,28.60,-144.26,-8.67,8.53,7.04,21.67,-10.23,-10.87,-5.93,5.93,100
49.77,CLIMB,GUIDED,1,-35.3626222,149.1625404,80.78,15.09,14.56,35.41,29.11,-141.84,-8.33,8.11,7.29,22.17,-9.49,-11.03,-5.93,5.93,100
49.98,CLIMB,MANUAL,0,-35.3626387,149.1625160,81.96,14.77,14.18,34.97,29.54,-139.40,-8.00,7.71,7.55,22.66,-8.77,-11.14,-5.92,5.92,100
50.18,CLIMB,MANUAL,0,-35.3626538,149.1624915,83.14,14.48,13.82,34.61,29.88,-136.97,-7.69,7.15,7.83,23.09,-8.07,-11.21,-5.89,5.89,100
50.39,CLIMB,GUIDED,1,-35.3626677,149.1624669,84.30,14.11,13.49,34.30,30.10,-134.56,-7.39,6.48,8.12,23.42,-7.41,-11.26,-5.84,5.84,100
50.59,CLIMB,GUIDED,1,-35.3626864,149.1624298,86.02,13.63,13.04,33.94,30.16,-131.00,-6.95,5.43,8.58,23.70,-6.47,-11.31,-5.72,5.72,100
50.79,CLIMB,GUIDED,1,-35.3626975,149.1624050,87.15,13.34,12.78,33.75,30.03,-128.67,-6.64,4.73,8.87,23.72,-5.89,-11.33,-5.61,5.61,100
51.00,CLIMB,MANUAL,0,-35.3627076,149.1623798,88.25,13.05,12.58,33.10,29.90,-126.64,-10.11,3.98,6.52,23.43,-5.31,-11.40,-5.45,5.45,100
51.21,CLIMB,MANUAL,0,-35.3627168,149.1623545,89.31,12.78,12.40,31.66,29.85,-125.03,-11.94,3.33,5.89,23.17,-4.77,-11.43,-5.30,5.30,100
51.41,CLIMB,GUIDED,1,-35.3627250,149.1623290,90.34,12.58,12.20,29.92,29.74,-123.49,-12.99,2.76,6.07,22.97,-4.29,-11.42,-5.17,5.17,100
51.61,CLIMB,GUIDED,1,-35.3627324,149.1623037,91.35,12.34,12.01,27.98,29.56,-121.98,-13.89,2.18,6.27,22.91,-3.86,-11.36,-5.07,5.07,100
51.82,CLIMB,GUIDED,1,-35.3627391,149.1622786,92.34,12.10,11.81,25.85,29.31,-120.50,-14.61,1.58,6.30,22.91,-3.49,-11.28,-4.99,4.99,100
52.02,CLIMB,MANUAL,0,-35.3627451,149.1622539,93.33,11.96,11.61,23.55,29.01,-119.09,-15.13,0.93,6.16,23.02,-3.17,-11.16,-4.93,4.93,100
52.23,CLIMB,MANUAL,0,-35.3627506,149.1622296,94.30,11.76,11.41,21.12,28.67,-117.77,-15.45,0.30,5.87,23.21,-2.90,-11.03,-4.89,4.89,100
52.43,CLIMB,GUIDED,1,-35.3627557,149.1622056,95.26,11.62,11.23,18.59,28.28,-116.56,-15.59,-0.29,5.47,23.36,-2.69,-10.90,-4.85,4.85,100
52.64,CLIMB,GUIDED,1,-35.3627604,149.1621819,96.22,11.42,11.06,15.97,27.86,-115.47,-15.59,-0.86,4.99,23.58,-2.53,-10.75,-4.82,4.82,99
52.84,CLIMB,MANUAL,0,-35.3627648,149.1621586,97.16,11.25,10.84,13.32,27.40,-114.51,-15.39,-1.40,4.48,23.46,-2.41,-10.56,-4.70,4.70,92
53.15,CRUISE,CRUISE,1,-35.3627712,149.1621241,98.54,10.93,10.60,9.52,26.55,-113.24,-13.26,-2.31,4.28,23.48,-2.34,-10.33,-4.60,4.60,91
53.35,CRUISE,CRUISE,1,-35.3627755,149.1621016,99.42,10.66,10.28,7.44,25.94,-112.35,-11.72,-2.62,4.47,22.51,-2.29,-10.02,-4.26,4.26,71
53.56,CRUISE,CRUISE,1,-35.3627796,149.1620799,100.20,10.25,9.80,5.63,25.23,-111.43,-10.54,-3.42,4.56,20.45,-2.18,-9.54,-3.65,3.65,52
53.77,CRUISE,CRUISE,1,-35.3627834,149.1620594,100.84,9.75,9.24,4.03,24.35,-110.51,-9.54,-4.52,4.55,17.42,-2.06,-9.01,-2.90,2.90,32
53.97,CRUISE,MANUAL,0,-35.3627870,149.1620401,101.32,9.07,8.74,2.59,23.26,-109.61,-8.65,-5.92,4.43,13.77,-1.96,-8.51,-2.14,2.14,26
54.18,CRUISE,MANUAL,0,-35.3627905,149.1620219,101.66,8.49,8.27,1.29,21.88,-108.74,-7.80,-7.43,4.15,9.88,-1.89,-8.05,-1.44,1.44,29
54.38,CRUISE,MANUAL,0,-35.3627938,149.1620048,101.86,7.97,7.84,0.12,20.24,-107.93,-6.89,-8.91,3.72,5.76,-1.84,-7.61,-0.79,0.79,32
54.59,CRUISE,MANUAL,0,-35.3627970,149.1619887,101.94,7.46,7.43,-0.91,18.32,-107.21,-5.88,-10.30,3.16,1.62,-1.80,-7.20,-0.21,0.21,35
54.79,CRUISE,MANUAL,0,-35.3628018,149.1619662,101.85,6.74,6.87,-2.14,14.94,-106.30,-4.16,-12.36,2.15,-4.42,-1.77,-6.63,0.53,-0.53,40
55.00,CRUISE,MANUAL,0,-35.3628049,149.1619521,101.68,6.36,6.57,-2.72,12.34,-105.83,-2.92,-13.69,1.45,-8.32,-1.77,-6.32,0.96,-0.96,44
55.20,CRUISE,MANUAL,0,-35.3628081,149.1619385,101.43,6.20,6.35,-3.10,9.53,-105.47,-1.64,-14.40,0.77,-12.01,-1.78,-6.09,1.35,-1.35,48
55.40,CRUISE,MANUAL,0,-35.3628113,149.1619252,101.10,6.10,6.25,-3.24,6.59,-105.22,-0.36,-15.01,0.17,-15.31,-1.80,-5.98,1.71,-1.71,51
55.61,CRUISE,MANUAL,0,-35.3628146,149.1619120,100.71,5.90,6.27,-3.17,3.61,-105.08,0.86,-14.61,-0.31,-17.95,-1.84,-5.99,2.03,-2.03,54
55.81,CRUISE,MANUAL,0,-35.3628180,149.1618986,100.25,5.92,6.42,-2.87,0.82,-105.03,1.97,-13.25,-0.62,-19.97,-1.91,-6.12,2.33,-2.33,57
56.02,CRUISE,MANUAL,0,-35.3628578,149.1617347,94.85,10.18,11.32,2.48,-5.99,-104.65,1.87,1.90,0.96,-14.09,-2.94,-10.93,2.84,-2.84,73
56.22,CRUISE,MANUAL,0,-35.3628633,149.1617097,94.30,10.77,11.91,2.80,-5.55,-104.42,1.61,2.66,1.04,-12.65,-3.01,-11.51,2.67,-2.67,74
56.42,CRUISE,MANUAL,0,-35.3628689,149.1616834,93.79,11.18,12.49,3.06,-4.97,-104.18,1.40,3.37,1.10,-11.15,-3.08,-12.10,2.46,-2.46,84
56.63,CRUISE,MANUAL,0,-35.3628747,149.1616557,93.33,11.79,13.36,3.29,-4.18,-103.92,1.30,4.80,1.15,-8.82,-3.19,-12.96,2.07,-2.07,100
56.83,CRUISE,CRUISE,1,-35.3628807,149.1616261,92.96,12.55,14.25,3.50,-3.09,-103.64,1.20,6.00,1.17,-6.53,-3.31,-13.85,1.63,-1.63,100
57.03,CRUISE,MANUAL,0,-35.3628869,149.1615949,92.68,13.21,15.02,3.70,-1.82,-103.34,1.08,6.70,1.17,-4.53,-3.40,-14.62,1.19,-1.19,99
57.24,CRUISE,MANUAL,0,-35.3628932,149.1615621,92.50,13.84,15.65,3.88,-0.44,-103.04,0.96,7.09,1.16,-2.71,-3.44,-15.26,0.74,-0.74,97
57.44,CRUISE,MANUAL,0,-35.3628996,149.1615281,92.40,14.39,16.13,4.04,0.99,-102.74,0.83,7.29,1.15,-0.96,-3.45,-15.75,0.27,-0.27,94
57.65,CRUISE,MANUAL,0,-35.3629060,149.1614932,92.40,14.81,16.48,4.19,2.44,-102.43,0.69,7.38,1.13,0.66,-3.43,-16.11,-0.19,0.19,92
57.85,CRUISE,CRUISE,1,-35.3629123,149.1614573,92.50,15.18,16.69,4.31,3.90,-102.12,0.53,7.32,1.12,2.23,-3.37,-16.35,-0.65,0.65,89
58.06,CRUISE,MANUAL,0,-35.3629185,149.1614210,92.69,15.45,16.78,4.40,5.31,-101.80,0.34,7.14,1.11,3.68,-3.29,-16.45,-1.08,1.08,85
58.26,CRUISE,MANUAL,0,-35.3629245,149.1613845,92.96,15.56,16.74,4.47,6.68,-101.48,0.12,6.90,1.10,4.99,-3.18,-16.43,-1.46,1.46,82
58.47,CRUISE,MANUAL,0,-35.3629303,149.1613483,93.31,15.51,16.58,4.50,7.99,-101.16,-0.08,6.54,1.09,6.16,-3.05,-16.30,-1.79,1.79,78
58.67,CRUISE,MANUAL,0,-35.3629358,149.1613126,93.71,15.44,16.32,4.49,9.24,-100.85,-0.31,6.13,1.08,7.23,-2.90,-16.05,-2.07,2.07,74
58.88,CRUISE,CRUISE,1,-35.3629410,149.1612779,94.17,15.24,15.96,4.45,10.42,-100.55,-0.54,5.66,1.08,8.13,-2.74,-15.72,-2.28,2.28,70
59.08,CRUISE,MANUAL,0,-35.3629458,149.1612441,94.66,15.04,15.53,4.36,11.48,-100.26,-0.77,4.95,1.07,8.93,-2.58,-15.31,-2.44,2.44,67
59.28,CRUISE,MANUAL,0,-35.3629504,149.1612113,95.17,14.71,15.04,4.23,12.39,-99.97,-1.01,4.17,1.07,9.52,-2.41,-14.84,-2.52,2.52,63
59.49,CRUISE,MANUAL,0,-35.3629546,149.1611795,95.70,14.34,14.52,4.06,13.14,-99.71,-1.23,3.35,1.08,9.93,-2.25,-14.34,-2.54,2.54,59
59.69,CRUISE,CRUISE,1,-35.3629604,149.1611339,96.47,13.56,13.72,3.73,13.94,-99.33,-1.52,2.09,1.07,10.05,-2.02,-13.56,-2.43,2.43,54
59.90,CRUISE,CRUISE,1,-35.3629639,149.1611046,96.95,13.10,13.18,3.46,14.25,-99.09,-1.70,1.20,1.07,9.90,-1.88,-13.04,-2.30,2.30,51
60.10,CRUISE,MANUAL,0,-35.3629673,149.1610764,97.39,12.58,12.67,3.15,14.37,-98.86,-1.85,0.33,1.05,9.46,-1.76,-12.54,-2.11,2.11,48
60.31,CRUISE,MANUAL,0,-35.3629704,149.1610492,97.80,12.13,12.17,2.82,14.33,-98.65,-2.00,-0.54,1.02,8.78,-1.65,-12.06,-1.88,1.88,45
60.51,CRUISE,MANUAL,0,-35.3629733,149.1610230,98.15,11.65,11.71,2.45,14.11,-98.46,-2.11,-1.41,0.98,7.88,-1.55,-11.60,-1.62,1.62,43
60.72,CRUISE,CRUISE,1,-35.3629760,149.1609980,98.44,11.14,11.26,2.07,13.73,-98.28,-2.17,-2.25,0.93,6.74,-1.46,-11.16,-1.33,1.33,41
60.92,CRUISE,CRUISE,1,-35.3629785,149.1609740,98.68,10.71,10.85,1.67,13.19,-98.12,-2.22,-3.08,0.86,5.42,-1.39,-10.76,-1.03,1.03,39
61.12,CRUISE,CRUISE,1,-35.3629810,149.1609509,98.86,10.24,10.48,1.25,12.50,-97.98,-2.24,-3.84,0.76,3.88,-1.33,-10.39,-0.71,0.71,37
61.33,CRUISE,MANUAL,0,-35.3629833,149.1609285,98.97,9.92,10.16,0.84,11.65,-97.86,-2.21,-4.57,0.65,2.20,-1.29,-10.07,-0.39,0.39,36
61.53,CRUISE,MANUAL,0,-35.3629855,149.1609068,99.02,9.64,9.87,0.42,10.67,-97.76,-2.15,-5.20,0.51,0.35,-1.26,-9.79,-0.06,0.06,35
