time_s,phase,alt_agl_m,airspeed,roll_deg,pitch_deg,climb_mps,throttle_pct,theta_cmd_deg,lat,lon
0.06,GROUND,-0.21,0.79,0.02,0.01,0.05,0,-0.00,28.5597410,77.1174499
0.36,GROUND,-0.19,0.45,0.02,-0.02,-0.02,90,-1.57,28.5597412,77.1174488
0.66,GROUND,-0.17,1.44,0.02,-0.07,-0.00,90,-2.00,28.5597422,77.1174444
0.86,GROUND,-0.17,1.75,0.02,-0.09,-0.00,90,-2.00,28.5597434,77.1174396
1.16,GROUND,-0.16,2.93,0.02,-0.11,-0.01,90,-2.00,28.5597456,77.1174300
1.46,GROUND,-0.16,3.53,0.02,-0.10,-0.01,90,-2.00,28.5597484,77.1174181
1.76,GROUND,-0.15,4.11,0.02,-0.10,-0.01,90,-2.00,28.5597517,77.1174039
2.07,GROUND,-0.14,4.82,0.02,-0.12,-0.00,90,-2.00,28.5597555,77.1173878
2.36,GROUND,-0.13,5.52,0.03,-0.11,-0.00,90,-2.00,28.5597597,77.1173701
2.66,CLIMB,-0.12,6.07,0.03,-0.06,0.00,90,-1.50,28.5597641,77.1173512
2.86,CLIMB,-0.11,6.24,0.03,-0.01,0.00,90,-0.49,28.5597672,77.1173381
3.16,CLIMB,-0.10,6.74,0.03,0.04,0.01,90,0.00,28.5597721,77.1173173
3.47,CLIMB,-0.10,7.11,0.03,0.07,0.01,90,0.99,28.5597773,77.1172954
3.76,CLIMB,-0.10,7.45,0.03,0.09,0.01,90,2.46,28.5597827,77.1172722
4.07,CLIMB,-0.11,7.84,0.02,0.07,0.01,90,3.95,28.5597885,77.1172478
4.36,CLIMB,-0.10,8.09,0.02,0.04,0.01,90,5.14,28.5597945,77.1172223
4.66,CLIMB,-0.10,8.47,0.02,0.06,0.01,90,6.52,28.5598007,77.1171960
4.86,CLIMB,-0.10,8.67,0.02,0.15,0.01,90,7.05,28.5598049,77.1171782
5.16,CLIMB,-0.09,8.87,0.02,0.64,0.01,90,7.06,28.5598113,77.1171509
5.47,CLIMB,-0.08,9.20,0.02,1.43,0.01,90,7.06,28.5598179,77.1171229
5.77,CLIMB,-0.07,9.42,0.01,2.31,0.04,90,7.25,28.5598246,77.1170943
6.06,CLIMB,-0.03,9.47,-0.02,3.10,0.17,90,8.00,28.5598315,77.1170649
6.36,CLIMB,0.05,9.67,-0.05,3.92,0.32,90,8.92,28.5598385,77.1170352
6.56,CLIMB,0.13,9.65,-0.06,4.55,0.44,90,9.60,28.5598432,77.1170152
6.86,CLIMB,0.30,9.63,-0.06,5.66,0.61,90,10.66,28.5598501,77.1169855
7.17,CLIMB,0.52,9.67,-0.05,6.85,0.79,90,11.68,28.5598570,77.1169564
7.46,CLIMB,0.78,9.53,-0.03,8.02,0.95,90,12.71,28.5598637,77.1169275
7.77,CLIMB,1.09,9.38,-0.04,9.13,1.08,90,13.62,28.5598704,77.1168991
8.06,CLIMB,1.43,9.23,-0.05,10.11,1.18,90,14.37,28.5598769,77.1168710
8.36,CLIMB,1.79,9.12,-0.05,10.95,1.25,90,14.87,28.5598834,77.1168434
8.57,CLIMB,2.04,9.05,-0.05,11.43,1.27,90,14.89,28.5598876,77.1168253
8.86,CLIMB,2.42,8.86,-0.05,12.03,1.27,90,14.70,28.5598937,77.1167991
9.17,CLIMB,2.79,8.50,-0.04,12.37,1.23,90,14.34,28.5598996,77.1167737
9.46,CLIMB,3.14,8.26,-0.05,12.42,1.15,90,14.10,28.5599054,77.1167489
9.76,CLIMB,3.47,8.08,-0.05,12.20,1.04,90,13.92,28.5599110,77.1167247
9.96,CLIMB,3.67,7.88,-0.05,11.94,0.95,90,13.72,28.5599148,77.1167088
10.26,CLIMB,3.93,7.75,-0.05,11.38,0.81,90,12.97,28.5599203,77.1166849
10.47,CLIMB,4.08,7.66,-0.05,10.92,0.71,90,12.33,28.5599240,77.1166691
10.76,CLIMB,4.27,7.64,-0.05,10.16,0.57,90,11.28,28.5599295,77.1166453
11.06,CLIMB,4.42,7.68,-0.05,9.36,0.44,90,10.29,28.5599350,77.1166218
11.26,CLIMB,4.51,7.63,-0.05,8.83,0.36,90,9.74,28.5599386,77.1166062
