time_s,phase,alt_agl_m,airspeed,roll_deg,pitch_deg,climb_mps,throttle_pct,theta_cmd_deg,lat,lon
31.67,CLIMB,12.95,7.91,-0.02,9.02,0.28,90,9.04,28.5603215,77.1149566
31.96,CLIMB,13.04,7.89,-0.02,8.93,0.28,90,9.02,28.5603270,77.1149327
32.27,CLIMB,13.12,7.97,-0.02,8.91,0.28,90,9.05,28.5603326,77.1149088
32.56,CLIMB,13.20,7.97,-0.02,8.95,0.30,90,9.15,28.5603381,77.1148848
32.87,CLIMB,13.30,7.98,-0.02,9.05,0.32,90,9.32,28.5603437,77.1148605
33.16,CLIMB,13.40,7.98,-0.02,9.19,0.35,90,9.51,28.5603494,77.1148361
33.46,CLIMB,13.51,7.98,-0.02,9.36,0.38,90,9.73,28.5603550,77.1148116
33.67,CLIMB,13.59,7.89,-0.02,9.50,0.40,90,9.91,28.5603588,77.1147952
33.96,CLIMB,13.72,7.88,-0.02,9.73,0.43,90,10.12,28.5603644,77.1147709
34.26,CLIMB,13.86,7.90,-0.02,9.95,0.45,90,10.29,28.5603700,77.1147468
34.47,CLIMB,13.95,7.93,-0.02,10.08,0.47,90,10.37,28.5603737,77.1147308
34.76,CLIMB,14.10,7.93,-0.02,10.24,0.48,90,10.46,28.5603792,77.1147068
34.97,CLIMB,14.19,7.79,-0.02,10.32,0.48,90,10.55,28.5603829,77.1146908
35.26,CLIMB,14.34,7.86,-0.02,10.38,0.48,90,10.51,28.5603885,77.1146668
35.56,CLIMB,14.48,7.78,-0.02,10.38,0.47,90,10.47,28.5603940,77.1146428
35.77,CLIMB,14.57,7.80,-0.02,10.35,0.46,90,10.39,28.5603977,77.1146267
36.06,CLIMB,14.70,7.74,-0.02,10.27,0.44,90,10.27,28.5604032,77.1146029
36.37,CLIMB,14.83,7.77,-0.02,10.16,0.42,90,10.08,28.5604086,77.1145794
36.66,CLIMB,14.96,7.73,-0.02,10.01,0.39,90,9.90,28.5604140,77.1145559
36.97,CLIMB,15.07,7.70,-0.02,9.84,0.37,90,9.73,28.5604195,77.1145323
37.26,CLIMB,15.19,7.70,-0.02,9.65,0.35,90,9.57,28.5604250,77.1145086
37.56,CLIMB,15.29,7.79,-0.02,9.47,0.33,90,9.42,28.5604305,77.1144847
37.77,CLIMB,15.36,7.76,-0.02,9.37,0.32,90,9.36,28.5604342,77.1144687
38.06,CLIMB,15.45,7.79,-0.02,9.27,0.31,90,9.29,28.5604397,77.1144447
38.37,CLIMB,15.55,7.74,-0.02,9.21,0.31,90,9.30,28.5604452,77.1144209
38.66,CLIMB,15.63,7.83,-0.02,9.20,0.31,90,9.30,28.5604507,77.1143971
38.96,CLIMB,15.73,7.85,-0.02,9.23,0.33,90,9.37,28.5604562,77.1143731
39.17,CLIMB,15.79,7.92,-0.01,9.28,0.34,90,9.43,28.5604599,77.1143571
39.46,CLIMB,15.90,7.92,-0.01,9.36,0.35,90,9.56,28.5604655,77.1143328
39.77,CLIMB,16.01,7.90,-0.02,9.46,0.37,90,9.71,28.5604711,77.1143085
40.06,CLIMB,16.13,7.86,-0.02,9.61,0.39,90,9.88,28.5604767,77.1142842
40.36,CLIMB,16.25,7.92,-0.02,9.77,0.41,90,10.00,28.5604822,77.1142601
40.57,CLIMB,16.35,7.91,-0.02,9.87,0.43,90,10.09,28.5604859,77.1142441
40.86,CLIMB,16.48,7.89,-0.01,10.00,0.44,90,10.20,28.5604914,77.1142201
41.17,CLIMB,16.61,7.87,-0.01,10.11,0.45,90,10.26,28.5604969,77.1141961
41.46,CLIMB,16.75,7.82,-0.02,10.16,0.45,90,10.31,28.5605025,77.1141720
41.76,CLIMB,16.89,7.89,-0.02,10.18,0.45,90,10.26,28.5605080,77.1141479
41.97,CLIMB,16.98,7.89,-0.02,10.17,0.44,90,10.23,28.5605117,77.1141318
42.27,CLIMB,17.12,7.68,-0.02,10.14,0.43,90,10.24,28.5605172,77.1141079
42.57,CLIMB,17.25,7.65,-0.02,10.09,0.42,90,10.15,28.5605226,77.1140843
42.86,CLIMB,17.38,7.80,-0.02,10.00,0.40,90,9.97,28.5605281,77.1140607
43.17,CLIMB,17.50,7.78,-0.02,9.89,0.39,90,9.85,28.5605335,77.1140370
43.47,CLIMB,17.62,7.75,-0.02,9.75,0.37,90,9.74,28.5605390,77.1140132
43.76,CLIMB,17.73,7.77,-0.02,9.61,0.36,90,9.62,28.5605445,77.1139893
43.97,CLIMB,17.80,7.67,-0.02,9.53,0.35,90,9.59,28.5605481,77.1139732
44.27,CLIMB,17.90,7.66,-0.01,9.44,0.34,90,9.53,28.5605536,77.1139493
44.56,CLIMB,18.00,7.83,-0.01,9.39,0.33,90,9.45,28.5605591,77.1139256
44.77,CLIMB,18.06,7.83,-0.02,9.36,0.33,90,9.45,28.5605627,77.1139097
45.06,CLIMB,18.17,7.95,-0.02,9.36,0.34,90,9.45,28.5605682,77.1138859
45.27,CLIMB,18.23,7.89,-0.02,9.37,0.34,90,9.50,28.5605719,77.1138699
45.57,CLIMB,18.34,7.79,-0.02,9.40,0.35,90,9.61,28.5605774,77.1138458
45.86,CLIMB,18.45,7.88,-0.02,9.45,0.37,90,9.67,28.5605830,77.1138216
46.07,CLIMB,18.52,7.82,-0.01,9.51,0.38,90,9.77,28.5605867,77.1138053
46.36,CLIMB,18.64,7.88,-0.01,9.61,0.39,90,9.86,28.5605923,77.1137810
46.67,CLIMB,18.77,7.89,-0.01,9.73,0.41,90,9.97,28.5605978,77.1137570
46.97,CLIMB,18.90,7.91,-0.02,9.84,0.42,90,10.05,28.5606033,77.1137330
47.26,CLIMB,19.03,7.92,-0.02,9.94,0.43,90,10.12,28.5606088,77.1137091
47.47,CLIMB,19.12,7.98,-0.02,9.99,0.44,90,10.13,28.5606125,77.1136931
47.76,CLIMB,19.25,7.84,-0.01,10.04,0.44,90,10.21,28.5606180,77.1136690
48.07,CLIMB,19.38,7.82,-0.01,10.05,0.44,90,10.20,28.5606235,77.1136449
48.37,CLIMB,19.51,7.79,-0.01,10.06,0.43,90,10.17,28.5606291,77.1136208
48.66,CLIMB,19.63,7.81,-0.01,10.05,0.42,90,10.10,28.5606345,77.1135971
48.87,CLIMB,19.72,7.86,-0.02,10.02,0.42,90,10.04,28.5606381,77.1135813
49.16,CLIMB,19.84,7.75,-0.02,9.96,0.40,90,9.99,28.5606435,77.1135577
49.47,CLIMB,19.96,7.79,-0.02,9.88,0.39,90,9.88,28.5606489,77.1135340
49.77,CLIMB,20.09,7.83,-0.01,9.78,0.38,90,9.78,28.5606544,77.1135102
50.06,CLIMB,20.20,7.74,-0.01,9.67,0.37,90,9.73,28.5606599,77.1134862
50.27,CLIMB,20.27,7.72,-0.01,9.61,0.36,90,9.69,28.5606635,77.1134702
50.56,CLIMB,20.37,7.82,-0.01,9.54,0.35,90,9.59,28.5606690,77.1134463
50.87,CLIMB,20.47,7.86,-0.02,9.49,0.35,90,9.55,28.5606745,77.1134225
51.17,CLIMB,20.57,7.91,-0.02,9.46,0.35,90,9.53,28.5606799,77.1133987
51.46,CLIMB,20.67,7.77,-0.01,9.46,0.35,90,9.59,28.5606854,77.1133748
51.67,CLIMB,20.74,7.79,-0.01,9.46,0.35,90,9.60,28.5606890,77.1133587
51.96,CLIMB,20.85,7.78,-0.01,9.48,0.36,90,9.67,28.5606946,77.1133345
52.17,CLIMB,20.92,7.76,-0.01,9.50,0.37,90,9.72,28.5606982,77.1133183
52.47,CLIMB,21.03,7.88,-0.01,9.56,0.38,90,9.76,28.5607038,77.1132940
52.76,CLIMB,21.15,7.95,-0.01,9.65,0.39,90,9.82,28.5607093,77.1132699
52.97,CLIMB,21.23,7.92,-0.02,9.71,0.40,90,9.88,28.5607130,77.1132539
53.26,CLIMB,21.35,7.87,-0.01,9.79,0.41,90,9.97,28.5607184,77.1132300
53.57,CLIMB,21.47,7.80,-0.01,9.87,0.41,90,10.05,28.5607239,77.1132061
53.87,CLIMB,21.60,7.92,-0.01,9.92,0.42,90,10.04,28.5607294,77.1131819
54.17,CLIMB,21.73,7.85,-0.01,9.95,0.42,90,10.08,28.5607349,77.1131578
54.47,CLIMB,21.84,7.86,-0.01,9.96,0.42,90,10.06,28.5607404,77.1131337
54.76,CLIMB,21.96,7.79,-0.01,9.97,0.41,90,10.05,28.5607458,77.1131098
54.97,CLIMB,22.05,7.74,-0.01,9.97,0.41,90,10.04,28.5607494,77.1130939
55.27,CLIMB,22.17,7.72,-0.01,9.94,0.40,90,9.99,28.5607548,77.1130702
55.56,CLIMB,22.29,7.69,-0.01,9.90,0.39,90,9.93,28.5607602,77.1130465
55.77,CLIMB,22.36,7.71,-0.01,9.86,0.39,90,9.87,28.5607638,77.1130307
56.07,CLIMB,22.46,7.70,-0.01,9.78,0.38,90,9.79,28.5607693,77.1130067
56.37,CLIMB,22.57,7.72,-0.01,9.69,0.37,90,9.72,28.5607747,77.1129827
56.67,CLIMB,22.68,7.82,-0.01,9.62,0.36,90,9.64,28.5607802,77.1129585
56.96,CLIMB,22.79,7.86,-0.01,9.57,0.36,90,9.59,28.5607856,77.1129347
57.17,CLIMB,22.86,7.83,-0.01,9.55,0.35,90,9.59,28.5607892,77.1129188
57.47,CLIMB,22.98,7.75,-0.02,9.53,0.35,90,9.61,28.5607946,77.1128950
57.76,CLIMB,23.09,7.68,-0.02,9.52,0.36,90,9.66,28.5608001,77.1128711
57.97,CLIMB,23.16,7.74,-0.01,9.52,0.36,90,9.66,28.5608037,77.1128551
58.27,CLIMB,23.27,7.89,-0.01,9.53,0.37,90,9.65,28.5608092,77.1128309
58.57,CLIMB,23.39,7.95,-0.01,9.56,0.37,90,9.69,28.5608147,77.1128066
58.87,CLIMB,23.50,7.90,-0.01,9.61,0.38,90,9.77,28.5608202,77.1127825
59.16,CLIMB,23.63,7.87,-0.01,9.68,0.39,90,9.85,28.5608256,77.1127585
59.37,CLIMB,23.71,7.85,-0.01,9.73,0.40,90,9.90,28.5608292,77.1127426
59.67,CLIMB,23.83,7.85,-0.01,9.80,0.40,90,9.95,28.5608346,77.1127187
59.87,CLIMB,23.91,7.80,-0.01,9.83,0.41,90,9.99,28.5608382,77.1127027
60.17,CLIMB,24.04,7.81,-0.01,9.88,0.41,90,10.02,28.5608437,77.1126787
60.46,CLIMB,24.17,7.78,-0.01,9.89,0.41,90,10.05,28.5608491,77.1126546
60.67,CLIMB,24.25,7.78,-0.01,9.90,0.42,90,10.06,28.5608528,77.1126384
60.97,CLIMB,24.38,7.78,-0.01,9.91,0.41,90,10.05,28.5608582,77.1126143
61.27,CLIMB,24.51,7.79,-0.01,9.91,0.41,90,10.02,28.5608636,77.1125905
61.57,CLIMB,24.64,7.73,-0.01,9.90,0.41,90,10.01,28.5608690,77.1125667
61.86,CLIMB,24.76,7.62,-0.01,9.87,0.40,90,10.01,28.5608743,77.1125430
62.07,CLIMB,24.83,7.69,-0.01,9.84,0.39,90,9.94,28.5608779,77.1125270
62.37,CLIMB,24.95,7.83,-0.02,9.78,0.39,90,9.83,28.5608834,77.1125030
62.67,CLIMB,25.07,7.75,-0.01,9.72,0.38,90,9.82,28.5608888,77.1124790
62.97,CLIMB,25.18,7.71,-0.01,9.67,0.38,90,9.79,28.5608943,77.1124549
63.26,CLIMB,25.30,7.75,-0.01,9.64,0.37,90,9.75,28.5608996,77.1124311
63.47,CLIMB,25.37,7.83,-0.01,9.62,0.37,90,9.71,28.5609032,77.1124152
63.77,CLIMB,25.48,7.76,-0.02,9.60,0.37,90,9.72,28.5609086,77.1123914
64.07,CLIMB,25.59,7.84,-0.01,9.59,0.37,90,9.70,28.5609139,77.1123676
64.37,CLIMB,25.70,7.68,-0.01,9.59,0.37,90,9.77,28.5609194,77.1123435
64.67,CLIMB,25.82,7.70,-0.01,9.59,0.38,90,9.80,28.5609248,77.1123194
64.87,CLIMB,25.89,7.77,-0.01,9.60,0.38,90,9.80,28.5609284,77.1123033
65.17,CLIMB,26.01,7.81,-0.01,9.64,0.39,90,9.83,28.5609339,77.1122792
65.47,CLIMB,26.12,7.79,-0.02,9.69,0.39,90,9.87,28.5609392,77.1122552
65.67,CLIMB,26.19,7.83,-0.01,9.72,0.39,90,9.88,28.5609428,77.1122393
65.97,CLIMB,26.31,7.72,-0.01,9.77,0.40,90,9.96,28.5609482,77.1122153
66.17,CLIMB,26.39,7.85,-0.01,9.79,0.40,90,9.93,28.5609518,77.1121993
66.47,CLIMB,26.51,7.82,-0.01,9.82,0.41,90,9.97,28.5609572,77.1121752
66.76,CLIMB,26.64,7.88,-0.01,9.83,0.41,90,9.96,28.5609627,77.1121510
66.97,CLIMB,26.72,7.86,-0.01,9.84,0.41,90,9.97,28.5609663,77.1121348
67.27,CLIMB,26.84,7.76,-0.01,9.85,0.41,90,10.00,28.5609717,77.1121108
67.57,CLIMB,26.96,7.78,-0.01,9.86,0.40,90,9.98,28.5609771,77.1120869
67.87,CLIMB,27.09,7.76,-0.01,9.86,0.40,90,9.96,28.5609824,77.1120632
68.17,CLIMB,27.20,7.74,-0.01,9.84,0.40,90,9.93,28.5609877,77.1120393
68.47,CLIMB,27.32,7.74,-0.01,9.80,0.39,90,9.89,28.5609931,77.1120153
68.67,CLIMB,27.39,7.76,-0.01,9.77,0.39,90,9.86,28.5609967,77.1119993
68.97,CLIMB,27.51,7.80,-0.01,9.72,0.38,90,9.81,28.5610021,77.1119751
69.26,CLIMB,27.63,7.79,-0.01,9.69,0.38,90,9.78,28.5610075,77.1119511
69.47,CLIMB,27.70,7.71,-0.01,9.68,0.38,90,9.80,28.5610110,77.1119352
69.77,CLIMB,27.82,7.84,-0.01,9.66,0.37,90,9.74,28.5610164,77.1119115
70.07,CLIMB,27.93,7.82,-0.01,9.65,0.37,90,9.73,28.5610217,77.1118877
70.37,CLIMB,28.04,7.78,-0.01,9.64,0.37,90,9.74,28.5610270,77.1118637
70.67,CLIMB,28.15,7.76,-0.01,9.63,0.37,90,9.76,28.5610324,77.1118396
70.97,CLIMB,28.26,7.78,-0.01,9.62,0.38,90,9.77,28.5610378,77.1118155
71.27,CLIMB,28.37,7.78,-0.01,9.63,0.38,90,9.79,28.5610433,77.1117912
71.47,CLIMB,28.44,7.71,-0.01,9.65,0.38,90,9.84,28.5610468,77.1117752
71.77,CLIMB,28.56,7.84,-0.02,9.69,0.39,90,9.82,28.5610522,77.1117513
72.07,CLIMB,28.67,7.86,-0.01,9.73,0.39,90,9.84,28.5610575,77.1117274
72.37,CLIMB,28.79,7.78,-0.01,9.76,0.39,90,9.90,28.5610629,77.1117034
72.67,CLIMB,28.91,7.85,-0.01,9.78,0.40,90,9.90,28.5610682,77.1116793
72.97,CLIMB,29.04,7.88,-0.01,9.79,0.40,90,9.91,28.5610736,77.1116551
73.27,CLIMB,29.16,7.86,-0.01,9.80,0.40,90,9.92,28.5610790,77.1116309
73.47,CLIMB,29.23,7.85,-0.01,9.81,0.40,90,9.92,28.5610826,77.1116149
73.77,CLIMB,29.35,7.71,-0.01,9.83,0.40,90,9.97,28.5610879,77.1115910
74.07,CLIMB,29.47,7.73,-0.01,9.84,0.40,90,9.95,28.5610932,77.1115672
74.37,CLIMB,29.59,7.68,-0.01,9.83,0.40,90,9.95,28.5610985,77.1115434
74.67,CLIMB,29.72,7.78,-0.01,9.81,0.39,90,9.90,28.5611038,77.1115195
74.97,CLIMB,29.84,7.71,-0.02,9.78,0.39,90,9.90,28.5611092,77.1114955
75.27,CLIMB,29.96,7.79,-0.01,9.74,0.39,90,9.85,28.5611145,77.1114713
75.47,CLIMB,30.05,7.79,-0.01,9.73,0.39,90,9.84,28.5611181,77.1114553
75.77,CLIMB,30.16,7.73,-0.01,9.71,0.38,90,9.85,28.5611234,77.1114314
76.07,CLIMB,30.27,7.79,-0.01,9.70,0.38,90,9.80,28.5611287,77.1114076
76.37,CLIMB,30.39,7.83,-0.02,9.68,0.38,90,9.78,28.5611340,77.1113838
76.67,CLIMB,30.50,7.83,-0.02,9.67,0.38,90,9.78,28.5611394,77.1113597
76.87,CLIMB,30.57,7.71,-0.01,9.66,0.38,90,9.82,28.5611429,77.1113436
77.17,CLIMB,30.68,7.80,-0.01,9.65,0.38,90,9.78,28.5611483,77.1113195
77.47,CLIMB,30.79,7.85,-0.01,9.65,0.38,90,9.78,28.5611537,77.1112952
77.67,CLIMB,30.87,7.83,-0.01,9.66,0.38,90,9.81,28.5611572,77.1112791
77.97,CLIMB,30.98,7.88,-0.01,9.69,0.39,90,9.81,28.5611626,77.1112552
